vintage,month,horizon_month,entity,division,actual_revenue,revenue_forecast,error,abs_pct_error,bias_pct
2025-02,2026-01,11,JP01,Hardware,3135825.74,2920645.83,-215179.91000000015,0.06861985577042942,-0.06861985577042942
2025-02,2026-01,11,JP01,Software,683664.5,632414.07,-51250.43000000005,0.07496429900923633,-0.07496429900923633
2025-02,2026-01,11,JP01,Spare Parts,2570718.48,2530142.66,-40575.81999999983,0.015783844211521687,-0.015783844211521687
2025-02,2026-01,11,US01,Events,1892191.6400000001,1678834.9,-213356.74000000022,0.11275641192453435,-0.11275641192453435
2025-02,2026-01,11,US01,Hardware,5478611.85,5423488.96,-55122.889999999665,0.010061470224432795,-0.010061470224432795
2025-02,2026-01,11,US01,Software,1020790.38,956514.89,-64275.48999999999,0.06296639472640797,-0.06296639472640797
2025-02,2026-02,12,DE01,Hardware,5158766.18,4928853.5,-229912.6799999997,0.044567377542976704,-0.044567377542976704
2025-02,2026-02,12,DE01,Software,842651.62,814576.08,-28075.540000000037,0.03331808701679116,-0.03331808701679116
2025-02,2026-02,12,ES01,Events,4436802.3100000005,2635512.36,-1801289.9500000007,0.40598832766114396,-0.40598832766114396
2025-02,2026-02,12,ES01,Hardware,4853997.84,4439246.86,-414750.9799999995,0.08544523373747516,-0.08544523373747516
2025-02,2026-02,12,ES01,Spare Parts,1959807.69,1929709.64,-30098.050000000047,0.015357654811529006,-0.015357654811529006
2025-02,2026-02,12,JP01,Hardware,3512116.95,3062168.47,-449948.48,0.12811318256358176,-0.12811318256358176
2025-02,2026-02,12,JP01,Software,700353.39,666684.26,-33669.130000000005,0.048074487081443275,-0.048074487081443275
2025-02,2026-02,12,JP01,Spare Parts,2714784.47,2655925.81,-58858.66000000015,0.0216807855836895,-0.0216807855836895
2025-02,2026-02,12,US01,Events,1576945.17,1758760.89,181815.71999999997,0.11529615833123734,0.11529615833123734
2025-02,2026-02,12,US01,Hardware,5887845.0,5686289.21,-201555.79000000004,0.03423252310480321,-0.03423252310480321
2025-02,2026-02,12,US01,Software,1064187.3,1008347.94,-55839.3600000001,0.05247136476821336,-0.05247136476821336
2025-02,2026-03,13,DE01,Hardware,5636222.83,5319101.85,-317120.98000000045,0.05626480527207978,-0.05626480527207978
2025-02,2026-03,13,DE01,Software,882834.62,883878.44,1043.8199999999488,0.0011823505516808447,0.0011823505516808447
2025-02,2026-03,13,ES01,Events,2670936.42,2841882.25,170945.83000000007,0.06400220863362972,0.06400220863362972
2025-02,2026-03,13,ES01,Hardware,5311627.22,4790729.97,-520897.25,0.09806735834899197,-0.09806735834899197
2025-02,2026-03,13,ES01,Spare Parts,2164436.42,2084995.44,-79440.97999999998,0.036702847570823996,-0.036702847570823996
2025-02,2026-03,13,JP01,Hardware,3735010.25,3304619.62,-430390.6299999999,0.11523144548264623,-0.11523144548264623
2025-02,2026-03,13,JP01,Software,733084.96,723404.31,-9680.649999999907,0.013205358898646491,-0.013205358898646491
2025-02,2026-03,13,JP01,Spare Parts,3003865.69,2869651.0,-134214.68999999994,0.04468065614478254,-0.04468065614478254
2025-02,2026-03,13,US01,Events,2683440.66,1896478.06,-786962.6000000001,0.29326625765594533,-0.29326625765594533
2025-02,2026-03,13,US01,Hardware,6340771.62,6136508.51,-204263.11000000034,0.032214235465556844,-0.032214235465556844
2025-02,2026-03,13,US01,Software,1091314.18,1094135.99,2821.810000000056,0.0025856990147420755,0.0025856990147420755
2025-02,2026-04,14,DE01,Hardware,5807032.49,5442137.55,-364894.9400000004,0.06283673126134005,-0.06283673126134005
2025-02,2026-04,14,DE01,Software,879961.37,909268.7,29307.329999999958,0.03330524611551977,0.03330524611551977
2025-02,2026-04,14,ES01,Events,3020736.09,2905266.08,-115470.00999999978,0.03822578555679115,-0.03822578555679115
2025-02,2026-04,14,ES01,Hardware,5440833.93,4901543.95,-539289.9799999995,0.09911899295922813,-0.09911899295922813
2025-02,2026-04,14,ES01,Spare Parts,2238740.42,2135782.69,-102957.72999999998,0.04598913258554557,-0.04598913258554557
2025-02,2026-04,14,JP01,Hardware,3932795.17,3381058.5,-551736.6699999999,0.14029122955823808,-0.14029122955823808
2025-02,2026-04,14,JP01,Software,754224.23,744184.8,-10039.429999999935,0.013310935396493341,-0.013310935396493341
2025-02,2026-04,14,JP01,Spare Parts,3065853.83,2939551.25,-126302.58000000007,0.04119654328073432,-0.04119654328073432
2025-02,2026-04,14,US01,Events,2180492.11,1938776.1,-241716.00999999978,0.11085387967764754,-0.11085387967764754
2025-02,2026-04,14,US01,Hardware,6255534.93,6278451.58,22916.650000000373,0.003663419716529402,0.003663419716529402
2025-02,2026-04,14,US01,Software,1101187.24,1125566.11,24378.87000000011,0.022138714575007344,0.022138714575007344
2025-02,2026-05,15,DE01,Hardware,5912513.92,5565835.86,-346678.0599999996,0.058634628973524616,-0.058634628973524616
2025-02,2026-05,15,DE01,Software,913570.8,935021.54,21450.73999999999,0.02348010685105083,0.02348010685105083
2025-02,2026-05,15,ES01,Events,2148032.72,2968898.98,820866.2599999998,0.38214793115441914,0.38214793115441914
2025-02,2026-05,15,ES01,Hardware,5504960.78,5012954.71,-492006.0700000003,0.08937503638309305,-0.08937503638309305
2025-02,2026-05,15,ES01,Spare Parts,2300787.25,2186949.17,-113838.08000000007,0.049477881972789996,-0.049477881972789996
2025-02,2026-05,15,JP01,Hardware,3957456.23,3457909.04,-499547.18999999994,0.1262293657762072,-0.1262293657762072
2025-02,2026-05,15,JP01,Software,770044.22,765262.04,-4782.179999999935,0.006210266729876805,-0.006210266729876805
2025-02,2026-05,15,JP01,Spare Parts,3126511.15,3009973.43,-116537.71999999974,0.03727404586418946,-0.03727404586418946
2025-02,2026-05,15,US01,Events,1090788.15,1981240.35,890452.2000000002,0.8163383513104724,0.8163383513104724
2025-02,2026-05,15,US01,Hardware,6666823.7299999995,6421159.08,-245664.64999999944,0.03684882936000461,-0.03684882936000461
2025-02,2026-05,15,US01,Software,1138459.93,1157445.05,18985.12000000011,0.0166761424796041,0.0166761424796041
2025-02,2026-06,16,DE01,Hardware,6068301.38,5690199.56,-378101.8200000003,0.06230768650452234,-0.06230768650452234
2025-02,2026-06,16,DE01,Software,909198.24,961141.25,51943.01000000001,0.05713056593686324,0.05713056593686324
2025-02,2026-06,16,ES01,Events,3462246.73,3032781.7,-429465.0299999998,0.12404229492910801,-0.12404229492910801
2025-02,2026-06,16,ES01,Hardware,5584177.19,5124964.77,-459212.42000000086,0.08223457178657342,-0.08223457178657342
2025-02,2026-06,16,ES01,Spare Parts,2278045.9899999998,2238497.11,-39548.87999999989,0.01736087865372722,-0.01736087865372722
2025-02,2026-06,16,JP01,Hardware,3825150.52,3535172.98,-289977.54000000004,0.07580813839451213,-0.07580813839451213
2025-02,2026-06,16,JP01,Software,758956.97,786639.53,27682.560000000056,0.03647447891545163,0.03647447891545163
2025-02,2026-06,16,JP01,Spare Parts,3171828.45,3080920.64,-90907.81000000006,0.028661010969871354,-0.028661010969871354
2025-02,2026-06,16,US01,Events,3324051.81,2023871.31,-1300180.5,0.3911432716206671,-0.3911432716206671
2025-02,2026-06,16,US01,Hardware,6423714.61,6564634.23,140919.6200000001,0.02193740359832083,0.02193740359832083
2025-02,2026-06,16,US01,Software,1141232.28,1189778.12,48545.840000000084,0.04253808874035712,0.04253808874035712
2025-02,2026-07,17,DE01,Hardware,5435429.26,5163055.97,-272373.29000000004,0.050110722993753035,-0.050110722993753035
2025-02,2026-07,17,DE01,Software,909591.98,876869.66,-32722.31999999995,0.03597472352383752,-0.03597472352383752
2025-02,2026-07,17,ES01,Events,3509642.67,2749597.42,-760045.25,0.21655915472443238,-0.21655915472443238
2025-02,2026-07,17,ES01,Hardware,5140208.56,4650184.88,-490023.6799999997,0.09533147814531474,-0.09533147814531474
2025-02,2026-07,17,ES01,Spare Parts,2110562.66,2033558.26,-77004.40000000014,0.03648524701938967,-0.03648524701938967
2025-02,2026-07,17,JP01,Hardware,3602745.79,3207672.38,-395073.41000000015,0.10965897485650802,-0.10965897485650802
2025-02,2026-07,17,JP01,Software,775392.14,717668.02,-57724.119999999995,0.07444506724042882,-0.07444506724042882
2025-02,2026-07,17,JP01,Spare Parts,2901612.42,2798856.24,-102756.1799999997,0.03541347538069874,-0.03541347538069874
2025-02,2026-07,17,US01,Events,2399958.12,1834893.47,-565064.6500000001,0.23544771272925383,-0.23544771272925383
2025-02,2026-07,17,US01,Hardware,5977025.0,5956482.47,-20542.53000000026,0.003436915522354392,-0.003436915522354392
2025-02,2026-07,17,US01,Software,1154035.76,1085459.96,-68575.80000000005,0.05942259536220961,-0.05942259536220961
2025-02,2026-08,18,DE01,Hardware,4946336.75,4578334.75,-368002.0,0.07439889732537923,-0.07439889732537923
2025-02,2026-08,18,DE01,Software,929272.27,781815.45,-147456.82000000007,0.15867988829581675,-0.15867988829581675
2025-02,2026-08,18,ES01,Events,4211729.4799999995,2436230.91,-1775498.5699999994,0.4215604488444019,-0.4215604488444019
2025-02,2026-08,18,ES01,Hardware,4352026.27,4123546.82,-228479.44999999972,0.05249955671797903,-0.05249955671797903
2025-02,2026-08,18,ES01,Spare Parts,1890677.1,1805419.28,-85257.82000000007,0.045093802638218904,-0.045093802638218904
2025-02,2026-08,18,JP01,Hardware,2879156.5,2844400.29,-34756.20999999996,0.012071664044660289,-0.012071664044660289
2025-02,2026-08,18,JP01,Software,774538.01,639871.55,-134666.45999999996,0.17386681900866294,-0.17386681900866294
2025-02,2026-08,18,JP01,Spare Parts,2599105.08,2484860.7,-114244.37999999989,0.04395527555969376,-0.04395527555969376
2025-02,2026-08,18,US01,Events,2569288.5,1625774.07,-943514.4299999999,0.36722790375623443,-0.36722790375623443
2025-02,2026-08,18,US01,Hardware,5318910.71,5281904.91,-37005.799999999814,0.0069574019978236885,-0.0069574019978236885
2025-02,2026-08,18,US01,Software,1175862.44,967794.19,-208068.25,0.17694948228808124,-0.17694948228808124
2025-03,2025-04,1,DE01,Hardware,5268519.2,5286370.45,17851.25,0.003388286029212914,0.003388286029212914
2025-03,2025-04,1,DE01,Software,766190.76,834806.6,68615.83999999997,0.08955451250808606,0.08955451250808606
2025-03,2025-04,1,ES01,Events,3028988.79,3040755.02,11766.229999999981,0.0038845406225488147,0.0038845406225488147
2025-03,2025-04,1,ES01,Hardware,4996344.79,4889442.57,-106902.21999999974,0.02139608543709005,-0.02139608543709005
2025-03,2025-04,1,ES01,Spare Parts,2037948.88,2038249.42,300.54000000003725,0.00014747180508278365,0.00014747180508278365
2025-03,2025-04,1,JP01,Hardware,3478786.8,3312330.4,-166456.3999999999,0.047848979994979834,-0.047848979994979834
2025-03,2025-04,1,JP01,Software,631341.31,678887.96,47546.64999999991,0.07531053211138664,0.07531053211138664
2025-03,2025-04,1,JP01,Spare Parts,2804442.32,2790325.45,-14116.869999999646,0.005033753020814365,-0.005033753020814365
2025-03,2025-04,1,US01,Events,3215244.46,2510336.72,-704907.7399999998,0.21923923632232922,-0.21923923632232922
2025-03,2025-04,1,US01,Hardware,6012303.86,6183583.74,171279.8799999999,0.02848822747292082,0.02848822747292082
2025-03,2025-04,1,US01,Software,947569.3,1029788.39,82219.08999999997,0.08676841894307885,0.08676841894307885
2025-03,2025-05,2,DE01,Hardware,5412417.94,5406528.22,-5889.720000000671,0.0010881864751192275,-0.0010881864751192275
2025-03,2025-05,2,DE01,Software,770623.3099999999,858450.48,87827.17000000004,0.11396900257273564,0.11396900257273564
2025-03,2025-05,2,ES01,Events,1932368.5,3107355.48,1174986.98,0.6080553372713331,0.6080553372713331
2025-03,2025-05,2,ES01,Hardware,5135799.6,5000578.28,-135221.31999999937,0.02632916595888971,-0.02632916595888971
2025-03,2025-05,2,ES01,Spare Parts,2078838.18,2087079.31,8241.130000000121,0.003964296056944712,0.003964296056944712
2025-03,2025-05,2,JP01,Hardware,3689558.87,3387618.77,-301940.1000000001,0.08183636869304109,-0.08183636869304109
2025-03,2025-05,2,JP01,Software,635087.25,698115.82,63028.56999999995,0.09924395427557386,0.09924395427557386
2025-03,2025-05,2,JP01,Spare Parts,2882545.12,2857172.66,-25372.459999999963,0.0088021033301293,-0.0088021033301293
2025-03,2025-05,2,US01,Events,2334681.69,2565319.64,230637.9500000002,0.09878774951972155,0.09878774951972155
2025-03,2025-05,2,US01,Hardware,6069048.32,6324134.92,255086.59999999963,0.042030741320576534,0.042030741320576534
2025-03,2025-05,2,US01,Software,957289.79,1058954.66,101664.86999999988,0.10620072527881017,0.10620072527881017
2025-03,2025-06,3,DE01,Hardware,5749031.21,5527332.33,-221698.8799999999,0.03856282422234404,-0.03856282422234404
2025-03,2025-06,3,DE01,Software,768304.72,882431.18,114126.46000000008,0.14854322383962457,0.14854322383962457
2025-03,2025-06,3,ES01,Events,4329535.31,3174217.41,-1155317.8999999994,0.26684570451049155,-0.26684570451049155
2025-03,2025-06,3,ES01,Hardware,5161243.41,5112311.8,-48931.610000000335,0.009480585609505352,-0.009480585609505352
2025-03,2025-06,3,ES01,Spare Parts,2153654.55,2136273.25,-17381.299999999814,0.008070607238287038,-0.008070607238287038
2025-03,2025-06,3,JP01,Hardware,3815187.25,3463312.13,-351875.1200000001,0.09223010482644073,-0.09223010482644073
2025-03,2025-06,3,JP01,Software,650292.64,717617.59,67324.94999999995,0.10353023524916406,0.10353023524916406
2025-03,2025-06,3,JP01,Spare Parts,2992253.97,2924518.24,-67735.72999999998,0.022637025693377215,-0.022637025693377215
2025-03,2025-06,3,US01,Events,1257448.3800000001,2620518.41,1363070.03,1.0839968078848692,1.0839968078848692
2025-03,2025-06,3,US01,Hardware,6244311.9399999995,6465442.15,221130.2100000009,0.03541306266003119,0.03541306266003119
2025-03,2025-06,3,US01,Software,975991.96,1088536.42,112544.45999999996,0.11531289663492716,0.11531289663492716
2025-03,2025-07,4,DE01,Hardware,5229403.99,5015276.86,-214127.1299999999,0.040946756152224505,-0.040946756152224505
2025-03,2025-07,4,DE01,Software,778189.27,805060.79,26871.52000000002,0.03453082821355275,0.03453082821355275
2025-03,2025-07,4,ES01,Events,2270364.41,2877826.65,607462.2399999998,0.26756155854293,0.26756155854293
2025-03,2025-07,4,ES01,Hardware,4803289.15,4638704.09,-164585.06000000052,0.03426507438137479,-0.03426507438137479
2025-03,2025-07,4,ES01,Spare Parts,1951425.66,1940693.2,-10732.459999999963,0.00549980469150947,-0.00549980469150947
2025-03,2025-07,4,JP01,Hardware,3464966.13,3142468.77,-322497.35999999987,0.09307374095457605,-0.09307374095457605
2025-03,2025-07,4,JP01,Software,658137.46,654697.84,-3439.6199999999953,0.005226294215193275,-0.005226294215193275
2025-03,2025-07,4,JP01,Spare Parts,2711636.59,2656772.8,-54863.79000000004,0.020232722261650866,-0.020232722261650866
2025-03,2025-07,4,US01,Events,2233678.9,2375828.99,142150.09000000032,0.06363944701272879,0.06363944701272879
2025-03,2025-07,4,US01,Hardware,5759406.37,5866479.61,107073.24000000022,0.018591020171407045,0.018591020171407045
2025-03,2025-07,4,US01,Software,963629.47,993094.99,29465.52000000002,0.0305776451606446,0.0305776451606446
2025-03,2025-08,5,DE01,Hardware,4542451.05,4447291.77,-95159.28000000026,0.020948883973114087,-0.020948883973114087
2025-03,2025-08,5,DE01,Software,795726.88,717790.79,-77936.08999999997,0.09794326666456205,-0.09794326666456205
2025-03,2025-08,5,ES01,Events,2261436.11,2549846.09,288409.98,0.12753399431655843,0.12753399431655843
2025-03,2025-08,5,ES01,Hardware,4116480.9,4113366.23,-3114.6699999999255,0.0007566341434986193,-0.0007566341434986193
2025-03,2025-08,5,ES01,Spare Parts,1745874.2,1722972.48,-22901.719999999972,0.01311762325143471,-0.01311762325143471
2025-03,2025-08,5,JP01,Hardware,2897852.15,2786581.05,-111271.1000000001,0.03839778368264927,-0.03839778368264927
2025-03,2025-08,5,JP01,Software,655213.58,583727.44,-71486.14000000001,0.1091035689461748,-0.1091035689461748
2025-03,2025-08,5,JP01,Spare Parts,2409330.4,2358717.19,-50613.20999999996,0.02100716863075316,-0.02100716863075316
2025-03,2025-08,5,US01,Events,3606317.76,2105060.17,-1501257.5899999999,0.41628544402032946,-0.41628544402032946
2025-03,2025-08,5,US01,Hardware,5222020.84,5202094.95,-19925.889999999665,0.0038157431022430898,-0.0038157431022430898
2025-03,2025-08,5,US01,Software,972218.83,885441.75,-86777.07999999996,0.08925673657236197,-0.08925673657236197
2025-03,2025-09,6,DE01,Hardware,5646605.45,5521978.42,-124627.03000000026,0.02207114187515975,-0.02207114187515975
2025-03,2025-09,6,DE01,Software,818721.84,896118.53,77396.69000000006,0.09453355977409869,0.09453355977409869
2025-03,2025-09,6,ES01,Events,3126740.13,3163455.1,36714.970000000205,0.011742251825705837,0.011742251825705837
2025-03,2025-09,6,ES01,Hardware,5308837.44,5107359.88,-201477.56000000052,0.03795135230209658,-0.03795135230209658
2025-03,2025-09,6,ES01,Spare Parts,2167621.58,2141894.95,-25726.62999999989,0.011868598392529331,-0.011868598392529331
2025-03,2025-09,6,JP01,Hardware,3908057.62,3459957.48,-448100.14000000013,0.11466057657563404,-0.11466057657563404
2025-03,2025-09,6,JP01,Software,678202.3,728748.52,50546.21999999997,0.07452970890838909,0.07452970890838909
2025-03,2025-09,6,JP01,Spare Parts,3027693.44,2932214.25,-95479.18999999994,0.03153528978151762,-0.03153528978151762
2025-03,2025-09,6,US01,Events,2193073.54,2611633.45,418559.91000000015,0.1908553919263465,0.1908553919263465
2025-03,2025-09,6,US01,Hardware,6529200.45,6459179.56,-70020.8900000006,0.0107242671650555,-0.0107242671650555
2025-03,2025-09,6,US01,Software,1011983.77,1105420.65,93436.87999999989,0.09233041355989324,0.09233041355989324
2025-03,2025-10,7,DE01,Hardware,6073779.92,5750824.98,-322954.9399999995,0.05317198585621447,-0.05317198585621447
2025-03,2025-10,7,DE01,Software,822440.91,938359.8,115918.89000000001,0.14094494642782301,0.14094494642782301
2025-03,2025-10,7,ES01,Events,3330726.18,3291893.28,-38832.90000000037,0.011658989031635248,-0.011658989031635248
2025-03,2025-10,7,ES01,Hardware,5541776.33,5319023.47,-222752.86000000034,0.040195209394169165,-0.040195209394169165
2025-03,2025-10,7,ES01,Spare Parts,2283030.22,2233337.5,-49692.720000000205,0.02176612449746732,-0.02176612449746732
2025-03,2025-10,7,JP01,Hardware,4003732.96,3603348.0,-400384.95999999996,0.10000291328120943,-0.10000291328120943
2025-03,2025-10,7,JP01,Software,689189.6,763100.3,73910.70000000007,0.10724291254540125,0.10724291254540125
2025-03,2025-10,7,JP01,Spare Parts,3138132.84,3057397.39,-80735.44999999972,0.02572722511007524,-0.02572722511007524
2025-03,2025-10,7,US01,Events,2247091.5,2717667.33,470575.8300000001,0.20941551779266668,0.20941551779266668
2025-03,2025-10,7,US01,Hardware,6479941.62,6726866.41,246924.79000000004,0.03810602077615632,0.03810602077615632
2025-03,2025-10,7,US01,Software,1038292.13,1157528.02,119235.89000000001,0.114838479995028,0.114838479995028
2025-03,2025-11,8,DE01,Hardware,6358216.76,5980940.02,-377276.7400000002,0.05933687922901204,-0.05933687922901204
2025-03,2025-11,8,DE01,Software,825915.61,981244.39,155328.78000000003,0.18806858487636532,0.18806858487636532
2025-03,2025-11,8,ES01,Events,2475874.88,3420847.15,944972.27,0.38167206171581664,0.38167206171581664
2025-03,2025-11,8,ES01,Hardware,5800706.46,5531860.28,-268846.1799999997,0.0463471444131651,-0.0463471444131651
2025-03,2025-11,8,ES01,Spare Parts,2378266.19,2325489.6,-52776.58999999985,0.022191203920701515,-0.022191203920701515
2025-03,2025-11,8,JP01,Hardware,4093016.75,3747533.33,-345483.4199999999,0.08440801518830822,-0.08440801518830822
2025-03,2025-11,8,JP01,Software,695561.03,797975.24,102414.20999999996,0.14723971813084463,0.14723971813084463
2025-03,2025-11,8,JP01,Spare Parts,3269741.41,3183551.89,-86189.52000000002,0.026359735891163336,-0.026359735891163336
2025-03,2025-11,8,US01,Events,2124756.64,2824126.96,699370.3199999998,0.32915314009796426,0.32915314009796426
2025-03,2025-11,8,US01,Hardware,6811624.12,6996037.02,184412.89999999944,0.02707326428340844,0.02707326428340844
2025-03,2025-11,8,US01,Software,1032223.21,1210428.95,178205.74,0.172642639957689,0.172642639957689
2025-03,2025-12,9,DE01,Hardware,6602168.07,6319438.05,-282730.0200000005,0.04282381438980854,-0.04282381438980854
2025-03,2025-12,9,DE01,Software,845191.07,1042448.7,197257.63,0.23338820889340445,0.23338820889340445
2025-03,2025-12,9,ES01,Events,4494838.58,3611530.69,-883307.8900000001,0.19651604262949976,-0.19651604262949976
2025-03,2025-12,9,ES01,Hardware,6011418.4,5844942.14,-166476.2600000007,0.027693341059075293,-0.027693341059075293
2025-03,2025-12,9,ES01,Spare Parts,2517358.59,2460051.28,-57307.310000000056,0.022764857667734995,-0.022764857667734995
2025-03,2025-12,9,JP01,Hardware,4240733.81,3959629.19,-281104.61999999965,0.0662867872859956,-0.0662867872859956
2025-03,2025-12,9,JP01,Software,710266.15,847748.3,137482.15000000002,0.19356427164662152,0.19356427164662152
2025-03,2025-12,9,JP01,Spare Parts,3466524.07,3367764.33,-98759.73999999976,0.02848955841809567,-0.02848955841809567
2025-03,2025-12,9,US01,Events,1956805.54,2981548.35,1024742.81,0.5236814742460306,0.5236814742460306
2025-03,2025-12,9,US01,Hardware,7037484.35,7391985.61,354501.2600000007,0.05037329283723391,0.05037329283723391
2025-03,2025-12,9,US01,Software,1055368.51,1285928.47,230559.95999999996,0.21846393730280997,0.21846393730280997
2025-03,2026-01,10,DE01,Hardware,4919144.05,4726331.23,-192812.81999999937,0.03919641670180392,-0.03919641670180392
2025-03,2026-01,10,DE01,Software,839883.1900000001,783914.83,-55968.3600000001,0.06663826668563291,-0.06663826668563291
2025-03,2026-01,10,ES01,Events,2558715.83,2698892.77,140176.93999999994,0.05478409847489783,0.05478409847489783
2025-03,2026-01,10,ES01,Hardware,4557598.24,4371453.98,-186144.25999999978,0.040842621529536084,-0.040842621529536084
2025-03,2026-01,10,ES01,Spare Parts,1869745.83,1842088.96,-27656.87000000011,0.014791780549124214,-0.014791780549124214
2025-03,2026-01,10,JP01,Hardware,3135825.74,2961421.41,-174404.33000000007,0.05561671612530359,-0.05561671612530359
2025-03,2026-01,10,JP01,Software,683664.5,637501.36,-46163.140000000014,0.0675230906387563,-0.0675230906387563
2025-03,2026-01,10,JP01,Spare Parts,2570718.48,2521785.44,-48933.04000000004,0.019034771944378772,-0.019034771944378772
2025-03,2026-01,10,US01,Events,1892191.6400000001,2228107.68,335916.04000000004,0.17752749399104206,0.17752749399104206
2025-03,2026-01,10,US01,Hardware,5478611.85,5528493.55,49881.700000000186,0.009104806357106717,0.009104806357106717
2025-03,2026-01,10,US01,Software,1020790.38,967010.07,-53780.310000000056,0.05268496946454379,-0.05268496946454379
2025-03,2026-02,11,DE01,Hardware,5158766.18,4955350.05,-203416.1299999999,0.039431159099364316,-0.039431159099364316
2025-03,2026-02,11,DE01,Software,842651.62,826394.77,-16256.849999999977,0.019292492430026988,-0.019292492430026988
2025-03,2026-02,11,ES01,Events,4436802.3100000005,2827381.69,-1609420.6200000006,0.3627433695597766,-0.3627433695597766
2025-03,2026-02,11,ES01,Hardware,4853997.84,4583276.89,-270720.9500000002,0.05577277924787873,-0.05577277924787873
2025-03,2026-02,11,ES01,Spare Parts,1959807.69,1933666.31,-26141.37999999989,0.013338747538030065,-0.013338747538030065
2025-03,2026-02,11,JP01,Hardware,3512116.95,3104919.86,-407197.0900000003,0.11594064087188222,-0.11594064087188222
2025-03,2026-02,11,JP01,Software,700353.39,672047.22,-28306.170000000042,0.040416981489873334,-0.040416981489873334
2025-03,2026-02,11,JP01,Spare Parts,2714784.47,2647153.12,-67631.3500000001,0.024912235482178108,-0.024912235482178108
2025-03,2026-02,11,US01,Events,1576945.17,2334183.46,757238.29,0.48019316359617,0.48019316359617
2025-03,2026-02,11,US01,Hardware,5887845.0,5796381.9,-91463.09999999963,0.015534223472255066,-0.015534223472255066
2025-03,2026-02,11,US01,Software,1064187.3,1019411.85,-44775.45000000007,0.04207478326418673,-0.04207478326418673
2025-03,2026-03,12,DE01,Hardware,5636222.83,5347696.3,-288526.53000000026,0.051191469660187346,-0.051191469660187346
2025-03,2026-03,12,DE01,Software,882834.62,896702.64,13868.020000000019,0.015708514013643936,0.015708514013643936
2025-03,2026-03,12,ES01,Events,2670936.42,3048775.62,377839.2000000002,0.1414631951441211,0.1414631951441211
2025-03,2026-03,12,ES01,Hardware,5311627.22,4946163.76,-365463.45999999996,0.06880442562382982,-0.06880442562382982
2025-03,2026-03,12,ES01,Spare Parts,2164436.42,2089270.5,-75165.91999999993,0.03472770985807009,-0.03472770985807009
2025-03,2026-03,12,JP01,Hardware,3735010.25,3350755.91,-384254.33999999985,0.10287905903337209,-0.10287905903337209
2025-03,2026-03,12,JP01,Software,733084.96,729223.54,-3861.4199999999255,0.00526735673311307,-0.00526735673311307
2025-03,2026-03,12,JP01,Spare Parts,3003865.69,2860172.36,-143693.33000000007,0.047836136774810356,-0.047836136774810356
2025-03,2026-03,12,US01,Events,2683440.66,2516958.24,-166482.41999999993,0.06204065641608036,-0.06204065641608036
2025-03,2026-03,12,US01,Hardware,6340771.62,6255317.93,-85453.69000000041,0.013476859776886336,-0.013476859776886336
2025-03,2026-03,12,US01,Software,1091314.18,1106141.2,14827.020000000019,0.013586389943178434,0.013586389943178434
2025-03,2026-04,13,DE01,Hardware,5807032.49,5471393.42,-335639.0700000003,0.057798724318830236,-0.057798724318830236
2025-03,2026-04,13,DE01,Software,879961.37,922461.3,42499.93000000005,0.04829749515027012,0.04829749515027012
2025-03,2026-04,13,ES01,Events,3020736.09,3116773.9,96037.81000000006,0.03179285019897255,0.03179285019897255
2025-03,2026-04,13,ES01,Hardware,5440833.93,5060573.06,-380260.8700000001,0.0698901813384332,-0.0698901813384332
2025-03,2026-04,13,ES01,Spare Parts,2238740.42,2140161.89,-98578.5299999998,0.04403303264609829,-0.04403303264609829
2025-03,2026-04,13,JP01,Hardware,3932795.17,3428261.97,-504533.1999999997,0.1282887051552191,-0.1282887051552191
2025-03,2026-04,13,JP01,Software,754224.23,750171.2,-4053.030000000028,0.005373773261036745,-0.005373773261036745
2025-03,2026-04,13,JP01,Spare Parts,3065853.83,2929841.72,-136012.10999999987,0.04436353379573868,-0.04436353379573868
2025-03,2026-04,13,US01,Events,2180492.11,2573095.14,392603.03000000026,0.18005248824312428,0.18005248824312428
2025-03,2026-04,13,US01,Hardware,6255534.93,6400009.17,144474.24000000022,0.02309542534997886,0.02309542534997886
2025-03,2026-04,13,US01,Software,1101187.24,1137916.17,36728.929999999935,0.033353937156046176,0.033353937156046176
2025-03,2026-05,14,DE01,Hardware,5912513.92,5595756.7,-316757.21999999974,0.05357403369969567,-0.05357403369969567
2025-03,2026-05,14,DE01,Software,913570.8,948587.78,35016.97999999998,0.03832979337780934,0.03832979337780934
2025-03,2026-05,14,ES01,Events,2148032.72,3185039.36,1037006.6399999997,0.48277041143023164,0.48277041143023164
2025-03,2026-05,14,ES01,Hardware,5504960.78,5175598.52,-329362.2600000007,0.05983008293112684,-0.05983008293112684
2025-03,2026-05,14,ES01,Spare Parts,2300787.25,2191433.28,-109353.9700000002,0.04752893601961685,-0.04752893601961685
2025-03,2026-05,14,JP01,Hardware,3957456.23,3506185.43,-451270.7999999998,0.11403052207604576,-0.11403052207604576
2025-03,2026-05,14,JP01,Software,770044.22,771417.98,1373.7600000000093,0.0017840014434495845,0.0017840014434495845
2025-03,2026-05,14,JP01,Spare Parts,3126511.15,3000031.29,-126479.85999999987,0.04045399294354024,-0.04045399294354024
2025-03,2026-05,14,US01,Events,1090788.15,2629452.63,1538664.48,1.4105988225119608,1.4105988225119608
