entity,division,account,month,opening_balance,debits,credits,closing_balance
ES01,Spare Parts,1200_INVENTORY,2026-07,3463201.509999998,895158.98,1089590.12,3268770.3699999982
ES01,Spare Parts,1200_INVENTORY,2026-08,3268770.3699999982,634488.88,975814.79,2927444.459999998
ES01,Spare Parts,2100_AP,2023-09,0.0,0.0,193893.93,-193893.93
ES01,Spare Parts,2100_AP,2023-10,-193893.93,60923.24,199456.03,-332426.72
ES01,Spare Parts,2100_AP,2023-11,-332426.72,191419.83,211510.33,-352517.22
ES01,Spare Parts,2100_AP,2023-12,-352517.22,204810.53,221560.03,-369266.72
ES01,Spare Parts,2100_AP,2024-01,-369266.72,259100.08,165249.96,-275416.6
ES01,Spare Parts,2100_AP,2024-02,-275416.6,157646.32,176655.42,-294425.69999999995
ES01,Spare Parts,2100_AP,2024-03,-294425.69999999995,168191.28,189351.63,-315586.04999999993
ES01,Spare Parts,2100_AP,2024-04,-315586.04999999993,186252.87,193999.77,-323332.94999999995
ES01,Spare Parts,2100_AP,2024-05,-323332.94999999995,192132.73,196800.33,-328000.54999999993
ES01,Spare Parts,2100_AP,2024-06,-328000.54999999993,190789.55,205816.5,-343027.49999999994
ES01,Spare Parts,2100_AP,2024-07,-343027.49999999994,218935.64,186137.79,-310229.6499999999
ES01,Spare Parts,2100_AP,2024-08,-310229.6499999999,200450.27,164669.07,-274448.44999999995
ES01,Spare Parts,2100_AP,2024-09,-274448.44999999995,139922.48,201788.96,-336314.92999999993
ES01,Spare Parts,2100_AP,2024-10,-336314.92999999993,194879.69,212152.86,-353588.0999999999
ES01,Spare Parts,2100_AP,2024-11,-353588.0999999999,206105.51,221223.88999999998,-368706.47999999986
ES01,Spare Parts,2100_AP,2024-12,-368706.47999999986,212144.31,234843.26,-391405.4299999999
ES01,Spare Parts,2100_AP,2025-01,-391405.4299999999,271952.81,179178.94,-298631.5599999999
ES01,Spare Parts,2100_AP,2025-02,-298631.5599999999,172018.65,189919.38,-316532.2899999999
ES01,Spare Parts,2100_AP,2025-03,-316532.2899999999,178751.48,206671.23,-344452.0399999999
ES01,Spare Parts,2100_AP,2025-04,-344452.0399999999,206257.6,207291.68,-345486.1199999999
ES01,Spare Parts,2100_AP,2025-05,-345486.1199999999,204835.21,210976.38,-351627.2899999999
ES01,Spare Parts,2100_AP,2025-06,-351627.2899999999,206445.18,217773.18,-362955.2899999999
ES01,Spare Parts,2100_AP,2025-07,-362955.2899999999,231371.88,197375.13,-328958.5399999999
ES01,Spare Parts,2100_AP,2025-08,-328958.5399999999,211552.04,176109.76,-293516.2599999999
ES01,Spare Parts,2100_AP,2025-09,-293516.2599999999,147318.19,219297.12,-365495.1899999999
ES01,Spare Parts,2100_AP,2025-10,-365495.1899999999,211715.45,230669.63,-384449.3699999999
ES01,Spare Parts,2100_AP,2025-11,-384449.3699999999,225209.08,238860.46,-398100.7499999999
ES01,Spare Parts,2100_AP,2025-12,-398100.7499999999,229866.53,252351.35,-420585.5699999999
ES01,Spare Parts,2100_AP,2026-01,-420585.5699999999,296482.26,186154.99,-310258.2999999999
ES01,Spare Parts,2100_AP,2026-02,-310258.2999999999,179492.16,196149.23,-326915.3699999999
ES01,Spare Parts,2100_AP,2026-03,-326915.3699999999,181145.11,218655.41,-364425.6699999999
ES01,Spare Parts,2100_AP,2026-04,-364425.6699999999,211750.82,229012.3,-381687.1499999999
ES01,Spare Parts,2100_AP,2026-05,-381687.1499999999,224078.39,236413.17,-394021.92999999993
ES01,Spare Parts,2100_AP,2026-06,-394021.92999999993,236410.9,236416.58,-394027.6099999999
ES01,Spare Parts,2100_AP,2026-07,-394027.6099999999,244657.47,224055.24,-373425.3799999999
ES01,Spare Parts,2100_AP,2026-08,-373425.3799999999,240041.2,200076.3,-333460.47999999986
JP01,Hardware,1100_AR,2023-09,0.0,3066278.65,0.0,3066278.65
JP01,Hardware,1100_AR,2023-10,3066278.65,3117271.08,468552.75,5714996.98
JP01,Hardware,1100_AR,2023-11,5714996.98,3345331.27,2927220.92,6133107.33
JP01,Hardware,1100_AR,2023-12,6133107.33,3444064.3200000003,3263053.73,6314117.92
JP01,Hardware,1100_AR,2024-01,6314117.92,1948893.27,4690040.2,3572970.9899999993
JP01,Hardware,1100_AR,2024-02,3572970.9899999993,2255054.69,1693758.75,4134266.9299999997
JP01,Hardware,1100_AR,2024-03,4134266.9299999997,2585908.82,1979342.92,4740832.83
JP01,Hardware,1100_AR,2024-04,4740832.83,2906951.39,2318373.34,5329410.880000001
JP01,Hardware,1100_AR,2024-05,5329410.880000001,2893252.94,2918366.77,5304297.050000001
JP01,Hardware,1100_AR,2024-06,5304297.050000001,3111995.37,2710967.58,5705324.840000002
JP01,Hardware,1100_AR,2024-07,5705324.840000002,2571223.33,3562638.74,4713909.430000002
JP01,Hardware,1100_AR,2024-08,4713909.430000002,1910235.4,3122046.6,3502098.230000002
JP01,Hardware,1100_AR,2024-09,3502098.230000002,2925456.22,1064218.05,5363336.400000002
JP01,Hardware,1100_AR,2024-10,5363336.400000002,3250849.66,2654295.02,5959891.040000003
JP01,Hardware,1100_AR,2024-11,5959891.040000003,3424704.44,3105970.68,6278624.800000003
JP01,Hardware,1100_AR,2024-12,6278624.800000003,3455882.9,3398722.39,6335785.310000002
JP01,Hardware,1100_AR,2025-01,6335785.310000002,2529241.82,4228083.8,4636943.330000003
JP01,Hardware,1100_AR,2025-02,4636943.330000003,2574443.23,2491573.98,4719812.580000002
JP01,Hardware,1100_AR,2025-03,4719812.580000002,3108710.5,2129220.51,5699302.570000002
JP01,Hardware,1100_AR,2025-04,5699302.570000002,3050054.32,3157590.65,5591766.240000002
JP01,Hardware,1100_AR,2025-05,5591766.240000002,3318610.9,2826257.17,6084119.9700000025
JP01,Hardware,1100_AR,2025-06,6084119.9700000025,3359257.3,3284738.9,6158638.370000003
JP01,Hardware,1100_AR,2025-07,6158638.370000003,3084214.57,3588459.58,5654393.360000003
JP01,Hardware,1100_AR,2025-08,5654393.360000003,2127235.73,3881696.94,3899932.1500000036
JP01,Hardware,1100_AR,2025-09,3899932.1500000036,3500635.02,982736.32,6417830.850000003
JP01,Hardware,1100_AR,2025-10,6417830.850000003,3499552.05,3501537.5,6415845.400000002
JP01,Hardware,1100_AR,2025-11,6415845.400000002,3681550.73,3347886.48,6749509.650000002
JP01,Hardware,1100_AR,2025-12,6749509.650000002,3875729.63,3519734.98,7105504.300000001
JP01,Hardware,1100_AR,2026-01,7105504.300000001,2346148.18,5150380.84,4301271.640000001
JP01,Hardware,1100_AR,2026-02,4301271.640000001,2859741.32,1918153.9,5242859.0600000005
JP01,Hardware,1100_AR,2026-03,5242859.0600000005,3417590.4899999998,2394867.01,6265582.540000001
JP01,Hardware,1100_AR,2026-04,6265582.540000001,3459890.55,3382340.44,6343132.65
JP01,Hardware,1100_AR,2026-05,6343132.65,3691906.61,3266543.83,6768495.43
JP01,Hardware,1100_AR,2026-06,6768495.43,3747250.82,3645786.43,6869959.82
JP01,Hardware,1100_AR,2026-07,6869959.82,3472119.33,3976527.06,6365552.09
JP01,Hardware,1100_AR,2026-08,6365552.09,3012164.69,3855414.86,5522301.92
JP01,Hardware,1200_INVENTORY,2023-09,0.0,7456078.5,2130308.1,5325770.4
JP01,Hardware,1200_INVENTORY,2023-10,5325770.4,2220173.64,2155984.0,5389960.040000001
JP01,Hardware,1200_INVENTORY,2023-11,5389960.040000001,2579100.19,2276874.48,5692185.75
JP01,Hardware,1200_INVENTORY,2023-12,5692185.75,2428882.09,2320305.14,5800762.699999999
JP01,Hardware,1200_INVENTORY,2024-01,5800762.699999999,0.0,1276320.54,4524442.159999999
JP01,Hardware,1200_INVENTORY,2024-02,4524442.159999999,682457.3,1487685.47,3719213.9899999993
JP01,Hardware,1200_INVENTORY,2024-03,3719213.9899999993,2303271.84,1720710.15,4301775.68
JP01,Hardware,1200_INVENTORY,2024-04,4301775.68,2592914.12,1969911.29,4924778.51
JP01,Hardware,1200_INVENTORY,2024-05,4924778.51,1805880.32,1923045.27,4807613.5600000005
JP01,Hardware,1200_INVENTORY,2024-06,4807613.5600000005,2516748.57,2092675.01,5231687.120000001
JP01,Hardware,1200_INVENTORY,2024-07,5231687.120000001,748393.5800000001,1708594.55,4271486.150000001
JP01,Hardware,1200_INVENTORY,2024-08,4271486.150000001,88405.28,1245683.29,3114208.1400000015
JP01,Hardware,1200_INVENTORY,2024-09,3114208.1400000015,3685021.2199999997,1942637.07,4856592.290000001
JP01,Hardware,1200_INVENTORY,2024-10,4856592.290000001,2662739.2199999997,2148380.55,5370950.960000001
JP01,Hardware,1200_INVENTORY,2024-11,5370950.960000001,2547255.6,2262344.63,5655861.930000001
JP01,Hardware,1200_INVENTORY,2024-12,5655861.930000001,2329640.32,2281572.08,5703930.17
JP01,Hardware,1200_INVENTORY,2025-01,5703930.17,118831.48,1663646.1099999999,4159115.5400000005
JP01,Hardware,1200_INVENTORY,2025-02,4159115.5400000005,1707927.24,1676297.91,4190744.87
JP01,Hardware,1200_INVENTORY,2025-03,4190744.87,2952865.46,2041031.5,5102578.83
JP01,Hardware,1200_INVENTORY,2025-04,5102578.83,1768614.21,1963197.96,4907995.08
JP01,Hardware,1200_INVENTORY,2025-05,4907995.08,2604738.09,2146495.1,5366238.07
JP01,Hardware,1200_INVENTORY,2025-06,5366238.07,2320285.73,2196149.67,5490374.130000001
JP01,Hardware,1200_INVENTORY,2025-07,5490374.130000001,1539241.4,2008461.62,5021153.910000001
JP01,Hardware,1200_INVENTORY,2025-08,5021153.910000001,0.0,1335008.41,3686145.500000001
JP01,Hardware,1200_INVENTORY,2025-09,3686145.500000001,4223629.86,2259935.66,5649839.700000001
JP01,Hardware,1200_INVENTORY,2025-10,5649839.700000001,2179458.58,2236942.46,5592355.820000001
JP01,Hardware,1200_INVENTORY,2025-11,5592355.820000001,2668092.62,2360128.05,5900320.3900000015
JP01,Hardware,1200_INVENTORY,2025-12,5900320.3900000015,2786176.5300000003,2481856.16,6204640.760000002
JP01,Hardware,1200_INVENTORY,2026-01,6204640.760000002,0.0,1491794.7,4712846.060000001
JP01,Hardware,1200_INVENTORY,2026-02,4712846.060000001,1699268.2799999998,1832032.54,4580081.800000002
JP01,Hardware,1200_INVENTORY,2026-03,4580081.800000002,3582085.0,2332047.57,5830119.230000002
JP01,Hardware,1200_INVENTORY,2026-04,5830119.230000002,2572572.75,2400769.14,6001922.840000002
JP01,Hardware,1200_INVENTORY,2026-05,6001922.840000002,2758785.7,2503059.62,6257648.920000003
JP01,Hardware,1200_INVENTORY,2026-06,6257648.920000003,2402680.86,2474380.02,6185949.7600000035
JP01,Hardware,1200_INVENTORY,2026-07,6185949.7600000035,1708975.18,2255692.89,5639232.050000003
JP01,Hardware,1200_INVENTORY,2026-08,5639232.050000003,1264023.26,1972358.71,4930896.600000002
JP01,Hardware,2100_AP,2023-09,0.0,0.0,268059.83,-268059.83
JP01,Hardware,2100_AP,2023-10,-268059.83,0.0,272322.7,-540382.53
JP01,Hardware,2100_AP,2023-11,-540382.53,248126.26,292256.27,-584512.54
JP01,Hardware,2100_AP,2023-12,-584512.54,283975.1,300537.44,-601074.8800000001
JP01,Hardware,2100_AP,2024-01,-601074.8800000001,429231.71,171843.17,-343686.3400000001
JP01,Hardware,2100_AP,2024-02,-343686.3400000001,145347.66,198338.68,-396677.3600000001
JP01,Hardware,2100_AP,2024-03,-396677.3600000001,169821.25,226856.11,-453712.2200000001
JP01,Hardware,2100_AP,2024-04,-453712.2200000001,199411.95,254300.27,-508600.54000000004
JP01,Hardware,2100_AP,2024-05,-508600.54000000004,255201.82,253398.72,-506797.44000000006
JP01,Hardware,2100_AP,2024-06,-506797.44000000006,234700.41,272097.03,-544194.06
JP01,Hardware,2100_AP,2024-07,-544194.06,318835.6,225358.46,-450716.92000000004
JP01,Hardware,2100_AP,2024-08,-450716.92000000004,282343.96,168372.96,-336745.92000000004
JP01,Hardware,2100_AP,2024-09,-336745.92000000004,81038.23,255707.69,-511415.38000000006
JP01,Hardware,2100_AP,2024-10,-511415.38000000006,227150.9,284264.48,-568528.9600000001
JP01,Hardware,2100_AP,2024-11,-568528.9600000001,269598.33,298930.63,-597861.26
JP01,Hardware,2100_AP,2024-12,-597861.26,295990.64,301870.62,-603741.24
JP01,Hardware,2100_AP,2025-01,-603741.24,381952.66,221788.58,-443577.16000000003
JP01,Hardware,2100_AP,2025-02,-443577.16000000003,217589.86,225987.3,-451974.60000000003
JP01,Hardware,2100_AP,2025-03,-451974.60000000003,180431.48,271543.12,-543086.24
JP01,Hardware,2100_AP,2025-04,-543086.24,276054.63,267031.61,-534063.22
JP01,Hardware,2100_AP,2025-05,-534063.22,244363.93,289699.29,-579398.58
JP01,Hardware,2100_AP,2025-06,-579398.58,286013.41,293385.17,-586770.34
JP01,Hardware,2100_AP,2025-07,-586770.34,317303.93,269466.41000000003,-538932.8200000001
JP01,Hardware,2100_AP,2025-08,-538932.8200000001,351725.95,187206.87,-374413.74000000005
JP01,Hardware,2100_AP,2025-09,-374413.74000000005,68742.32,305671.42,-611342.8400000001
JP01,Hardware,2100_AP,2025-10,-611342.8400000001,305685.5,305657.34,-611314.6800000002
JP01,Hardware,2100_AP,2025-11,-611314.6800000002,289995.68,321319.0,-642638.0000000002
JP01,Hardware,2100_AP,2025-12,-642638.0000000002,304592.75,338045.25,-676090.5000000002
JP01,Hardware,2100_AP,2026-01,-676090.5000000002,469645.5,206445.0,-412890.00000000023
JP01,Hardware,2100_AP,2026-02,-412890.00000000023,162181.16,250708.84,-501417.6800000002
JP01,Hardware,2100_AP,2026-03,-501417.6800000002,202783.43,298634.25,-597268.5000000002
JP01,Hardware,2100_AP,2026-04,-597268.5000000002,294808.49,302460.01,-604920.0200000003
JP01,Hardware,2100_AP,2026-05,-604920.0200000003,282206.1,322713.92,-645427.8400000003
JP01,Hardware,2100_AP,2026-06,-645427.8400000003,318412.76,327015.08,-654030.1600000004
JP01,Hardware,2100_AP,2026-07,-654030.1600000004,350244.2,303785.96,-607571.9200000004
JP01,Hardware,2100_AP,2026-08,-607571.9200000004,343651.86,263920.06,-527840.1200000003
JP01,Software,1100_AR,2023-09,0.0,514024.04,0.0,514024.04
JP01,Software,1100_AR,2023-10,514024.04,530064.45,592503.1599999999,451585.3300000001
JP01,Software,1100_AR,2023-11,451585.3300000001,521733.52,546984.29,426334.56000000006
JP01,Software,1100_AR,2023-12,426334.56000000006,535156.85,507938.6,453552.81000000006
JP01,Software,1100_AR,2024-01,453552.81000000006,524341.12,549726.63,428167.30000000005
JP01,Software,1100_AR,2024-02,428167.30000000005,532852.78,514715.2,446304.88000000006
JP01,Software,1100_AR,2024-03,446304.88000000006,551253.9,528305.5,469253.28
JP01,Software,1100_AR,2024-04,469253.28,530663.66,560289.83,439627.1100000001
JP01,Software,1100_AR,2024-05,439627.1100000001,527950.87,538042.91,429535.07000000007
JP01,Software,1100_AR,2024-06,429535.07000000007,562793.99,507483.39999999997,484845.6600000001
JP01,Software,1100_AR,2024-07,484845.6600000001,568421.79,577676.4,475591.05000000016
JP01,Software,1100_AR,2024-08,475591.05000000016,561827.95,579954.91,457464.0900000001
JP01,Software,1100_AR,2024-09,457464.0900000001,577455.07,546514.59,488404.57000000007
JP01,Software,1100_AR,2024-10,488404.57000000007,571204.13,586451.45,473157.25000000023
JP01,Software,1100_AR,2024-11,473157.25000000023,580445.97,570516.52,483086.7000000002
JP01,Software,1100_AR,2024-12,483086.7000000002,611873.75,573832.6699999999,521127.78000000026
JP01,Software,1100_AR,2025-01,521127.78000000026,599292.76,633318.1,487102.4400000003
JP01,Software,1100_AR,2025-02,487102.4400000003,611390.77,586381.39,512111.8200000004
JP01,Software,1100_AR,2025-03,512111.8200000004,606140.1,619640.26,498611.6600000004
JP01,Software,1100_AR,2025-04,498611.6600000004,629587.83,595724.1799999999,532475.3100000003
JP01,Software,1100_AR,2025-05,532475.3100000003,635087.25,638664.12,528898.4400000003
JP01,Software,1100_AR,2025-06,528898.4400000003,629737.69,643668.63,514967.50000000035
JP01,Software,1100_AR,2025-07,514967.50000000035,656773.31,611806.1,559934.7100000005
JP01,Software,1100_AR,2025-08,559934.7100000005,663657.27,672164.37,551427.6100000005
JP01,Software,1100_AR,2025-09,551427.6100000005,668404.54,662263.69,557568.4600000004
JP01,Software,1100_AR,2025-10,557568.4600000004,681125.64,668113.36,570580.7400000006
JP01,Software,1100_AR,2025-11,570580.7400000006,677694.34,689815.6000000001,558459.4800000004
JP01,Software,1100_AR,2025-12,558459.4800000004,692238.5,668974.94,581723.0400000005
JP01,Software,1100_AR,2026-01,581723.0400000005,687699.35,705630.36,563792.0300000006
JP01,Software,1100_AR,2026-02,563792.0300000006,708889.3099999999,671656.55,601024.7900000005
JP01,Software,1100_AR,2026-03,601024.7900000005,721516.55,719545.27,602996.0700000005
JP01,Software,1100_AR,2026-04,602996.0700000005,750753.35,716290.23,637459.1900000004
JP01,Software,1100_AR,2026-05,637459.1900000004,757631.98,763158.63,631932.5400000004
JP01,Software,1100_AR,2026-06,631932.5400000004,756576.3099999999,766325.4,622183.4500000003
JP01,Software,1100_AR,2026-07,622183.4500000003,785523.83,745945.12,661762.1600000003
JP01,Software,1100_AR,2026-08,661762.1600000003,781774.42,801212.25,642324.3300000003
JP01,Software,2100_AP,2023-09,0.0,0.0,170502.15,-170502.15
JP01,Software,2100_AP,2023-10,-170502.15,170502.15,174546.09,-174546.09
JP01,Software,2100_AP,2023-11,-174546.09,174546.09,167088.31,-167088.31
JP01,Software,2100_AP,2023-12,-167088.31,167088.31,168696.1,-168696.1
JP01,Software,2100_AP,2024-01,-168696.1,168696.1,167183.46,-167183.46
JP01,Software,2100_AP,2024-02,-167183.46,167183.46,170428.52,-170428.52
JP01,Software,2100_AP,2024-03,-170428.52,170428.52,176839.6,-176839.6
JP01,Software,2100_AP,2024-04,-176839.6,176839.6,168983.9,-168983.9
JP01,Software,2100_AP,2024-05,-168983.9,168983.9,164451.61,-164451.61
JP01,Software,2100_AP,2024-06,-164451.61,164451.61,176922.88,-176922.88
JP01,Software,2100_AP,2024-07,-176922.88,176922.88,179668.61,-179668.61
JP01,Software,2100_AP,2024-08,-179668.61,179668.61,177068.38,-177068.38
JP01,Software,2100_AP,2024-09,-177068.38,177068.38,177268.45,-177268.45
JP01,Software,2100_AP,2024-10,-177268.45,177268.45,173991.18,-173991.18
JP01,Software,2100_AP,2024-11,-173991.18,173991.18,176053.21,-176053.21
JP01,Software,2100_AP,2024-12,-176053.21,176053.21,186125.05,-186125.05
JP01,Software,2100_AP,2025-01,-186125.05,186125.05,186769.34,-186769.34
JP01,Software,2100_AP,2025-02,-186769.34,186769.34,188984.18,-188984.18
JP01,Software,2100_AP,2025-03,-188984.18,188984.18,184151.27,-184151.27
JP01,Software,2100_AP,2025-04,-184151.27,184151.27,187981.98,-187981.98
JP01,Software,2100_AP,2025-05,-187981.98,187981.98,187428.95,-187428.95
JP01,Software,2100_AP,2025-06,-187428.95,187428.95,189546.12,-189546.12
JP01,Software,2100_AP,2025-07,-189546.12,189546.12,197694.55,-197694.55
JP01,Software,2100_AP,2025-08,-197694.55,197694.55,199049.38,-199049.38
JP01,Software,2100_AP,2025-09,-199049.38,199049.38,198382.25,-198382.25
JP01,Software,2100_AP,2025-10,-198382.25,198382.25,200026.58,-200026.58
JP01,Software,2100_AP,2025-11,-200026.58,200026.58,198591.0,-198591.0
JP01,Software,2100_AP,2025-12,-198591.0,198591.0,201610.88,-201610.88
JP01,Software,2100_AP,2026-01,-201610.88,201610.88,207683.0,-207683.0
JP01,Software,2100_AP,2026-02,-207683.0,207683.0,213359.92,-213359.92
JP01,Software,2100_AP,2026-03,-213359.92,213359.92,237971.3,-237971.3
JP01,Software,2100_AP,2026-04,-237971.3,237971.3,256429.42,-256429.42
JP01,Software,2100_AP,2026-05,-256429.42,256429.42,250822.8,-250822.8
JP01,Software,2100_AP,2026-06,-250822.8,250822.8,236600.39,-236600.39
JP01,Software,2100_AP,2026-07,-236600.39,236600.39,246455.95,-246455.95
JP01,Software,2100_AP,2026-08,-246455.95,246455.95,251267.24,-251267.24
JP01,Spare Parts,1100_AR,2023-09,0.0,2500466.11,0.0,2500466.11
JP01,Spare Parts,1100_AR,2023-10,2500466.11,2622171.8,752351.58,4370286.33
JP01,Spare Parts,1100_AR,2023-11,4370286.33,2739471.05,2543972.3,4565785.08
JP01,Spare Parts,1100_AR,2023-12,4565785.08,2924451.34,2616150.86,4874085.5600000005
JP01,Spare Parts,1100_AR,2024-01,4874085.5600000005,2152080.62,3439365.15,3586801.0300000007
JP01,Spare Parts,1100_AR,2024-02,3586801.0300000007,2297265.32,2055290.82,3828775.5300000003
JP01,Spare Parts,1100_AR,2024-03,3828775.5300000003,2467375.22,2183858.72,4112292.03
JP01,Spare Parts,1100_AR,2024-04,4112292.03,2536844.68,2421062.25,4228074.46
JP01,Spare Parts,1100_AR,2024-05,4228074.46,2571729.16,2513588.36,4286215.26
JP01,Spare Parts,1100_AR,2024-06,4286215.26,2668290.0,2507355.27,4447149.99
JP01,Spare Parts,1100_AR,2024-07,4447149.99,2415592.36,2836755.09,4025987.26
JP01,Spare Parts,1100_AR,2024-08,4025987.26,2125170.5,2609206.93,3541950.8299999996
JP01,Spare Parts,1100_AR,2024-09,3541950.8299999996,2648975.18,1775967.38,4414958.63
JP01,Spare Parts,1100_AR,2024-10,4414958.63,2785397.43,2558027.01,4642329.050000001
JP01,Spare Parts,1100_AR,2024-11,4642329.050000001,2920682.92,2695207.1,4867804.870000001
JP01,Spare Parts,1100_AR,2024-12,4867804.870000001,3097530.36,2802784.63,5162550.600000001
JP01,Spare Parts,1100_AR,2025-01,5162550.600000001,2337612.34,3604142.37,3896020.5700000003
JP01,Spare Parts,1100_AR,2025-02,3896020.5700000003,2447496.92,2264355.95,4079161.54
JP01,Spare Parts,1100_AR,2025-03,4079161.54,2695257.17,2282323.42,4492095.29
JP01,Spare Parts,1100_AR,2025-04,4492095.29,2697282.8,2693906.75,4495471.34
JP01,Spare Parts,1100_AR,2025-05,4495471.34,2763258.96,2653298.69,4605431.609999999
JP01,Spare Parts,1100_AR,2025-06,4605431.609999999,2846393.21,2707836.13,4743988.6899999995
JP01,Spare Parts,1100_AR,2025-07,4743988.6899999995,2580121.75,3023907.52,4300202.92
JP01,Spare Parts,1100_AR,2025-08,4300202.92,2298540.88,2767842.33,3830901.4699999997
JP01,Spare Parts,1100_AR,2025-09,3830901.4699999997,2864388.47,1921309.15,4773980.789999999
JP01,Spare Parts,1100_AR,2025-10,4773980.789999999,2966544.69,2796284.32,4944241.159999998
JP01,Spare Parts,1100_AR,2025-11,4944241.159999998,3111219.1,2870095.08,5185365.179999998
JP01,Spare Parts,1100_AR,2025-12,5185365.179999998,3273833.24,3002809.67,5456388.749999998
JP01,Spare Parts,1100_AR,2026-01,5456388.749999998,2395597.57,3859323.69,3992662.6299999985
JP01,Spare Parts,1100_AR,2026-02,3992662.6299999985,2551293.95,2291799.98,4252156.599999998
JP01,Spare Parts,1100_AR,2026-03,4252156.599999998,2853564.12,2349780.5,4755940.219999998
JP01,Spare Parts,1100_AR,2026-04,4755940.219999998,2929369.5100000002,2803027.19,4882282.539999999
JP01,Spare Parts,1100_AR,2026-05,4882282.539999999,3006168.34,2878170.29,5010280.589999999
JP01,Spare Parts,1100_AR,2026-06,5010280.589999999,3062189.55,2968820.87,5103649.269999999
JP01,Spare Parts,1100_AR,2026-07,5103649.269999999,2901489.16,3169323.14,4835815.289999999
JP01,Spare Parts,1100_AR,2026-08,4835815.289999999,2611766.22,3094637.79,4352943.72
JP01,Spare Parts,1200_INVENTORY,2023-09,0.0,5547063.6,1386765.85,4160297.7499999995
JP01,Spare Parts,1200_INVENTORY,2023-10,4160297.7499999995,1642163.8699999999,1450615.4,4351846.219999999
JP01,Spare Parts,1200_INVENTORY,2023-11,4351846.219999999,1649207.13,1500263.37,4500789.979999999
JP01,Spare Parts,1200_INVENTORY,2023-12,4500789.979999999,1845637.74,1586606.89,4759820.829999999
JP01,Spare Parts,1200_INVENTORY,2024-01,4759820.829999999,0.0,1168263.73,3591557.099999999
JP01,Spare Parts,1200_INVENTORY,2024-02,3591557.099999999,1390603.21,1245540.11,3736620.1999999983
JP01,Spare Parts,1200_INVENTORY,2024-03,3736620.1999999983,1622161.77,1339695.47,4019086.499999999
JP01,Spare Parts,1200_INVENTORY,2024-04,4019086.499999999,1513968.1,1383263.6,4149790.9999999995
JP01,Spare Parts,1200_INVENTORY,2024-05,4149790.9999999995,1404505.56,1388574.11,4165722.4499999993
JP01,Spare Parts,1200_INVENTORY,2024-06,4165722.4499999993,1598775.0,1441124.37,4323373.079999999
JP01,Spare Parts,1200_INVENTORY,2024-07,4323373.079999999,888605.76,1302994.72,3908984.119999999
JP01,Spare Parts,1200_INVENTORY,2024-08,3908984.119999999,682148.0599999999,1147783.07,3443349.1099999985
JP01,Spare Parts,1200_INVENTORY,2024-09,3443349.1099999985,2241644.36,1421248.41,4263745.059999999
JP01,Spare Parts,1200_INVENTORY,2024-10,4263745.059999999,1699439.73,1490796.17,4472388.619999999
JP01,Spare Parts,1200_INVENTORY,2024-11,4472388.619999999,1764813.6800000002,1559300.59,4677901.709999999
JP01,Spare Parts,1200_INVENTORY,2024-12,4677901.709999999,1914184.9000000001,1648021.69,4944064.92
JP01,Spare Parts,1200_INVENTORY,2025-01,4944064.92,54940.05,1249751.26,3749253.71
JP01,Spare Parts,1200_INVENTORY,2025-02,3749253.71,1468728.73,1304495.63,3913486.8099999996
JP01,Spare Parts,1200_INVENTORY,2025-03,3913486.8099999996,1803703.6,1429297.56,4287892.85
JP01,Spare Parts,1200_INVENTORY,2025-04,4287892.85,1374915.25,1415702.08,4247106.02
JP01,Spare Parts,1200_INVENTORY,2025-05,4247106.02,1527658.41,1443691.15,4331073.279999999
JP01,Spare Parts,1200_INVENTORY,2025-06,4331073.279999999,1655982.23,1496763.92,4490291.59
JP01,Spare Parts,1200_INVENTORY,2025-07,4490291.59,926169.92,1354115.41,4062346.0999999996
JP01,Spare Parts,1200_INVENTORY,2025-08,4062346.0999999996,744914.15,1201815.18,3605445.0700000003
JP01,Spare Parts,1200_INVENTORY,2025-09,3605445.0700000003,2361942.1,1491846.81,4475540.359999999
JP01,Spare Parts,1200_INVENTORY,2025-10,4475540.359999999,1665029.04,1535142.35,4605427.049999999
JP01,Spare Parts,1200_INVENTORY,2025-11,4605427.049999999,1828383.73,1608452.67,4825358.109999999
JP01,Spare Parts,1200_INVENTORY,2025-12,4825358.109999999,1935010.77,1690092.28,5070276.599999999
JP01,Spare Parts,1200_INVENTORY,2026-01,5070276.599999999,0.0,1248635.66,3821640.9399999985
JP01,Spare Parts,1200_INVENTORY,2026-02,3821640.9399999985,1495502.94,1329286.0,3987857.879999999
JP01,Spare Parts,1200_INVENTORY,2026-03,3987857.879999999,2118051.27,1526477.39,4579431.759999999
JP01,Spare Parts,1200_INVENTORY,2026-04,4579431.759999999,1714358.0499999998,1573447.64,4720342.169999999
JP01,Spare Parts,1200_INVENTORY,2026-05,4720342.169999999,1645013.1,1591338.84,4774016.43
JP01,Spare Parts,1200_INVENTORY,2026-06,4774016.43,1595831.3599999999,1592462.06,4777385.729999999
JP01,Spare Parts,1200_INVENTORY,2026-07,4777385.729999999,1230606.85,1501998.23,4505994.349999998
JP01,Spare Parts,1200_INVENTORY,2026-08,4505994.349999998,916762.25,1355689.22,4067067.379999998
JP01,Spare Parts,2100_AP,2023-09,0.0,0.0,266060.17,-266060.17
JP01,Spare Parts,2100_AP,2023-10,-266060.17,80071.28,278983.33,-464972.22
JP01,Spare Parts,2100_AP,2023-11,-464972.22,270667.93,291456.43,-485760.72
