snapshot_month,document_id,entity,division,counterparty,document_type,functional_currency,transaction_currency,status,age_months,transaction_amount,transaction_fx_to_eur,functional_fx_to_eur,carrying_reporting_eur,carrying_functional_amount,unrealized_fx_gain_loss_functional,realized_fx_gain_loss_functional,monthly_fx_gain_loss_functional,cumulative_fx_gain_loss_functional,unrealized_fx_gain_loss_eur,realized_fx_gain_loss_eur,monthly_fx_gain_loss_eur,cumulative_fx_gain_loss_eur
2025-12,FX-SALE-2025-10-00164-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,4282891.7361,0.0054795378401227,1.0,23468.27,23468.27,0.0,-416.33,-416.33,-845.26,0.0,-416.33,-416.33,-845.26
2025-10,FX-SALE-2025-10-00168-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,160591.1264,0.1207578552984871,1.0,19392.64,19392.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00168-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,1,160591.1264,0.1217298048732092,1.0,19548.73,19548.73,0.0,156.09,156.09,156.09,0.0,156.09,156.09,156.09
2025-10,FX-SALE-2025-10-00171-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,55512.7165,0.8598130841121495,1.0,47730.56,47730.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00171-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,55512.7165,0.8650369370772132,1.0,48020.55,48020.55,289.99,0.0,289.99,289.99,289.99,0.0,289.99,289.99
2025-12,FX-SALE-2025-10-00171-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,55512.7165,0.8540647381071487,1.0,47411.45,47411.45,0.0,-609.1,-609.1,-319.11,0.0,-609.1,-609.1,-319.11
2025-10,FX-SALE-2025-10-00172-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,292491.2,0.1207578552984871,1.0,35320.61,35320.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00172-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,1,292491.2,0.1217298048732092,1.0,35604.9,35604.9,0.0,284.29,284.29,284.29,0.0,284.29,284.29,284.29
2025-10,FX-SALE-2025-10-00180-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,8393883.1875,0.0056768957746617,1.0,47651.2,47651.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00180-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,1,8393883.1875,0.0055767471948961,1.0,46810.56,46810.56,0.0,-840.64,-840.64,-840.64,0.0,-840.64,-840.64,-840.64
2025-10,FX-SALE-2025-10-00184-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,6595195.9462,0.0056768957746617,1.0,37440.24,37440.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00184-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,1,6595195.9462,0.0055767471948961,1.0,36779.74,36779.74,-660.5,0.0,-660.5,-660.5,-660.5,0.0,-660.5,-660.5
2025-12,FX-SALE-2025-10-00184-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,6595195.9462,0.0054795378401227,1.0,36138.63,36138.63,0.0,-641.11,-641.11,-1301.61,0.0,-641.11,-641.11,-1301.61
2025-10,FX-SALE-2025-10-00200-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,684135.6614,0.0411262145644018,1.0,28135.91,28135.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00200-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,1,684135.6614,0.0412642542208174,1.0,28230.35,28230.35,94.44,0.0,94.44,94.44,94.44,0.0,94.44,94.44
2025-12,FX-SALE-2025-10-00200-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,2,684135.6614,0.0412213290934251,1.0,28200.98,28200.98,0.0,-29.37,-29.37,65.07,0.0,-29.37,-29.37,65.07
2025-10,FX-SALE-2025-10-00207-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,36253.4492,0.8598130841121495,1.0,31171.19,31171.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00207-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,36253.4492,0.8650369370772132,1.0,31360.57,31360.57,189.38,0.0,189.38,189.38,189.38,0.0,189.38,189.38
2025-12,FX-SALE-2025-10-00207-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,36253.4492,0.8540647381071487,1.0,30962.79,30962.79,0.0,-397.78,-397.78,-208.4,0.0,-397.78,-397.78,-208.4
2025-10,FX-SALE-2025-10-00226-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,64505.8223,0.8598130841121495,1.0,55462.95,55462.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00226-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,64505.8223,0.8650369370772132,1.0,55799.92,55799.92,336.97,0.0,336.97,336.97,336.97,0.0,336.97,336.97
2025-12,FX-SALE-2025-10-00226-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,64505.8223,0.8540647381071487,1.0,55092.15,55092.15,0.0,-707.77,-707.77,-370.8,0.0,-707.77,-707.77,-370.8
2025-10,FX-SALE-2025-10-00229-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,11085128.6509,0.0056768957746617,1.0,62929.12,62929.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00229-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,1,11085128.6509,0.0055767471948961,1.0,61818.96,61818.96,0.0,-1110.16,-1110.16,-1110.16,0.0,-1110.16,-1110.16,-1110.16
2025-10,FX-SALE-2025-10-00233-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,63904.3776,0.8598130841121495,1.0,54945.82,54945.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00233-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,63904.3776,0.8650369370772132,1.0,55279.65,55279.65,333.83,0.0,333.83,333.83,333.83,0.0,333.83,333.83
2025-12,FX-SALE-2025-10-00233-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,63904.3776,0.8540647381071487,1.0,54578.48,54578.48,0.0,-701.17,-701.17,-367.34,0.0,-701.17,-701.17,-367.34
2025-10,FX-SALE-2025-10-00245-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,4507308.3981,0.0056768957746617,1.0,25587.52,25587.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00245-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,1,4507308.3981,0.0055767471948961,1.0,25136.12,25136.12,0.0,-451.4,-451.4,-451.4,0.0,-451.4,-451.4,-451.4
2025-10,FX-SALE-2025-10-00252-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,610643.8501,0.0411262145644018,1.0,25113.47,25113.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00252-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,610643.8501,0.0412642542208174,1.0,25197.76,25197.76,0.0,84.29,84.29,84.29,0.0,84.29,84.29,84.29
2025-10,FX-SALE-2025-10-00253-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,31050.016,0.8598130841121495,1.0,26697.21,26697.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00253-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,31050.016,0.8650369370772132,1.0,26859.41,26859.41,162.2,0.0,162.2,162.2,162.2,0.0,162.2,162.2
2025-12,FX-SALE-2025-10-00253-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,31050.016,0.8540647381071487,1.0,26518.72,26518.72,0.0,-340.69,-340.69,-178.49,0.0,-340.69,-340.69,-178.49
2025-10,FX-SALE-2025-10-00256-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,21501.9408,0.8598130841121495,1.0,18487.65,18487.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00256-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,21501.9408,0.8650369370772132,1.0,18599.97,18599.97,112.32,0.0,112.32,112.32,112.32,0.0,112.32,112.32
2025-12,FX-SALE-2025-10-00256-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,21501.9408,0.8540647381071487,1.0,18364.05,18364.05,0.0,-235.92,-235.92,-123.6,0.0,-235.92,-235.92,-123.6
2025-10,FX-SALE-2025-10-00257-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,27566.5961,0.8598130841121495,1.0,23702.12,23702.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00257-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,27566.5961,0.8650369370772132,1.0,23846.12,23846.12,144.0,0.0,144.0,144.0,144.0,0.0,144.0,144.0
2025-12,FX-SALE-2025-10-00257-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,27566.5961,0.8540647381071487,1.0,23543.66,23543.66,0.0,-302.46,-302.46,-158.46,0.0,-302.46,-302.46,-158.46
2025-10,FX-SALE-2025-10-00268-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,240414.919,0.1207578552984871,1.0,29031.99,29031.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00268-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,1,240414.919,0.1217298048732092,1.0,29265.66,29265.66,233.67,0.0,233.67,233.67,233.67,0.0,233.67,233.67
2025-12,FX-SALE-2025-10-00268-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,2,240414.919,0.1212259056296733,1.0,29144.52,29144.52,0.0,-121.14,-121.14,112.53,0.0,-121.14,-121.14,112.53
2025-10,FX-SALE-2025-10-00272-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,6074902.7935,0.0056768957746617,1.0,34486.59,34486.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00272-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,1,6074902.7935,0.0055767471948961,1.0,33878.2,33878.2,-608.39,0.0,-608.39,-608.39,-608.39,0.0,-608.39,-608.39
2025-12,FX-SALE-2025-10-00272-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,6074902.7935,0.0054795378401227,1.0,33287.66,33287.66,0.0,-590.54,-590.54,-1198.93,0.0,-590.54,-590.54,-1198.93
2025-10,FX-SALE-2025-10-00294-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,334706.4247,0.1207578552984871,1.0,40418.43,40418.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00294-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,1,334706.4247,0.1217298048732092,1.0,40743.75,40743.75,0.0,325.32,325.32,325.32,0.0,325.32,325.32,325.32
2025-10,FX-SALE-2025-10-00298-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,782876.8181,0.0411262145644018,1.0,32196.76,32196.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00298-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,782876.8181,0.0412642542208174,1.0,32304.83,32304.83,0.0,108.07,108.07,108.07,0.0,108.07,108.07,108.07
2025-10,FX-SALE-2025-10-00302-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,576326.3225,0.0411262145644018,1.0,23702.12,23702.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00302-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,576326.3225,0.0412642542208174,1.0,23781.68,23781.68,0.0,79.56,79.56,79.56,0.0,79.56,79.56,79.56
2025-10,FX-SALE-2025-10-00303-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,22949.1972,0.8598130841121495,1.0,19732.02,19732.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00303-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,22949.1972,0.8650369370772132,1.0,19851.9,19851.9,119.88,0.0,119.88,119.88,119.88,0.0,119.88,119.88
2025-12,FX-SALE-2025-10-00303-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,22949.1972,0.8540647381071487,1.0,19600.1,19600.1,0.0,-251.8,-251.8,-131.92,0.0,-251.8,-251.8,-131.92
2025-10,FX-SALE-2025-10-00306-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,653908.7121,0.0411262145644018,1.0,26892.79,26892.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00306-DE01-1100_AR,DE01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,653908.7121,0.0412642542208174,1.0,26983.06,26983.06,0.0,90.27,90.27,90.27,0.0,90.27,90.27,90.27
2025-10,FX-SALE-2025-10-00313-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,970585.8033,0.0411262145644018,1.0,39916.52,39916.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00313-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,970585.8033,0.0412642542208174,1.0,40050.5,40050.5,0.0,133.98,133.98,133.98,0.0,133.98,133.98,133.98
2025-10,FX-SALE-2025-10-00314-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,24774.6986,0.8598130841121495,1.0,21301.61,21301.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00314-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,1,24774.6986,0.8650369370772132,1.0,21431.03,21431.03,0.0,129.42,129.42,129.42,0.0,129.42,129.42,129.42
2025-10,FX-SALE-2025-10-00316-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,3988967.0163,0.0056768957746617,1.0,22644.95,22644.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00316-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,1,3988967.0163,0.0055767471948961,1.0,22245.46,22245.46,0.0,-399.49,-399.49,-399.49,0.0,-399.49,-399.49,-399.49
2025-10,FX-SALE-2025-10-00317-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,705924.1972,0.0411262145644018,1.0,29031.99,29031.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00317-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,1,705924.1972,0.0412642542208174,1.0,29129.44,29129.44,97.45,0.0,97.45,97.45,97.45,0.0,97.45,97.45
2025-12,FX-SALE-2025-10-00317-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,2,705924.1972,0.0412213290934251,1.0,29099.13,29099.13,0.0,-30.31,-30.31,67.14,0.0,-30.31,-30.31,67.14
2025-10,FX-SALE-2025-10-00321-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,369716.5695,0.1207578552984871,1.0,44646.18,44646.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00321-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,1,369716.5695,0.1217298048732092,1.0,45005.53,45005.53,0.0,359.35,359.35,359.35,0.0,359.35,359.35,359.35
2025-10,FX-SALE-2025-10-00327-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,29422.0342,0.8598130841121495,1.0,25297.45,25297.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00327-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,1,29422.0342,0.8650369370772132,1.0,25451.15,25451.15,0.0,153.7,153.7,153.7,0.0,153.7,153.7,153.7
2025-10,FX-SALE-2025-10-00329-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,521051.3593,0.0411262145644018,1.0,21428.87,21428.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00329-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,1,521051.3593,0.0412642542208174,1.0,21500.8,21500.8,71.93,0.0,71.93,71.93,71.93,0.0,71.93,71.93
2025-12,FX-SALE-2025-10-00329-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,2,521051.3593,0.0412213290934251,1.0,21478.43,21478.43,0.0,-22.37,-22.37,49.56,0.0,-22.37,-22.37,49.56
2025-10,FX-SALE-2025-10-00331-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,7162349.2158,0.0056768957746617,1.0,40659.91,40659.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00331-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,1,7162349.2158,0.0055767471948961,1.0,39942.61,39942.61,-717.3,0.0,-717.3,-717.3,-717.3,0.0,-717.3,-717.3
2025-12,FX-SALE-2025-10-00331-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,7162349.2158,0.0054795378401227,1.0,39246.36,39246.36,0.0,-696.25,-696.25,-1413.55,0.0,-696.25,-696.25,-1413.55
2025-10,FX-SALE-2025-10-00335-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,471539.63,0.0411262145644018,1.0,19392.64,19392.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00335-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,1,471539.63,0.0412642542208174,1.0,19457.73,19457.73,65.09,0.0,65.09,65.09,65.09,0.0,65.09,65.09
2025-12,FX-SALE-2025-10-00335-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,2,471539.63,0.0412213290934251,1.0,19437.49,19437.49,0.0,-20.24,-20.24,44.85,0.0,-20.24,-20.24,44.85
2025-10,FX-SALE-2025-10-00356-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,43299.9342,0.8598130841121495,1.0,37229.85,37229.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00356-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,1,43299.9342,0.8650369370772132,1.0,37456.04,37456.04,0.0,226.19,226.19,226.19,0.0,226.19,226.19,226.19
2025-10,FX-SALE-2025-10-00360-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,5114060.7741,0.0056768957746617,1.0,29031.99,29031.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00360-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,1,5114060.7741,0.0055767471948961,1.0,28519.82,28519.82,-512.17,0.0,-512.17,-512.17,-512.17,0.0,-512.17,-512.17
2025-12,FX-SALE-2025-10-00360-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,5114060.7741,0.0054795378401227,1.0,28022.69,28022.69,0.0,-497.13,-497.13,-1009.3,0.0,-497.13,-497.13,-1009.3
2025-10,FX-SALE-2025-10-00370-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,3894166.9669,0.0056768957746617,1.0,22106.78,22106.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00370-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,1,3894166.9669,0.0055767471948961,1.0,21716.78,21716.78,-390.0,0.0,-390.0,-390.0,-390.0,0.0,-390.0,-390.0
2025-12,FX-SALE-2025-10-00370-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,2,3894166.9669,0.0054795378401227,1.0,21338.24,21338.24,0.0,-378.54,-378.54,-768.54,0.0,-378.54,-378.54,-768.54
2025-10,FX-SALE-2025-10-00373-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,290491.5785,0.1207578552984871,1.0,35079.14,35079.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00373-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,1,290491.5785,0.1217298048732092,1.0,35361.48,35361.48,282.34,0.0,282.34,282.34,282.34,0.0,282.34,282.34
2025-12,FX-SALE-2025-10-00373-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,2,290491.5785,0.1212259056296733,1.0,35215.1,35215.1,0.0,-146.38,-146.38,135.96,0.0,-146.38,-146.38,135.96
2025-10,FX-SALE-2025-10-00382-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,28277.6925,0.8598130841121495,1.0,24313.53,24313.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00382-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,1,28277.6925,0.8650369370772132,1.0,24461.25,24461.25,0.0,147.72,147.72,147.72,0.0,147.72,147.72,147.72
2025-10,FX-SALE-2025-10-00386-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,471539.63,0.0411262145644018,1.0,19392.64,19392.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00386-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,1,471539.63,0.0412642542208174,1.0,19457.73,19457.73,65.09,0.0,65.09,65.09,65.09,0.0,65.09,65.09
2025-12,FX-SALE-2025-10-00386-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,2,471539.63,0.0412213290934251,1.0,19437.49,19437.49,0.0,-20.24,-20.24,44.85,0.0,-20.24,-20.24,44.85
2025-10,FX-SALE-2025-10-00390-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,39921.4558,0.8598130841121495,1.0,34324.99,34324.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00390-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,39921.4558,0.8650369370772132,1.0,34533.53,34533.53,208.54,0.0,208.54,208.54,208.54,0.0,208.54,208.54
2025-12,FX-SALE-2025-10-00390-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Settled,2,39921.4558,0.8540647381071487,1.0,34095.51,34095.51,0.0,-438.02,-438.02,-229.48,0.0,-438.02,-438.02,-229.48
2025-10,FX-SALE-2025-10-00398-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Open,0,3988967.0163,0.0056768957746617,1.0,22644.95,22644.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00398-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,JPY,Settled,1,3988967.0163,0.0055767471948961,1.0,22245.46,22245.46,0.0,-399.49,-399.49,-399.49,0.0,-399.49,-399.49,-399.49
2025-10,FX-SALE-2025-10-00399-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,0,344831.7287,0.1207578552984871,1.0,41641.14,41641.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00399-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Open,1,344831.7287,0.1217298048732092,1.0,41976.3,41976.3,335.16,0.0,335.16,335.16,335.16,0.0,335.16,335.16
2025-12,FX-SALE-2025-10-00399-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CNY,Settled,2,344831.7287,0.1212259056296733,1.0,41802.54,41802.54,0.0,-173.76,-173.76,161.4,0.0,-173.76,-173.76,161.4
2025-10,FX-SALE-2025-10-00403-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Open,0,832247.5181,0.0411262145644018,1.0,34227.19,34227.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00403-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,CZK,Settled,1,832247.5181,0.0412642542208174,1.0,34342.07,34342.07,0.0,114.88,114.88,114.88,0.0,114.88,114.88,114.88
2025-10,FX-SALE-2025-10-00411-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,0,24922.7075,0.8598130841121495,1.0,21428.87,21428.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11,FX-SALE-2025-10-00411-ES01-1100_AR,ES01,Hardware,EXTERNAL,Receivable,EUR,USD,Open,1,24922.7075,0.8650369370772132,1.0,21559.06,21559.06,130.19,0.0,130.19,130.19,130.19,0.0,130.19,130.19
