month,source_factory,product_family,quality_tier,units,revenue,gross_profit,factory_units_in_sales,unit_mix_pct,gross_margin_pct
2025-01,CN01,Sensors & Readers,Essential,35.0,546721.25,207314.33000000002,297.0,0.11784511784511785,0.3791956687251502
2025-01,CN01,Sensors & Readers,Premium,11.0,318688.29,50231.56,297.0,0.037037037037037035,0.15761972302151422
2025-01,CN01,Sensors & Readers,Professional,20.0,397588.79,113496.96,297.0,0.06734006734006734,0.28546317918068065
2025-01,CN01,Terminals,Essential,35.0,649823.6,250845.01,297.0,0.11784511784511785,0.38602015993263405
2025-01,CN01,Terminals,Premium,4.0,142908.2,21776.059999999998,297.0,0.013468013468013467,0.15237796011705412
2025-01,CN01,Terminals,Professional,26.0,622921.7,180729.89,297.0,0.08754208754208755,0.2901325961192234
2025-01,CZ01,Control Systems,Essential,35.0,716073.97,234558.42,368.0,0.09510869565217392,0.327561718239807
2025-01,CZ01,Control Systems,Premium,6.0,226390.90999999997,36929.38,368.0,0.016304347826086956,0.1631221854269679
2025-01,CZ01,Control Systems,Professional,30.0,783500.48,225250.24,368.0,0.08152173913043478,0.28749215316370963
2025-01,CZ01,Edge Appliances,Essential,32.0,768419.2,263741.43,368.0,0.08695652173913043,0.3432259761338603
2025-01,CZ01,Edge Appliances,Premium,6.0,258020.28,45440.85,368.0,0.016304347826086956,0.1761134822425586
2025-01,CZ01,Edge Appliances,Professional,29.0,889981.48,256598.21000000002,368.0,0.07880434782608696,0.2883185951240244
2025-01,CZ01,Network Devices,Essential,33.0,722345.59,275512.31,368.0,0.08967391304347826,0.3814134312081839
2025-01,CZ01,Network Devices,Premium,9.0,363260.25,59787.21,368.0,0.024456521739130436,0.16458505988475206
2025-01,CZ01,Network Devices,Professional,28.0,777983.47,225578.8,368.0,0.07608695652173914,0.2899532042756641
2025-01,CZ01,Sensors & Readers,Essential,52.0,773005.07,302670.07,368.0,0.14130434782608695,0.39154991570753866
2025-01,CZ01,Sensors & Readers,Premium,6.0,175387.33,27109.0,368.0,0.016304347826086956,0.15456646725849582
2025-01,CZ01,Sensors & Readers,Professional,34.0,671528.17,193157.55,368.0,0.09239130434782608,0.28763878959835737
2025-01,CZ01,Terminals,Essential,38.0,711828.31,273069.41,368.0,0.10326086956521739,0.3836169567349744
2025-01,CZ01,Terminals,Premium,5.0,177472.06,27957.97,368.0,0.01358695652173913,0.15753448740043927
2025-01,CZ01,Terminals,Professional,25.0,601139.65,173557.94,368.0,0.06793478260869565,0.288714843547585
2025-02,CN01,Control Systems,Essential,35.0,697399.2,222889.01,306.0,0.11437908496732026,0.3196003236023213
2025-02,CN01,Control Systems,Premium,10.0,373055.3,64415.31,306.0,0.032679738562091505,0.17266960153092584
2025-02,CN01,Control Systems,Professional,14.0,352890.14,106829.95999999999,306.0,0.0457516339869281,0.30272866224032213
2025-02,CN01,Edge Appliances,Essential,35.0,845599.05,290421.14,306.0,0.11437908496732026,0.34345017298683106
2025-02,CN01,Edge Appliances,Premium,5.0,216945.97,38554.9,306.0,0.016339869281045753,0.1777165992067057
2025-02,CN01,Edge Appliances,Professional,9.0,273454.13,80935.02,306.0,0.029411764705882353,0.29597292971951095
2025-02,CN01,Network Devices,Essential,44.0,960086.67,371081.54000000004,306.0,0.1437908496732026,0.38650837637397883
2025-02,CN01,Network Devices,Premium,4.0,162913.39,27200.42,306.0,0.013071895424836602,0.16696245778201532
2025-02,CN01,Network Devices,Professional,15.0,402313.12,123087.62,306.0,0.049019607843137254,0.30594980347645634
2025-02,CN01,Sensors & Readers,Essential,36.0,557497.41,214807.98,306.0,0.11764705882352941,0.3853075837607927
2025-02,CN01,Sensors & Readers,Premium,10.0,288445.76,47551.29,306.0,0.032679738562091505,0.1648534892660582
2025-02,CN01,Sensors & Readers,Professional,21.0,419182.07,121075.18000000001,306.0,0.06862745098039216,0.28883673388033987
2025-02,CN01,Terminals,Essential,37.0,686113.98,267803.5,306.0,0.12091503267973856,0.39031925861647654
2025-02,CN01,Terminals,Premium,7.0,244222.83,41076.85,306.0,0.02287581699346405,0.16819414466698301
2025-02,CN01,Terminals,Professional,24.0,571379.95,169589.42,306.0,0.0784313725490196,0.29680673954345094
2025-02,CZ01,Control Systems,Essential,40.0,812907.72,268020.87,395.0,0.10126582278481013,0.32970639028990895
2025-02,CZ01,Control Systems,Premium,7.0,266160.61,44163.130000000005,395.0,0.017721518987341773,0.16592661851804444
2025-02,CZ01,Control Systems,Professional,31.0,813634.78,236419.66999999998,395.0,0.07848101265822785,0.29057222701320606
2025-02,CZ01,Edge Appliances,Essential,39.0,924274.9500000001,300571.37,395.0,0.09873417721518987,0.32519692327483285
2025-02,CZ01,Edge Appliances,Premium,7.0,301948.22000000003,54549.26,395.0,0.017721518987341773,0.18065766375440132
2025-02,CZ01,Edge Appliances,Professional,28.0,860080.39,251722.58,395.0,0.07088607594936709,0.29267331626988957
2025-02,CZ01,Network Devices,Essential,33.0,722196.3,278341.53,395.0,0.08354430379746836,0.3854097978624371
2025-02,CZ01,Network Devices,Premium,10.0,400543.56,69296.52,395.0,0.02531645569620253,0.17300620187227578
2025-02,CZ01,Network Devices,Professional,31.0,868121.92,253430.72,395.0,0.07848101265822785,0.29192987086422145
2025-02,CZ01,Sensors & Readers,Essential,60.0,899073.78,353646.5,395.0,0.1518987341772152,0.39334536037743195
2025-02,CZ01,Sensors & Readers,Premium,7.0,205527.8,32625.19,395.0,0.017721518987341773,0.15873857453833495
2025-02,CZ01,Sensors & Readers,Professional,34.0,671389.31,196305.74,395.0,0.08607594936708861,0.292387348258494
2025-02,CZ01,Terminals,Essential,36.0,672804.99,261147.15,395.0,0.09113924050632911,0.38814686853021113
2025-02,CZ01,Terminals,Premium,7.0,253526.55,39358.39,395.0,0.017721518987341773,0.15524366185711122
2025-02,CZ01,Terminals,Professional,25.0,601015.39,176370.9,395.0,0.06329113924050633,0.29345488141326964
2025-03,CN01,Control Systems,Essential,42.0,841096.46,277893.52,345.0,0.12173913043478261,0.3303943521531407
2025-03,CN01,Control Systems,Premium,11.0,405713.57,74432.53,345.0,0.03188405797101449,0.18346078490793394
2025-03,CN01,Control Systems,Professional,18.0,460927.89,139493.47,345.0,0.05217391304347826,0.3026362106228807
2025-03,CN01,Edge Appliances,Essential,39.0,939183.54,326618.39,345.0,0.11304347826086956,0.34776843512398015
2025-03,CN01,Edge Appliances,Premium,5.0,217146.51,39837.8,345.0,0.014492753623188406,0.1834604663920226
2025-03,CN01,Edge Appliances,Professional,15.0,452174.07,137231.47999999998,345.0,0.043478260869565216,0.3034925908068987
2025-03,CN01,Network Devices,Essential,44.0,965240.55,375872.01999999996,345.0,0.12753623188405797,0.389407614506042
2025-03,CN01,Network Devices,Premium,4.0,163063.96,28176.32,345.0,0.011594202898550725,0.17279305617255952
2025-03,CN01,Network Devices,Professional,18.0,487597.86,150092.09,345.0,0.05217391304347826,0.30781941905979654
2025-03,CN01,Sensors & Readers,Essential,37.0,576943.01,223764.54,345.0,0.1072463768115942,0.3878451356919984
2025-03,CN01,Sensors & Readers,Premium,12.0,343407.16,59790.19,345.0,0.034782608695652174,0.1741087460144978
2025-03,CN01,Sensors & Readers,Professional,23.0,455238.39999999997,134972.49,345.0,0.06666666666666667,0.2964874887531456
2025-03,CN01,Terminals,Essential,40.0,743889.5,293024.7,345.0,0.11594202898550725,0.39390890716968047
2025-03,CN01,Terminals,Premium,10.0,348214.48,61228.409999999996,345.0,0.028985507246376812,0.1758353357390537
2025-03,CN01,Terminals,Professional,27.0,649885.27,193920.02000000002,345.0,0.0782608695652174,0.2983911606428624
2025-03,CZ01,Control Systems,Essential,42.0,854342.07,283625.36,438.0,0.0958904109589041,0.3319810295658272
2025-03,CZ01,Control Systems,Premium,11.0,423306.46,70930.29,438.0,0.02511415525114155,0.16756250306220224
2025-03,CZ01,Control Systems,Professional,32.0,839616.54,248377.77,438.0,0.0730593607305936,0.2958228645662459
2025-03,CZ01,Edge Appliances,Essential,43.0,1014808.99,331907.82,438.0,0.09817351598173515,0.32706432764258425
2025-03,CZ01,Edge Appliances,Premium,8.0,343286.21,64742.7,438.0,0.0182648401826484,0.18859685625006606
2025-03,CZ01,Edge Appliances,Professional,33.0,1015604.09,301744.32,438.0,0.07534246575342465,0.29710821664768994
2025-03,CZ01,Network Devices,Essential,37.0,805958.5900000001,315089.31,438.0,0.08447488584474885,0.3909497509046959
2025-03,CZ01,Network Devices,Premium,11.0,443703.58999999997,78324.53,438.0,0.02511415525114155,0.17652444506928602
2025-03,CZ01,Network Devices,Professional,33.0,926748.4500000001,274481.95,438.0,0.07534246575342465,0.2961774039114929
2025-03,CZ01,Sensors & Readers,Essential,66.0,987385.57,392965.43,438.0,0.1506849315068493,0.3979857939386333
2025-03,CZ01,Sensors & Readers,Premium,10.0,298236.33999999997,47347.14,438.0,0.0228310502283105,0.15875711189320524
2025-03,CZ01,Sensors & Readers,Professional,35.0,689844.29,205604.85,438.0,0.07990867579908675,0.29804530236816196
2025-03,CZ01,Terminals,Essential,40.0,753705.16,294128.08,438.0,0.091324200913242,0.39024289020390945
2025-03,CZ01,Terminals,Premium,8.0,290677.6,46632.149999999994,438.0,0.0182648401826484,0.16042567435536828
2025-03,CZ01,Terminals,Professional,29.0,693480.62,208215.03,438.0,0.06621004566210045,0.30024635728104415
2025-04,CN01,Control Systems,Essential,41.0,820654.49,272776.99,328.0,0.125,0.3323895662838572
2025-04,CN01,Control Systems,Premium,9.0,326758.12,65472.76,328.0,0.027439024390243903,0.2003707207031305
2025-04,CN01,Control Systems,Professional,17.0,434999.89,135685.52,328.0,0.051829268292682924,0.3119208145087117
2025-04,CN01,Edge Appliances,Essential,40.0,964601.5599999999,344149.06,328.0,0.12195121951219512,0.35677846094298254
2025-04,CN01,Edge Appliances,Premium,5.0,217646.78,42133.85,328.0,0.01524390243902439,0.19358820746164956
2025-04,CN01,Edge Appliances,Professional,13.0,387569.78,122442.48999999999,328.0,0.039634146341463415,0.3159237286250749
2025-04,CN01,Network Devices,Essential,46.0,1006969.32,400521.16,328.0,0.1402439024390244,0.3977491191092098
2025-04,CN01,Network Devices,Premium,2.0,77662.82,15695.59,328.0,0.006097560975609756,0.20209915117684368
2025-04,CN01,Network Devices,Professional,19.0,512217.46,163141.38,328.0,0.057926829268292686,0.3185002323036782
2025-04,CN01,Sensors & Readers,Essential,31.0,487571.31,191723.25,328.0,0.09451219512195122,0.39322094238891947
2025-04,CN01,Sensors & Readers,Premium,9.0,253375.79,48677.39,328.0,0.027439024390243903,0.19211539508174794
2025-04,CN01,Sensors & Readers,Professional,23.0,456287.23,139171.42,328.0,0.0701219512195122,0.30500836063284087
2025-04,CN01,Terminals,Essential,40.0,746833.1,299123.74,328.0,0.12195121951219512,0.40052287452176394
2025-04,CN01,Terminals,Premium,9.0,314348.43,58345.03,328.0,0.027439024390243903,0.18560623954762553
2025-04,CN01,Terminals,Professional,24.0,573225.6799999999,177725.72999999998,328.0,0.07317073170731707,0.3100449547201026
2025-04,CZ01,Control Systems,Essential,41.0,839241.08,287558.65,439.0,0.09339407744874716,0.3426412944418784
2025-04,CZ01,Control Systems,Premium,13.0,504171.94,88737.19,439.0,0.029612756264236904,0.17600580865329396
2025-04,CZ01,Control Systems,Professional,32.0,841550.9,256128.68,439.0,0.07289293849658314,0.3043531650907865
2025-04,CZ01,Edge Appliances,Essential,42.0,995458.0599999999,336504.9,439.0,0.09567198177676538,0.33804025857201864
2025-04,CZ01,Edge Appliances,Premium,8.0,344077.08,68351.2,439.0,0.018223234624145785,0.19865083719031792
2025-04,CZ01,Edge Appliances,Professional,32.0,984117.67,301724.33999999997,439.0,0.07289293849658314,0.3065937633250706
2025-04,CZ01,Network Devices,Essential,34.0,744281.69,295751.49,439.0,0.0774487471526196,0.39736499496581734
2025-04,CZ01,Network Devices,Premium,14.0,565277.12,105861.87,439.0,0.03189066059225513,0.18727428769804091
2025-04,CZ01,Network Devices,Professional,33.0,927056.17,283107.29,439.0,0.07517084282460136,0.3053831031619152
2025-04,CZ01,Sensors & Readers,Essential,72.0,1081367.55,437725.02999999997,439.0,0.16400911161731208,0.40478839040435416
2025-04,CZ01,Sensors & Readers,Premium,5.0,143734.17,26518.93,439.0,0.011389521640091117,0.1844998304856806
2025-04,CZ01,Sensors & Readers,Professional,35.0,691433.65,211954.68,439.0,0.07972665148063782,0.30654377321670706
2025-04,CZ01,Terminals,Essential,41.0,776172.3300000001,307954.59,439.0,0.09339407744874716,0.3967605879482975
2025-04,CZ01,Terminals,Premium,9.0,330682.56,55348.49,439.0,0.02050113895216401,0.16737650150041175
2025-04,CZ01,Terminals,Professional,28.0,671653.82,207145.36,439.0,0.06378132118451026,0.30841090131818205
2025-05,CN01,Control Systems,Essential,42.0,839546.45,283179.27,348.0,0.1206896551724138,0.3373003006563842
2025-05,CN01,Control Systems,Premium,8.0,291102.11,59099.47,348.0,0.022988505747126436,0.20301972390375322
2025-05,CN01,Control Systems,Professional,17.0,432185.82,136983.64,348.0,0.04885057471264368,0.3169554244051783
2025-05,CN01,Edge Appliances,Essential,40.0,962125.97,346502.93,348.0,0.11494252873563218,0.3601429966597825
2025-05,CN01,Edge Appliances,Premium,5.0,217088.23,42981.100000000006,348.0,0.014367816091954023,0.197989084898799
2025-05,CN01,Edge Appliances,Professional,24.0,719681.7,228404.81999999998,348.0,0.06896551724137931,0.31736922030947845
2025-05,CN01,Network Devices,Essential,48.0,1052319.36,420727.7,348.0,0.13793103448275862,0.39980990181535764
2025-05,CN01,Network Devices,Premium,2.0,77463.5,15992.05,348.0,0.005747126436781609,0.20644626178780973
2025-05,CN01,Network Devices,Professional,20.0,547098.4,173238.83000000002,348.0,0.05747126436781609,0.31665022233660345
2025-05,CN01,Sensors & Readers,Essential,31.0,486320.01,192755.33,348.0,0.08908045977011494,0.39635492275960427
2025-05,CN01,Sensors & Readers,Premium,9.0,252725.5,49667.06,348.0,0.02586206896551724,0.19652571663722102
2025-05,CN01,Sensors & Readers,Professional,23.0,455116.24,140499.44,348.0,0.06609195402298851,0.30871111081423946
2025-05,CN01,Terminals,Essential,41.0,764367.36,308313.18,348.0,0.11781609195402298,0.4033573333115637
2025-05,CN01,Terminals,Premium,9.0,313541.68,59591.009999999995,348.0,0.02586206896551724,0.19005769823010452
2025-05,CN01,Terminals,Professional,29.0,696439.74,216721.52,348.0,0.08333333333333333,0.31118488442374065
2025-05,CZ01,Control Systems,Essential,42.0,854112.69,293336.0,448.0,0.09375,0.34343945879085347
2025-05,CZ01,Control Systems,Premium,15.0,585075.75,103758.02,448.0,0.033482142857142856,0.1773411733437935
2025-05,CZ01,Control Systems,Professional,33.0,862916.43,266603.01,448.0,0.07366071428571429,0.30895576991157764
2025-05,CZ01,Edge Appliances,Essential,44.0,1039292.2899999999,348394.15,448.0,0.09821428571428571,0.3352224906816157
2025-05,CZ01,Edge Appliances,Premium,7.0,302146.19,60684.950000000004,448.0,0.015625,0.20084631879687115
2025-05,CZ01,Edge Appliances,Professional,25.0,773436.25,237756.44,448.0,0.05580357142857143,0.3074027626711316
2025-05,CZ01,Network Devices,Essential,36.0,781775.19,314129.54,448.0,0.08035714285714286,0.40181569333250394
2025-05,CZ01,Network Devices,Premium,14.0,566524.09,107580.03,448.0,0.03125,0.1898948904361684
2025-05,CZ01,Network Devices,Professional,33.0,924677.0,285802.32,448.0,0.07366071428571429,0.3090834096662943
2025-05,CZ01,Sensors & Readers,Essential,74.0,1105402.99,451603.7,448.0,0.16517857142857142,0.4085421371983081
2025-05,CZ01,Sensors & Readers,Premium,7.0,201853.96,37745.4,448.0,0.015625,0.1869936066649374
2025-05,CZ01,Sensors & Readers,Professional,38.0,745721.5299999999,232308.8,448.0,0.08482142857142858,0.3115221844272084
2025-05,CZ01,Terminals,Essential,41.0,772953.8,309436.13,448.0,0.09151785714285714,0.40032939872991113
2025-05,CZ01,Terminals,Premium,10.0,369068.17,62446.01,448.0,0.022321428571428572,0.16919912112713487
2025-05,CZ01,Terminals,Professional,29.0,698012.34,216729.74,448.0,0.06473214285714286,0.3104955708949214
2025-06,CN01,Control Systems,Essential,43.0,861131.61,281725.76,359.0,0.11977715877437325,0.32715761066998805
2025-06,CN01,Control Systems,Premium,9.0,327148.64999999997,64016.740000000005,359.0,0.025069637883008356,0.19568089307414233
2025-06,CN01,Control Systems,Professional,17.0,438928.03,134179.43,359.0,0.04735376044568245,0.3056980206982908
2025-06,CN01,Edge Appliances,Essential,42.0,1017019.64,360461.67,359.0,0.116991643454039,0.35442940905251347
2025-06,CN01,Edge Appliances,Premium,5.0,217906.90999999997,41152.200000000004,359.0,0.013927576601671309,0.18885220298888186
2025-06,CN01,Edge Appliances,Professional,21.0,630840.65,195819.26,359.0,0.0584958217270195,0.3104100219286757
2025-06,CN01,Network Devices,Essential,49.0,1078918.33,424202.43,359.0,0.13649025069637882,0.39317380955053377
2025-06,CN01,Network Devices,Premium,2.0,77755.64,15350.61,359.0,0.005571030640668524,0.1974211774219851
2025-06,CN01,Network Devices,Professional,21.0,576345.24,178249.69,359.0,0.0584958217270195,0.3092758951214727
2025-06,CN01,Sensors & Readers,Essential,32.0,505135.86,196592.35,359.0,0.08913649025069638,0.3891870792938755
2025-06,CN01,Sensors & Readers,Premium,13.0,361539.8,69500.41,359.0,0.036211699164345405,0.192234464919215
2025-06,CN01,Sensors & Readers,Professional,25.0,495209.58,149495.52,359.0,0.06963788300835655,0.3018833359403103
2025-06,CN01,Terminals,Essential,42.0,788005.53,312238.04,359.0,0.116991643454039,0.3962383868042144
2025-06,CN01,Terminals,Premium,10.0,349433.88,63347.25,359.0,0.027855153203342618,0.18128536935227918
2025-06,CN01,Terminals,Professional,28.0,674035.14,204973.72999999998,359.0,0.07799442896935933,0.30409947172783897
2025-06,CZ01,Control Systems,Essential,42.0,859992.26,292803.83,449.0,0.0935412026726058,0.3404726340211481
2025-06,CZ01,Control Systems,Premium,14.0,544767.34,92827.92,449.0,0.031180400890868598,0.17039920197859146
2025-06,CZ01,Control Systems,Professional,33.0,866170.76,260952.7,449.0,0.07349665924276169,0.30127165687283186
2025-06,CZ01,Edge Appliances,Essential,43.0,1021496.9299999999,342790.85,449.0,0.0957683741648107,0.33557697525336666
2025-06,CZ01,Edge Appliances,Premium,10.0,429867.07999999996,83668.87,449.0,0.022271714922048998,0.19463893350474756
2025-06,CZ01,Edge Appliances,Professional,25.0,776353.06,232671.65,449.0,0.0556792873051225,0.29969824553792573
2025-06,CZ01,Network Devices,Essential,39.0,852614.61,336498.89,449.0,0.08685968819599109,0.3946670465804005
2025-06,CZ01,Network Devices,Premium,15.0,603476.58,111169.70999999999,449.0,0.0334075723830735,0.18421545041565657
2025-06,CZ01,Network Devices,Professional,33.0,929993.85,279664.0,449.0,0.07349665924276169,0.30071596710021253
2025-06,CZ01,Sensors & Readers,Essential,76.0,1142528.02,458770.78,449.0,0.16926503340757237,0.40154006901292455
2025-06,CZ01,Sensors & Readers,Premium,6.0,174216.31,30737.82,449.0,0.013363028953229399,0.17643480108148313
2025-06,CZ01,Sensors & Readers,Professional,35.0,690968.65,209413.09,449.0,0.0779510022271715,0.3030717674383635
2025-06,CZ01,Terminals,Essential,42.0,792930.57,312779.14,449.0,0.0935412026726058,0.39445968138168774
2025-06,CZ01,Terminals,Premium,9.0,333413.99,53194.04,449.0,0.0200445434298441,0.1595435152556136
2025-06,CZ01,Terminals,Professional,27.0,653739.68,197474.02,449.0,0.060133630289532294,0.30206827892105304
2025-07,CN01,Control Systems,Essential,38.0,761359.43,251319.02000000002,335.0,0.11343283582089553,0.3300924768213615
2025-07,CN01,Control Systems,Premium,8.0,292825.63,57228.46,335.0,0.023880597014925373,0.19543528344837846
2025-07,CN01,Control Systems,Professional,17.0,439867.85,135016.4,335.0,0.050746268656716415,0.3069476434797406
2025-07,CN01,Edge Appliances,Essential,38.0,921158.75,328925.93,335.0,0.11343283582089553,0.3570784406053788
2025-07,CN01,Edge Appliances,Premium,4.0,171123.11000000002,33889.93,335.0,0.011940298507462687,0.19804414494336853
2025-07,CN01,Edge Appliances,Professional,20.0,600265.54,187698.57,335.0,0.05970149253731343,0.3126925626948367
2025-07,CN01,Network Devices,Essential,43.0,943725.4,373334.09,335.0,0.12835820895522387,0.39559610242555726
2025-07,CN01,Network Devices,Premium,2.0,77922.13,15498.69,335.0,0.005970149253731343,0.19889972206868575
2025-07,CN01,Network Devices,Professional,20.0,546670.34,170865.96,335.0,0.05970149253731343,0.3125575826923407
2025-07,CN01,Sensors & Readers,Essential,31.0,489199.29,191235.08,335.0,0.09253731343283582,0.3909144675986754
2025-07,CN01,Sensors & Readers,Premium,8.0,227677.66,42397.76,335.0,0.023880597014925373,0.18621835800666608
2025-07,CN01,Sensors & Readers,Professional,22.0,439875.55,132382.99,335.0,0.06567164179104477,0.30095555436077315
2025-07,CN01,Terminals,Essential,41.0,765191.1699999999,305508.28,335.0,0.12238805970149254,0.39925745614654706
2025-07,CN01,Terminals,Premium,9.0,315398.06,57506.53,335.0,0.026865671641791045,0.18233000545406017
2025-07,CN01,Terminals,Professional,34.0,827568.46,250587.3,335.0,0.10149253731343283,0.3027994807825325
2025-07,CZ01,Control Systems,Essential,37.0,757553.59,253670.07,403.0,0.09181141439205956,0.33485429063836925
2025-07,CZ01,Control Systems,Premium,13.0,508382.87,86717.55,403.0,0.03225806451612903,0.17057527921820026
2025-07,CZ01,Control Systems,Professional,32.0,844360.85,254680.36,403.0,0.0794044665012407,0.30162502205070263
2025-07,CZ01,Edge Appliances,Essential,40.0,952118.29,316164.3,403.0,0.09925558312655088,0.33206409678360443
2025-07,CZ01,Edge Appliances,Premium,7.0,303935.09,58731.76,403.0,0.017369727047146403,0.19323783903990815
2025-07,CZ01,Edge Appliances,Professional,22.0,686264.26,206081.93,403.0,0.05459057071960298,0.3002952973246778
2025-07,CZ01,Network Devices,Essential,33.0,728378.66,286911.48,403.0,0.08188585607940446,0.3939042914848713
2025-07,CZ01,Network Devices,Premium,11.0,451638.25,80905.48,403.0,0.02729528535980149,0.17913779446271436
2025-07,CZ01,Network Devices,Professional,30.0,844758.9199999999,255964.13,403.0,0.07444168734491315,0.3030025773507074
2025-07,CZ01,Sensors & Readers,Essential,71.0,1074017.43,431253.38,403.0,0.1761786600496278,0.4015329434644278
2025-07,CZ01,Sensors & Readers,Premium,5.0,144214.09,26134.260000000002,403.0,0.01240694789081886,0.1812184925897324
2025-07,CZ01,Sensors & Readers,Professional,36.0,711677.61,216782.32,403.0,0.08933002481389578,0.3046074752864573
2025-07,CZ01,Terminals,Essential,39.0,738398.0,291923.29,403.0,0.0967741935483871,0.3953468048396664
2025-07,CZ01,Terminals,Premium,8.0,294661.39,48386.02,403.0,0.019851116625310174,0.16420889075423148
2025-07,CZ01,Terminals,Professional,19.0,454462.11,139606.07,403.0,0.04714640198511166,0.30718967968528776
2025-08,CN01,Control Systems,Essential,33.0,665160.72,223135.99,277.0,0.11913357400722022,0.33546176629311486
2025-08,CN01,Control Systems,Premium,6.0,218189.82,44571.72,277.0,0.021660649819494584,0.20427955804720863
2025-08,CN01,Control Systems,Professional,9.0,223705.44,72553.34,277.0,0.032490974729241874,0.3243253270908387
2025-08,CN01,Edge Appliances,Essential,33.0,799927.1799999999,284860.07,277.0,0.11913357400722022,0.35610750218538645
2025-08,CN01,Edge Appliances,Premium,3.0,124137.93,26924.340000000004,277.0,0.010830324909747292,0.2168905184740877
2025-08,CN01,Edge Appliances,Professional,21.0,653721.78,200187.82,277.0,0.07581227436823104,0.30622785736158276
2025-08,CN01,Network Devices,Essential,37.0,817981.4299999999,325671.7,277.0,0.13357400722021662,0.3981407010670157
2025-08,CN01,Network Devices,Premium,2.0,78088.99,15951.98,277.0,0.007220216606498195,0.20427950214236346
2025-08,CN01,Network Devices,Professional,13.0,349389.68,112755.68,277.0,0.04693140794223827,0.32272183883622435
2025-08,CN01,Sensors & Readers,Essential,28.0,443129.97000000003,174887.52000000002,277.0,0.10108303249097472,0.39466416591051157
2025-08,CN01,Sensors & Readers,Premium,7.0,199644.55000000002,38247.86,277.0,0.02527075812274368,0.19157978517319904
2025-08,CN01,Sensors & Readers,Professional,18.0,362437.56,110238.86,277.0,0.06498194945848375,0.3041595909651307
2025-08,CN01,Terminals,Essential,37.0,692107.58,278905.22,277.0,0.13357400722021662,0.4029795772501148
2025-08,CN01,Terminals,Premium,3.0,111614.47,18424.16,277.0,0.010830324909747292,0.16506963658027493
2025-08,CN01,Terminals,Professional,27.0,648615.79,202446.8,277.0,0.09747292418772563,0.31212129448775827
2025-08,CZ01,Control Systems,Essential,36.0,740677.83,253727.32,352.0,0.10227272727272728,0.3425609755323715
2025-08,CZ01,Control Systems,Premium,10.0,391511.45,69128.65,352.0,0.028409090909090908,0.17656865463321697
2025-08,CZ01,Control Systems,Professional,25.0,659625.49,202411.33,352.0,0.07102272727272728,0.3068579566262668
2025-08,CZ01,Edge Appliances,Essential,36.0,862203.6599999999,297716.88,352.0,0.10227272727272728,0.3452976295646901
2025-08,CZ01,Edge Appliances,Premium,6.0,257234.31,52547.700000000004,352.0,0.017045454545454544,0.20427951465727884
2025-08,CZ01,Edge Appliances,Professional,14.0,427743.88,133573.57,352.0,0.03977272727272727,0.31227464902595453
2025-08,CZ01,Network Devices,Essential,32.0,704344.46,281019.36,352.0,0.09090909090909091,0.39898001043409925
2025-08,CZ01,Network Devices,Premium,7.0,285549.29,53656.93,352.0,0.019886363636363636,0.1879077689179336
2025-08,CZ01,Network Devices,Professional,28.0,784617.37,243087.81,352.0,0.07954545454545454,0.30981701310028353
2025-08,CZ01,Sensors & Readers,Essential,62.0,932943.16,379963.9,352.0,0.17613636363636365,0.4072744367406049
2025-08,CZ01,Sensors & Readers,Premium,4.0,114082.6,21869.29,352.0,0.011363636363636364,0.1916969809594101
2025-08,CZ01,Sensors & Readers,Professional,32.0,638712.82,196007.06,352.0,0.09090909090909091,0.30687823050115076
2025-08,CZ01,Terminals,Essential,37.0,699526.77,279881.41,352.0,0.10511363636363637,0.4001010711855959
2025-08,CZ01,Terminals,Premium,5.0,178985.36,32529.77,352.0,0.014204545454545454,0.1817454232010931
2025-08,CZ01,Terminals,Professional,18.0,431882.11,134456.53,352.0,0.05113636363636364,0.3113269266930274
2025-09,CN01,Control Systems,Essential,45.0,911305.92,307940.61,377.0,0.11936339522546419,0.33791134595065503
2025-09,CN01,Control Systems,Premium,9.0,330539.6,67828.64,377.0,0.023872679045092837,0.20520579077363196
2025-09,CN01,Control Systems,Professional,21.0,559573.7,171822.81,377.0,0.05570291777188329,0.30706019600277856
2025-09,CN01,Edge Appliances,Essential,40.0,978931.21,352182.48,377.0,0.10610079575596817,0.3597622349786968
2025-09,CN01,Edge Appliances,Premium,7.0,309433.46,61122.020000000004,377.0,0.01856763925729443,0.19752879989125935
2025-09,CN01,Edge Appliances,Professional,28.0,878934.03,270466.39,377.0,0.07427055702917772,0.30772092189899625
2025-09,CN01,Network Devices,Essential,46.0,1022948.64,409295.71,377.0,0.1220159151193634,0.40011364597933285
2025-09,CN01,Network Devices,Premium,2.0,78561.58,16256.130000000001,377.0,0.005305039787798408,0.20692213674928636
2025-09,CN01,Network Devices,Professional,27.0,769295.11,237395.29,377.0,0.07161803713527852,0.30858806576841497
2025-09,CN01,Sensors & Readers,Essential,31.0,493213.85,195656.86,377.0,0.08222811671087533,0.3966978218474603
2025-09,CN01,Sensors & Readers,Premium,10.0,283070.01,56368.67,377.0,0.026525198938992044,0.19913331687804015
2025-09,CN01,Sensors & Readers,Professional,24.0,479650.16,148849.58000000002,377.0,0.0636604774535809,0.3103294701288123
2025-09,CN01,Terminals,Essential,42.0,793685.25,320537.05,377.0,0.11140583554376658,0.4038591494550264
