month,entity,transaction_currency,open_documents,gross_receivable_eur,gross_payable_eur,net_exposure_eur,unrealized_fx_gain_loss_eur,realized_fx_gain_loss_eur,total_fx_gain_loss_eur
2026-02,JP01,USD,137,509885.84,41865.13,468020.71,-1146.25,-3947.89,-5094.14
2026-02,US01,CNY,147,781524.0,2745057.25,-1963533.25,-1402.43,3365.86,1963.43
2026-02,US01,CZK,112,678620.87,2074766.36,-1396145.49,985.05,-1195.31,-210.26
2026-02,US01,EUR,125,920881.75,75267.74,845614.01,1114.01,2154.87,3268.88
2026-02,US01,JPY,109,426758.32,69433.54,357324.78,1071.57,4278.78,5350.35
2026-03,CN01,CZK,3,0.0,3792672.76,-3792672.76,0.0,22872.41,22872.41
2026-03,CN01,JPY,1,0.0,337657.51,-337657.51,0.0,0.0,0.0
2026-03,CN01,USD,1,0.0,2688753.1,-2688753.1,0.0,0.0,0.0
2026-03,CZ01,CNY,1,0.0,1281112.67,-1281112.67,0.0,0.0,0.0
2026-03,DE01,CNY,94,414852.03,3472262.64,-3057410.61,-34286.09,3718.53,-30567.56
2026-03,DE01,CZK,113,590649.42,2740229.64,-2149580.22,-977.81,16833.53,15855.72
2026-03,DE01,JPY,86,485590.04,36715.89,448874.15,71.97,52.5,124.47
2026-03,DE01,USD,93,669268.05,42066.02,627202.03,3027.78,5507.56,8535.34
2026-03,ES01,CNY,91,1023003.46,4217823.99,-3194820.53,-37324.26,10011.62,-27312.64
2026-03,ES01,CZK,107,497861.93,6359808.01,-5861946.08,18502.25,-7136.64,11365.61
2026-03,ES01,JPY,101,671269.11,157463.66,513805.45,77.63,71.77,149.4
2026-03,ES01,USD,94,599087.35,116151.48,482935.87,2917.57,16786.07,19703.64
2026-03,JP01,CNY,155,371873.8,6170842.23,-5798968.43,-51100.29,5272.96,-45827.33
2026-03,JP01,CZK,154,491865.64,2265560.07,-1773694.43,2191.3,2288.16,4479.46
2026-03,JP01,EUR,125,410172.24,45550.68,364621.56,-28.99,-55.07,-84.06
2026-03,JP01,USD,144,463116.3,61160.1,401956.2,3424.87,7197.35,10622.22
2026-03,US01,CNY,116,536234.83,2967707.11,-2431472.28,380.5,-4005.64,-3625.14
2026-03,US01,CZK,96,260840.57,2654342.17,-2393501.6,-1558.25,43818.32,42260.07
2026-03,US01,EUR,104,557051.5,61881.91,495169.59,-4818.66,-14615.18,-19433.84
2026-03,US01,JPY,123,705472.06,290319.82,415152.24,-4590.04,-3519.8,-8109.84
2026-04,CN01,CZK,1,0.0,77201.69,-77201.69,-468.93,-22621.16,-23090.09
2026-04,CN01,JPY,2,0.0,630862.55,-630862.55,3815.07,0.0,3815.07
2026-04,CN01,USD,1,0.0,2654741.32,-2654741.32,23860.19,0.0,23860.19
2026-04,CZ01,CNY,0,0.0,0.0,0.0,0.0,7799.52,7799.52
2026-04,CZ01,JPY,2,0.0,4602441.81,-4602441.81,0.0,0.0,0.0
2026-04,DE01,CNY,98,578976.62,1946221.48,-1367244.86,-534.53,12077.97,11543.44
2026-04,DE01,CZK,110,401396.83,2987157.51,-2585760.68,243.19,-5214.08,-4970.89
2026-04,DE01,JPY,74,223630.11,46779.76,176850.35,-410.24,-6356.24,-6766.48
2026-04,DE01,USD,71,426749.94,43443.76,383306.18,-1750.07,-6183.81,-7933.88
2026-04,ES01,CNY,80,775057.32,2324132.54,-1549075.22,-2042.53,14104.84,12062.31
2026-04,ES01,CZK,93,546031.0,4364096.19,-3818065.19,-2245.82,-11310.0,-13555.82
2026-04,ES01,JPY,79,665526.4,337192.34,328334.06,-2545.8,-5199.45,-7745.25
2026-04,ES01,USD,85,763255.01,97297.64,665957.37,-1967.99,-4141.02,-6109.01
2026-04,JP01,CNY,138,378620.19,6805747.27,-6427127.08,-42712.23,-22808.24,-65520.47
2026-04,JP01,CZK,152,492940.77,1901308.52,-1408367.75,-5654.81,-25183.81,-30838.62
2026-04,JP01,EUR,117,482491.88,45826.59,436665.29,2066.79,3429.63,5496.42
2026-04,JP01,USD,158,605413.49,75175.44,530238.05,370.23,604.39,974.62
2026-04,US01,CNY,122,980252.7,2621747.21,-1641494.51,1783.07,-23360.11,-21577.04
2026-04,US01,CZK,112,541469.24,2458479.69,-1917010.45,-1894.72,-33917.17,-35811.89
2026-04,US01,EUR,111,227045.61,143949.51,83096.1,338.29,5925.39,6263.68
2026-04,US01,JPY,120,718265.88,228726.76,489539.12,-168.23,-838.33,-1006.56
2026-05,CN01,CZK,0,0.0,0.0,0.0,0.0,418.12,418.12
2026-05,CN01,JPY,1,0.0,300711.72,-300711.72,37.97,42.33,80.3
2026-05,CN01,USD,0,0.0,0.0,0.0,0.0,14295.95,14295.95
2026-05,CZ01,JPY,2,0.0,4639730.39,-4639730.39,-24340.43,0.0,-24340.43
2026-05,DE01,CNY,93,535301.98,3572482.58,-3037180.6,-14021.54,2770.24,-11251.3
2026-05,DE01,CZK,95,443338.87,5225007.66,-4781668.79,-7878.47,603.91,-7274.56
2026-05,DE01,JPY,97,590400.99,60033.97,530367.02,720.26,712.58,1432.84
2026-05,DE01,USD,82,349013.16,46481.62,302531.54,-16.54,1106.71,1090.17
2026-05,ES01,CNY,100,580826.31,4730132.52,-4149306.21,-16585.51,3837.84,-12747.67
2026-05,ES01,CZK,76,576524.25,6130691.17,-5554166.92,-7897.68,-2843.76,-10741.44
2026-05,ES01,JPY,76,304079.18,116474.48,187604.7,535.14,2124.96,2660.1
2026-05,ES01,USD,78,1004980.21,51556.75,953423.46,981.84,912.2,1894.04
2026-05,JP01,CNY,140,540496.59,4336899.53,-3796402.94,-146.39,-671.63,-818.02
2026-05,JP01,CZK,145,441442.51,2466915.7,-2025473.19,4273.75,3174.48,7448.23
2026-05,JP01,EUR,135,643689.98,53875.47,589814.51,-1572.4,-1965.43,-3537.83
2026-05,JP01,USD,141,585973.1,64216.57,521756.53,-1175.59,-1612.3,-2787.89
2026-05,US01,CNY,105,1122502.88,5078561.91,-3956059.03,-11132.72,2293.19,-8839.53
2026-05,US01,CZK,120,859761.57,2138177.75,-1278416.18,-1.96,61.03,59.07
2026-05,US01,EUR,127,575403.63,283010.9,292392.73,-277.94,41.54,-236.4
2026-05,US01,JPY,128,1316791.83,77988.87,1238802.96,776.43,1797.38,2573.81
2026-06,CN01,EUR,2,0.0,2241625.52,-2241625.52,0.0,0.0,0.0
2026-06,CN01,JPY,0,0.0,0.0,0.0,0.0,5693.64,5693.64
2026-06,CN01,USD,1,0.0,1114055.33,-1114055.33,0.0,0.0,0.0
2026-06,CZ01,EUR,1,0.0,747913.93,-747913.93,0.0,0.0,0.0
2026-06,CZ01,JPY,0,0.0,0.0,0.0,0.0,30202.23,30202.23
2026-06,DE01,CNY,97,296194.15,1409004.69,-1112810.54,1304.41,-52171.78,-50867.37
2026-06,DE01,CZK,83,287602.95,2051949.91,-1764346.96,506.93,-21182.14,-20675.21
2026-06,DE01,JPY,103,765524.21,51816.93,713707.28,-472.86,-686.27,-1159.13
2026-06,DE01,USD,101,280603.43,62149.45,218453.98,689.03,3387.4,4076.43
2026-06,ES01,CNY,89,666432.5,4468606.73,-3802174.23,-39429.46,-30064.05,-69493.51
2026-06,ES01,CZK,81,427650.05,2608602.24,-2180952.19,460.74,-24476.12,-24015.38
2026-06,ES01,JPY,91,702839.21,111812.49,591026.72,-69.24,-340.82,-410.06
2026-06,ES01,USD,90,667932.47,81919.96,586012.51,4414.33,8432.61,12846.94
2026-06,JP01,CNY,164,619018.0,2655177.1,-2036159.1,2701.46,-74582.04,-71880.58
2026-06,JP01,CZK,148,653198.46,2913956.82,-2260758.36,-8500.87,-4683.93,-13184.8
2026-06,JP01,EUR,139,552089.49,50656.0,501433.49,350.36,938.79,1289.15
2026-06,JP01,USD,131,407646.41,59623.43,348022.98,1751.94,6418.82,8170.76
2026-06,US01,CNY,120,1260641.83,4873228.22,-3612586.39,-6630.34,-6320.63,-12950.97
2026-06,US01,CZK,134,1060194.0,1844849.93,-784655.93,-2274.5,13972.81,11698.31
2026-06,US01,EUR,123,435211.17,326849.02,108362.15,814.85,-4754.69,-3939.84
2026-06,US01,JPY,117,1453846.95,98821.34,1355025.61,-9939.89,-9459.93,-19399.82
2026-07,CN01,CZK,2,0.0,1082091.6,-1082091.6,0.0,0.0,0.0
2026-07,CN01,EUR,2,0.0,3031552.72,-3031552.72,18357.3,1170.97,19528.27
2026-07,CN01,USD,2,0.0,2476379.22,-2476379.22,-103.09,0.0,-103.09
2026-07,CZ01,EUR,1,0.0,747913.93,-747913.93,29.86,0.0,29.86
2026-07,CZ01,JPY,1,0.0,2033607.7,-2033607.7,0.0,0.0,0.0
2026-07,DE01,CNY,102,369170.96,2869724.0,-2500553.04,-11390.65,1696.23,-9694.42
2026-07,DE01,CZK,75,273898.02,4255895.44,-3981997.42,-78.32,7.9,-70.42
2026-07,DE01,JPY,116,736423.71,55474.55,680949.16,-482.44,-1152.55,-1634.99
2026-07,DE01,USD,87,489059.94,45562.86,443497.08,1163.38,759.98,1923.36
2026-07,ES01,CNY,102,751591.11,1991513.36,-1239922.25,2713.99,-35837.23,-33123.24
2026-07,ES01,CZK,80,690663.74,2471729.54,-1781065.8,2.44,-89.49,-87.05
2026-07,ES01,JPY,92,705831.63,158978.82,546852.81,-449.42,-904.54,-1353.96
2026-07,ES01,USD,93,605382.87,297526.1,307856.77,1717.3,3442.03,5159.33
2026-07,JP01,CNY,149,392702.81,3413226.16,-3020523.35,-13364.46,-9038.36,-22402.82
2026-07,JP01,CZK,159,563454.69,2472224.77,-1908770.08,-2712.37,-2556.88,-5269.25
2026-07,JP01,EUR,154,675890.89,56195.84,619695.05,467.31,681.44,1148.75
2026-07,JP01,USD,143,506099.45,54303.66,451795.79,1175.47,2685.86,3861.33
2026-07,US01,CNY,119,705872.68,4408096.49,-3702223.81,176.42,157.98,334.4
2026-07,US01,CZK,110,873516.54,3800822.75,-2927306.21,10298.98,-3421.96,6877.02
2026-07,US01,EUR,112,663996.04,112526.37,551469.67,-1677.64,723.55,-954.09
2026-07,US01,JPY,106,775322.45,117565.58,657756.87,-6236.3,-8797.79,-15034.09
2026-08,CN01,CZK,1,0.0,882270.45,-882270.45,-9173.23,-2090.84,-11264.07
2026-08,CN01,EUR,0,0.0,0.0,0.0,0.0,-27989.81,-27989.81
2026-08,CN01,JPY,1,0.0,136103.7,-136103.7,0.0,0.0,0.0
2026-08,CN01,USD,3,0.0,3462169.12,-3462169.12,8000.91,6648.31,14649.22
2026-08,CZ01,EUR,0,0.0,0.0,0.0,0.0,880.07,880.07
2026-08,CZ01,JPY,1,0.0,2049483.44,-2049483.44,-13482.78,0.0,-13482.78
2026-08,DE01,CNY,106,474160.72,1000554.37,-526393.65,-1196.31,24283.48,23087.17
2026-08,DE01,CZK,77,182639.71,1593505.19,-1410865.48,66.31,-4751.88,-4685.57
2026-08,DE01,JPY,90,534985.58,52631.68,482353.9,1343.48,3972.51,5315.99
2026-08,DE01,USD,85,393254.13,47834.49,345419.64,-2166.73,-4551.52,-6718.25
2026-08,ES01,CNY,89,491749.26,2780871.98,-2289122.72,13427.08,-1979.02,11448.06
2026-08,ES01,CZK,91,886116.9,1771531.44,-885414.54,126.53,-2222.32,-2095.79
2026-08,ES01,JPY,96,622601.4,119096.46,503504.94,776.66,3492.51,4269.17
2026-08,ES01,USD,97,1006262.77,287802.65,718460.12,1469.14,-6132.72,-4663.58
2026-08,JP01,CNY,125,370803.67,1559906.66,-1189102.99,-2217.68,53685.95,51468.27
2026-08,JP01,CZK,150,317479.97,1457808.28,-1140328.31,4173.15,8481.91,12655.06
2026-08,JP01,EUR,129,542604.34,43657.25,498947.09,-1805.43,-3032.29,-4837.72
2026-08,JP01,USD,148,431606.04,60737.32,370868.72,-3918.19,-6452.89,-10371.08
2026-08,US01,CNY,109,429665.18,3407932.73,-2978267.55,-11148.34,-10752.46,-21900.8
2026-08,US01,CZK,111,558004.56,3567481.12,-3009476.56,-30260.58,-17528.09,-47788.67
2026-08,US01,EUR,116,715563.92,392365.17,323198.75,3657.89,4696.06,8353.95
2026-08,US01,JPY,116,447683.88,237685.83,209998.05,283.41,14815.4,15098.81
