division,product,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,quantity,mc_pct,gross_margin_pct,operating_contribution,name,product_family,product_subfamily,product_type,quality_tier,quality_score,generation,strategic_role
Spare Parts,SP-MOD-PWR-P,738095.68,346505.35,55357.21,25833.38,336233.22,310399.88,81299.90191466197,365.0,0.4555415091983738,0.42054152112094734,229099.97808533802,Aureon Power Module Professional,Control Modules,Power & Relay,Power Module,Professional,2,G2,Core
Spare Parts,SP-MOD-PWR-X,544874.49,312027.61,37596.38,20977.62,195250.51,174272.91,56808.69108350914,182.0,0.3583403399927936,0.3198404645444128,117464.21891649086,Aureon Power Module Premium,Control Modules,Power & Relay,Power Module,Premium,3,G2,Premium
Spare Parts,SP-MOD-REL-E,759567.56,309630.16000000003,61525.06,25255.67,388412.49,363156.87,79403.52418600311,453.0,0.5113600296463424,0.47811003145000025,283753.34581399686,Aureon Relay Module Essential,Control Modules,Power & Relay,Relay Module,Essential,1,G2,Volume
Spare Parts,SP-MOD-REL-P,702612.68,340893.55,52695.96,24591.45,309023.17,284431.71,78334.0283927458,327.0,0.4398200869360911,0.4048200638792912,206097.68160725423,Aureon Relay Module Professional,Control Modules,Power & Relay,Relay Module,Professional,2,G2,Core
Spare Parts,SP-MOD-REL-X,28064.46,16483.14,1936.44,1080.48,9644.869999999999,8564.380000000001,2821.208463584946,9.0,0.3436684689461333,0.30516817355473796,5743.171536415055,Aureon Relay Module Premium,Control Modules,Power & Relay,Relay Module,Premium,3,G2,Premium
Spare Parts,SP-SEC-AUT-E,714559.4,272180.65,57879.23,23759.09,384499.49,360740.37,80506.75785698715,516.0,0.538093110243879,0.5048430823245765,280233.6121430128,Aureon Authentication Module Essential,Security Components,Secure Electronics,Authentication Module,Essential,1,G2,Volume
Spare Parts,SP-SEC-AUT-P,797511.38,361673.21,59813.33,27912.81,376024.93,348111.97,92195.28923603482,449.0,0.4714978863373711,0.4364978089717039,255916.68076396515,Aureon Authentication Module Professional,Security Components,Secure Electronics,Authentication Module,Professional,2,G2,Core
Spare Parts,SP-SEC-AUT-X,186765.01,103324.51,12886.8,7190.47,70553.7,63363.26,22327.700611721793,71.0,0.37776722738375884,0.3392672963741977,41035.55938827821,Aureon Authentication Module Premium,Security Components,Secure Electronics,Authentication Module,Premium,3,G2,Premium
Spare Parts,SP-SEC-KPD-E,1476933.91,582330.0,119631.6,49108.06,774972.18,725864.06,161265.29696931798,999.0,0.5247168981312103,0.4914668524334986,564598.7630306821,Aureon Secure Keypad Essential,Security Components,Input Devices,Secure Keypad,Essential,1,G2,Volume
Spare Parts,SP-SEC-KPD-P,591337.15,277529.76,44350.29,20696.76,269457.09,248760.36000000002,60915.14770491104,312.0,0.45567421224930654,0.42067433104786334,187845.21229508898,Aureon Secure Keypad Professional,Security Components,Input Devices,Secure Keypad,Professional,2,G2,Core
Spare Parts,SP-SEC-KPD-X,600317.88,343833.81,41421.979999999996,23112.18,215062.22,191949.96,66656.03086159215,214.0,0.35824723394878727,0.31974719793453427,125293.92913840784,Aureon Secure Keypad Premium,Security Components,Input Devices,Secure Keypad,Premium,3,G2,Premium
Spare Parts,SP-SEC-SEM-E,1031251.46,379154.12,83531.37,34289.15,568566.01,534276.89,115691.47808135756,798.0,0.5513359564116399,0.5180859477280159,418585.41191864247,Aureon Secure Element Essential,Security Components,Secure Electronics,Secure Element,Essential,1,G2,Volume
Spare Parts,SP-SEC-SEM-P,970793.71,424912.45,72809.55,33977.76,473071.92,439094.01,107354.8777331302,586.0,0.48730426982267944,0.4523041357571219,331739.1322668698,Aureon Secure Element Professional,Security Components,Secure Electronics,Secure Element,Professional,2,G2,Core
Spare Parts,SP-SEC-SEM-X,598199.64,319390.58,41275.83,23030.69,237533.28,214502.53,63703.231360173166,244.0,0.3970802790854237,0.35858017233176537,150799.29863982683,Aureon Secure Element Premium,Security Components,Secure Electronics,Secure Element,Premium,3,G2,Premium
Spare Parts,SP-SEC-SNR-E,984000.93,401142.97,79704.04,32718.059999999998,503153.91,470435.85,110173.83368771449,626.0,0.5113347911165084,0.4780847615662314,360262.0163122855,Aureon Tamper Sensor Essential,Security Components,Input Devices,Tamper Sensor,Essential,1,G2,Volume
Spare Parts,SP-SEC-SNR-P,594526.1900000001,288538.64,44589.46,20808.43,261398.19,240589.71,64372.541637646995,295.0,0.4396748106252476,0.4046747040698072,176217.168362353,Aureon Tamper Sensor Professional,Security Components,Input Devices,Tamper Sensor,Professional,2,G2,Core
Spare Parts,SP-SEC-SNR-X,444326.74,263034.51,30658.55,17106.55,150633.7,133527.11,51229.46908185723,149.0,0.33901560819859733,0.3005155845448329,82297.64091814276,Aureon Tamper Sensor Premium,Security Components,Input Devices,Tamper Sensor,Premium,3,G2,Premium
