month,entity,division,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,depreciation,ebit,interest,ebt,tax,net_income,factory_absorption_variance,inventory_provision_expense,credit_loss_expense
2025-07,ES01,Spare Parts,1947764.17,881667.93,149416.68,67783.17,916679.52,848896.4,190348.68,13531.861445711502,645015.8585542885,701.5544851827923,644314.3040691058,97601.22890321154,546713.0751658942,0.0,0.0,0.0
2025-07,JP01,Hardware,3452610.95,1896178.16,197908.88,185089.93,1358523.84,1173434.04,387459.43999999994,31717.8587976894,754256.7412023107,1644.4009709370398,752612.3402313737,204111.09987547973,548501.240355894,0.0,0.0,0.0
2025-07,JP01,Software,655804.36,108616.62,23351.98,29523.350000000002,523835.69,494312.22000000003,108995.73999999999,6024.631906293719,379291.8480937063,312.3448723143116,378979.503221392,38769.77486349427,340209.7283578977,0.0,0.0,0.0
2025-07,JP01,Spare Parts,2694950.13,1219515.5,206238.53,94074.8,1269196.16,1175121.46,333247.28,24757.509296016884,817116.670703983,1283.544156748649,815833.1265472344,159319.785261026,656513.3412862084,0.0,0.0,0.0
2025-07,US01,Events,2225714.08,1032940.48,146704.69,122558.58,1046068.92,923510.35,572126.03,15586.587414504458,335797.7325854955,808.0810133335144,334989.651572162,88808.65425769881,246180.9973144632,0.0,0.0,0.0
2025-07,US01,Hardware,5738869.7,3312167.32,323271.44,313996.74,2103430.97,1789434.13,822824.28,40189.07686449149,926420.7731355084,2083.5882219718906,924337.1849135365,228987.76603744348,695349.4188760931,0.0,0.0,0.0
2025-07,US01,Software,960213.31,158038.1,34329.65,43023.12,767845.5599999999,724822.33,203191.25,6724.33572100405,514906.7442789959,348.62076469459544,514558.1235143013,38313.65970485776,476244.4638094436,0.0,0.0,0.0
2025-08,DE01,Hardware,4520581.2700000005,2569224.0,254035.92,247647.74,1697321.41,1449673.67,594556.5199999999,53183.31496529993,801933.8350347001,11029.079273530348,790904.7557611697,207098.117484754,583806.6382764156,0.0,0.0,0.0
2025-08,DE01,Software,791918.14,129579.88,28245.92,35533.19,634092.19,598559.04,138791.78,9316.68503470008,450450.5749652999,1932.0807264696525,448518.4942388303,36279.572515246,412238.9217235843,0.0,0.0,0.0
2025-08,ES01,Events,2250548.42,1039599.3,149351.31,123151.8,1061597.82,938446.03,376232.31000000006,17387.222806627735,544826.4971933722,901.4343070094045,543925.0628863628,113730.05249851523,430195.01038784755,0.0,0.0,0.0
2025-08,ES01,Hardware,4096661.92,2332433.0,230512.89,223503.06,1533716.13,1310213.15,409954.05,31649.873841180168,868609.2261588197,1640.876315341403,866968.3498434783,207022.2400415043,659946.109801974,0.0,0.0,0.0
2025-08,ES01,Spare Parts,1742596.63,786099.14,133627.16,60657.27,822870.59,762213.19,183341.2,13462.9033521921,565409.0866478079,697.9793776491925,564711.1072701587,88061.0274599805,476650.0798101782,0.0,0.0,0.0
2025-08,JP01,Hardware,2883900.23,1557715.87,166065.05,154053.99,1160119.44,1006065.35,373209.13,30345.712160284078,602510.5078397159,1573.2625224935503,600937.2453172223,169098.7863139432,431838.4590032791,0.0,0.0,0.0
2025-08,JP01,Software,652077.38,107134.16,23198.01,29392.81,521745.06,492352.34,110143.31999999999,6861.455286791313,375347.5647132087,355.7296792197924,374991.83503398893,38234.850288415124,336756.98474557383,0.0,0.0,0.0
2025-08,JP01,Spare Parts,2403700.57,1079896.92,184141.77,83836.2,1139661.86,1055825.62,323961.7,25292.83255292461,706571.0874470755,1311.2977982866573,705259.7896487889,140942.0633976417,564317.7262511472,0.0,0.0,0.0
2025-08,US01,Events,3588955.12,1779793.45,233125.61,200517.81,1576036.07,1375518.26,630374.61,22998.103278809933,722145.5467211901,1192.3283851727206,720953.2183360173,155916.52062616133,565036.697709856,0.0,0.0,0.0
2025-08,US01,Hardware,5196879.26,2991474.07,292179.13,284845.17,1913226.3,1628381.06,807183.9,33301.716503210366,787895.4434967897,1726.5155034910001,786168.9279932986,225770.26049115375,560398.6675021448,0.0,0.0,0.0
2025-08,US01,Software,967565.38,157337.01,34599.5,43342.24,775628.57,732286.36,205276.49,6200.180217979705,520809.6897820203,321.44611133627933,520488.243670684,42034.358882684945,478453.88478799904,0.0,0.0,0.0
2025-09,DE01,Hardware,5609019.49,3196356.14,314526.92,308068.2,2098136.29,1790068.03,622866.44,54585.18884182326,1112616.4011581768,11319.797859345375,1101296.6032988315,269771.94212879403,831524.6611700375,0.0,0.0,0.0
2025-09,DE01,Software,813303.59,131285.41,28996.54,36511.38,653021.77,616510.27,140860.79,7914.811158176738,467734.66884182324,1641.3621406546242,466093.3067011686,39116.727871205956,426976.57882996264,0.0,0.0,0.0
2025-09,ES01,Events,3105927.35,1421369.77,209339.87,167413.63,1475217.7,1307804.05,412919.94,18420.05162971116,876464.0583702889,954.9809455237885,875509.0774247651,169846.8546347177,705662.2227900474,0.0,0.0,0.0
2025-09,ES01,Hardware,5273499.79,3075852.5,293673.25,291056.48,1903973.9,1612917.17,442197.89,31275.083881492264,1139444.1961185075,1621.445464805769,1137822.7506537018,288380.0074230147,849442.7432306872,0.0,0.0,0.0
2025-09,ES01,Spare Parts,2159113.32,969698.99,165712.94,75100.18,1023701.2,948601.17,194288.89,12804.864488796582,741507.4155112035,663.8635896704428,740843.5519215331,118070.56794226775,622772.9839792653,0.0,0.0,0.0
2025-09,JP01,Hardware,3882044.13,2130966.72,221864.03,208724.02,1529213.46,1320489.24,399963.51,32102.454448163695,888423.2755518362,1664.3401939814455,886758.9353578548,237973.37863044025,648785.5567274146,0.0,0.0,0.0
2025-09,JP01,Software,673714.02,108466.07,23988.69,30330.49,541259.24,510928.82,112258.31,5571.259087706261,393099.25091229373,288.8399217488595,392810.4109905449,41299.37635976745,351511.03463077743,0.0,0.0,0.0
2025-09,JP01,Spare Parts,3002161.09,1347549.88,229825.82,104767.87,1424785.33,1320017.67,339661.42,24826.28646413004,955529.96353587,1287.1098842696947,954242.8536516003,184035.62500979227,770207.228641808,0.0,0.0,0.0
2025-09,US01,Events,2178475.61,1046012.41,141935.02000000002,121786.78,990528.15,868741.35,563826.0800000001,14080.841749193436,290834.42825080646,730.016171383904,290104.41207942256,91556.69479148567,198547.7172879369,0.0,0.0,0.0
2025-09,US01,Hardware,6485739.55,3700751.62,365146.89,354909.05,2419841.0,2064931.76,841385.77,41921.36547722701,1181624.624522773,2173.3981014752626,1179451.2264212978,272581.8337146394,906869.3927066583,0.0,0.0,0.0
2025-09,US01,Software,1005286.71,160836.46,35934.39,45048.38,808515.88,763467.48,208450.15,6497.792773579556,548519.5372264204,336.8757271408336,548182.6614992796,42250.061493874964,505932.60000540456,0.0,0.0,0.0
2025-10,DE01,Hardware,6011563.3,3412927.99,336791.5,330419.66,2261843.75,1931424.06,631959.53,55045.87803986445,1244418.6519601357,11272.647198622897,1233146.0047615129,296309.5570846376,936836.4476768753,0.0,0.0,0.0
2025-10,DE01,Software,814065.06,128832.56,29010.63,36560.98,656221.9,619660.88,142546.92,7454.1219601355515,469659.83803986444,1526.502801377103,468133.33523848734,40125.212915362456,428008.1223231249,0.0,0.0,0.0
2025-10,ES01,Events,3296607.94,1584796.2,217535.82,182475.55,1494275.88,1311800.34,419708.06000000006,18657.02092895944,873435.2590710405,955.1767839724018,872480.0822870681,180843.121784937,691636.9605021311,0.0,0.0,0.0
2025-10,ES01,Hardware,5485009.31,3169820.87,305981.46,302349.32,2009206.87,1706857.46,446679.32,31042.191050540077,1229135.9489494597,1589.255880025722,1227546.693069434,300892.98597025254,926653.7070991815,0.0,0.0,0.0
2025-10,ES01,Spare Parts,2261839.1,1010398.18,173793.04,78578.96,1077647.82,999068.86,196520.63,12800.788020500486,789747.4419794995,655.357336001876,789092.0846434977,124078.46224481043,665013.6223986873,0.0,0.0,0.0
2025-10,JP01,Hardware,3962721.06,2167452.81,226210.77,213312.52,1569057.3,1355744.57,400523.32,31932.273182920828,923288.9768170791,1634.8250945276518,921654.1517225514,247746.2860315058,673907.8656910456,0.0,0.0,0.0
2025-10,JP01,Software,682170.79,108177.45,24275.06,30730.57,549718.34,518987.81,113768.17,5497.047027501077,399722.5929724989,281.4303377300427,399441.1626347689,42648.795386490885,356792.367248278,0.0,0.0,0.0
2025-10,JP01,Spare Parts,3111213.23,1387165.82,238519.2,108425.48,1485528.18,1377102.65,341295.06,25070.679789578095,1010736.9102104218,1283.5345677423054,1009453.3756426795,194510.66858200333,814942.7070606762,0.0,0.0,0.0
2025-10,US01,Events,2224073.45,1045622.11,146178.07,123086.03,1032273.27,909187.22,562821.27,14381.735142474896,331984.2148575251,736.296516664636,331247.91834086046,98458.41267893439,232789.50566192606,0.0,0.0,0.0
2025-10,US01,Hardware,6413564.45,3618890.62,362274.94,349877.33,2432398.88,2082521.56,834975.7899999999,41472.63447576008,1206073.1355242399,2123.259537107078,1203949.8759871328,283924.69473570795,920025.1812514248,0.0,0.0,0.0
2025-10,US01,Software,1027718.14,161576.55,36719.33,46074.06,829422.24,783348.17,211227.22,6645.630381765015,565475.3196182351,340.233946228286,565135.0856720068,45496.47258535767,519638.61308664916,0.0,0.0,0.0
2025-11,DE01,Hardware,6309199.7,3586117.3,352877.38,347401.08,2370204.91,2022803.92,644589.56,55314.47226192269,1322899.8877380772,11327.651642419005,1311572.2360956583,311860.1182601625,999712.1178354959,0.0,0.0,0.0
2025-11,DE01,Software,819585.32,129053.87,29235.38,36782.23,661295.98,624513.76,144531.97,7185.527738077308,472796.2622619227,1471.4983575809947,471324.76390434173,40511.63173983748,430813.13216450426,0.0,0.0,0.0
2025-11,ES01,Events,2456787.69,1161449.69,163036.69,134800.09,1132301.3,997501.27,380135.36,14528.522127385964,602837.3878726141,743.8115170878134,602093.5763555262,131425.72480534032,470667.85155018594,0.0,0.0,0.0
2025-11,ES01,Hardware,5755987.5,3314825.7,321158.49,317170.06,2120003.21,1802833.4,456569.80000000005,34038.75397906565,1312224.8460209342,1742.6698335147917,1310482.1761874193,307916.2404782233,1002565.935709196,0.0,0.0,0.0
2025-11,ES01,Spare Parts,2356037.61,1052281.57,180874.54,81911.17,1122881.44,1040970.29,201862.94,13932.723893548386,825174.6261064517,713.308649397395,824461.3174570544,126036.10471643634,698425.212740618,0.0,0.0,0.0
2025-11,JP01,Hardware,4061462.73,2212291.98,231937.8,218571.74,1617232.92,1398661.27,405244.97,31752.59081909722,961663.7091809028,1625.6259612326253,960038.0832196702,257042.14560227256,702995.9376173976,0.0,0.0,0.0
2025-11,JP01,Software,690229.77,108536.52,24592.739999999998,31055.94,557100.51,526044.52,115322.20999999999,5396.229121120013,405326.08087888005,276.2687996714977,405049.81207920855,43683.31136682944,361366.5007123791,0.0,0.0,0.0
2025-11,JP01,Spare Parts,3242660.53,1444483.99,248510.18,113044.93,1549666.27,1436621.33,347875.64,25351.180059782775,1063394.5099402172,1297.895239095877,1062096.6147011213,205221.73303089803,856874.8816702233,0.0,0.0,0.0
2025-11,US01,Events,2108376.33,916200.4,143540.81,112525.13,1048635.0899999999,936110.01,554578.19,13321.491129379532,368210.3288706205,682.0155856140374,367528.3132850065,96280.63806124295,271247.67522376357,0.0,0.0,0.0
2025-11,US01,Hardware,6759111.68,3821580.29,380896.35,369434.8,2556634.92,2187200.2,853338.2,42706.53441058389,1291155.4655894164,2186.4310678662755,1288969.0345215502,308660.0698451209,980308.9646764293,0.0,0.0,0.0
2025-11,US01,Software,1024311.59,160174.47,36610.28,45912.02,827526.96,781614.88,213874.88,6471.974460036574,561268.0255399634,331.34334651968686,560936.6821934436,46775.982093636136,514160.7000998075,0.0,0.0,0.0
2025-12,DE01,Hardware,6532830.6,3708638.21,365434.72,359628.5,2458757.69,2099129.28,685799.5,55406.57041009561,1357923.2095899042,11346.512090630004,1346576.6974992743,320039.0508055899,1026537.6466936844,0.0,0.0,0.0
2025-12,DE01,Software,836366.04,130456.45,29815.34,37555.2,676094.3099999999,638539.21,146891.24,7093.429589904389,484554.5404100956,1452.6379093699961,483101.9025007256,40973.01919441015,442128.8833063154,0.0,0.0,0.0
2025-12,ES01,Events,4447632.62,2093556.21,291254.23,246932.21,2062822.15,1815889.96,467954.29,21579.76599328794,1326355.904006712,1104.811510842605,1325251.0924958694,260811.39792161228,1064439.6945742571,0.0,0.0,0.0
2025-12,ES01,Hardware,5948285.04,3421658.23,331854.01,327867.88,2194772.77,1866905.02,489293.72000000003,28860.881775027403,1348750.4182249727,1477.580174318639,1347272.838050654,348810.40523500193,998462.432815652,0.0,0.0,0.0
2025-12,ES01,Spare Parts,2485456.44,1107605.22,190896.41,86383.62,1186954.85,1100571.3,217561.13,12059.352231684661,870950.8177683154,617.3983148387562,870333.4194534767,145748.40684338578,724585.0126100909,0.0,0.0,0.0
2025-12,JP01,Hardware,4196196.59,2289223.39,239306.37,226180.98,1667666.89,1441486.08,431134.69,31448.864616011604,978902.5253839885,1610.0762001546843,977292.4491838338,263878.8890290512,713413.5601547826,0.0,0.0,0.0
2025-12,JP01,Software,702849.99,109891.9,24993.63,31675.84,567964.43,536288.72,117455.69,5267.587851710996,413565.44214828894,269.6827989124212,413295.75934937655,44198.90025106753,369096.859098309,0.0,0.0,0.0
2025-12,JP01,Spare Parts,3440277.91,1529602.01,263871.62,119839.05,1646804.3,1526965.3,372176.29,25783.547532277404,1129005.4624677226,1320.0310009328946,1127685.4314667897,216342.75071988135,911342.6807469083,0.0,0.0,0.0
2025-12,US01,Events,1936254.6400000001,897757.0,132047.92,103654.78,906449.73,802794.9500000001,543815.97,12169.523630674015,246809.45636932607,623.0387202911105,246186.41764903496,83713.25348421976,162473.1641648152,0.0,0.0,0.0
2025-12,US01,Hardware,6963574.85,3932104.6,392484.39,380558.92,2638985.94,2258427.05,895690.7300000001,43766.654932866804,1318969.665067133,2240.705676602206,1316728.9593905308,301067.5840520581,1015661.3753384727,0.0,0.0,0.0
2025-12,US01,Software,1044348.99,161782.13999999998,37336.19,46793.49,845230.57,798437.15,218052.35,6563.821436459173,573820.9785635408,336.04560310668313,573484.9329604341,45152.042463722064,528332.8904967121,0.0,0.0,0.0
2026-01,DE01,Hardware,4927544.58,2827414.09,276353.27,270401.44,1823777.18,1553375.78,665552.6,53385.222414559874,834437.9575854401,10795.909883731338,823642.0477017087,215312.57008664924,608329.4776150595,0.0,0.0,0.0
2026-01,DE01,Software,841309.09,139684.81,29995.11,37768.7,671629.1,633860.39,148410.32,9114.777585440124,476335.29241455987,1843.2501162686624,474492.0422982912,36761.59991335078,437730.44238494046,0.0,0.0,0.0
2026-01,ES01,Events,2563085.41,1199792.08,169965.08000000002,140429.97999999998,1193328.25,1052898.31,418173.11,17808.637926730535,616916.5620732695,900.344896552062,616016.2171767175,126340.92275446486,489675.2944222526,0.0,0.0,0.0
2026-01,ES01,Hardware,4565381.28,2631015.89,255836.08000000002,250206.97,1678529.32,1428322.29,461988.74999999994,31720.84000626167,934612.6999937383,1603.6990886941692,933009.0009050441,225039.11941083535,707969.8814942088,0.0,0.0,0.0
2026-01,ES01,Spare Parts,1866765.78,837476.03,143335.54,64891.36,885954.16,821062.8,206284.66999999998,12970.52206700779,601807.6079329923,655.7460147537687,601151.8619182385,92017.57783469975,509134.2840835387,0.0,0.0,0.0
2026-01,JP01,Hardware,3141180.73,1710454.56,180371.18,168181.75,1250355.1199999999,1082173.43,411254.63,30671.290028186962,640247.509971813,1550.637368290638,638696.8726035223,180003.56386188915,458693.3087416331,0.0,0.0,0.0
2026-01,JP01,Software,684825.21,113886.68000000001,24393.6,30823.96,546544.89,515720.83,117765.84,6686.808063579341,391268.1819364207,338.06254801947784,390930.1193884012,39243.51669585934,351686.6026925419,0.0,0.0,0.0
2026-01,JP01,Spare Parts,2574891.95,1152959.84,197384.86,89740.09,1224547.23,1134807.14,359981.89,25141.901908233693,749683.3480917662,1271.0900836898838,748412.2580080763,147552.70944225148,600859.5485658249,0.0,0.0,0.0
2026-01,US01,Events,1895423.0,865022.75,125626.82,104005.09,904773.4,800768.34,538981.5800000001,14092.92712405232,247693.83287594758,712.4910431569484,246981.34183279064,70840.76569829503,176140.5761344956,0.0,0.0,0.0
2026-01,US01,Hardware,5487967.82,3163374.14,308718.87,300580.68,2015874.82,1715294.1300000001,877175.7899999999,40804.364274573156,797313.975725427,2062.9315550584565,795251.0441703686,205110.86047621188,590140.1836941567,0.0,0.0,0.0
2026-01,US01,Software,1022523.47,168724.83,36506.35,45871.1,817292.22,771421.02,219516.52999999997,7602.70860137452,544301.7813986255,384.36740178459513,543917.4139968408,38216.453825493096,505700.9601713477,0.0,0.0,0.0
2026-02,DE01,Hardware,5151769.06,2935672.92,289326.95,282454.66,1926769.25,1644314.54,663283.68,53724.39314318003,927306.4668568199,10864.499213432886,916441.967643387,233841.31794508247,682600.6496983046,0.0,0.0,0.0
2026-02,DE01,Software,841515.32,138962.38,29998.87,37788.3,672553.98,634765.76,149715.13,8775.606856819966,476275.02314318006,1774.6607865671142,474500.3623566129,38196.7920549175,436303.57030169544,0.0,0.0,0.0
2026-02,ES01,Events,4430784.51,2171927.2,291186.35,245729.89,1967670.99,1721941.1199999999,486980.31,24646.976749120106,1210313.8332508798,1246.0683305936354,1209067.7649202861,240654.43360449272,968413.3313157934,0.0,0.0,0.0
2026-02,ES01,Hardware,4847414.16,2814606.15,270727.16,266679.0,1762080.85,1495401.77,459486.41000000003,26964.54856363023,1008950.8114363698,1363.2369744939706,1007587.5744618758,263283.33198971074,744304.242472165,0.0,0.0,0.0
2026-02,ES01,Spare Parts,1957419.99,876405.43,150287.65,68048.93,930726.96,862678.0599999999,203112.47,10888.474687249665,648677.1153127503,550.4846949123939,648126.6306178379,106315.66440579658,541810.9662120413,0.0,0.0,0.0
2026-02,JP01,Hardware,3507353.27,1907508.84,201284.92,187949.36,1398559.56,1210610.28,416795.36,31739.820992655084,762075.0990073449,1604.6587035901057,760470.4403037548,207245.09007434236,553225.3502294124,0.0,0.0,0.0
2026-02,JP01,Software,699409.02,115358.61,24919.6,31468.36,559130.76,527662.35,119161.90999999999,6329.307425438875,402171.1325745611,319.98851695724005,401851.14405760384,41327.1986567545,360523.94540084933,0.0,0.0,0.0
2026-02,JP01,Spare Parts,2699690.63,1205837.15,206949.26,94083.41,1286904.06,1192820.57,357456.12,24430.87158190604,810933.5784180941,1235.1427794526542,809698.4356386415,159521.32126890315,650177.1143697384,0.0,0.0,0.0
2026-02,US01,Events,1574806.3,739690.12,103306.19,87340.25,731809.99,644469.73,521576.56,11555.778707045607,111337.39129295437,584.2213440117702,110753.16994894261,59380.59842100828,51372.57152793433,0.0,0.0,0.0
2026-02,US01,Hardware,5879859.11,3349111.64,331722.22,321160.57,2199025.31,1877864.7,883363.8699999999,43145.84638362581,951354.9836163743,2181.309023112272,949173.674593262,221709.52236031645,727464.1522329455,0.0,0.0,0.0
2026-02,US01,Software,1062752.26,174173.78,38008.63,47607.840000000004,850569.67,802961.93,222895.63,7798.374909328592,572267.9250906714,394.2596328759583,571873.6654577955,40072.77921867533,531800.8862391202,0.0,0.0,0.0
2026-03,DE01,Hardware,5576479.87,3400986.11,312429.0,306407.54,1863064.66,1556657.1,672686.5499999999,54035.569773933814,829934.9802260663,10927.427393022612,819007.5528330437,206212.68550269486,612794.8673303488,0.0,0.0,0.0
2026-03,DE01,Software,873530.62,168969.71,31153.98,39199.93,673407.05,634207.1,152634.72,8464.43022606619,473107.9497739338,1711.732606977388,471396.2171669564,32302.294497305167,439093.9226696512,0.0,0.0,0.0
2026-03,ES01,Events,2642624.94,1331313.77,172074.71,147001.18,1139236.51,992235.31,457623.88000000006,16452.032215279763,518159.3977847202,831.7594699763016,517327.6383147439,110417.7352430955,406909.9030716484,0.0,0.0,0.0
2026-03,ES01,Hardware,5255325.06,3258734.9,293023.04,289671.43,1703567.06,1413895.54,469662.68000000005,32717.763266431237,911515.0967335687,1654.100179066188,909860.9965545025,219585.11111738955,690275.885437113,0.0,0.0,0.0
2026-03,ES01,Spare Parts,2141178.09,990914.79,164473.24,74413.21,985789.9,911376.54,207677.63000000003,13330.204518288996,690368.7054817111,673.9303509575102,689694.7751307535,89465.60363951491,600229.1714912386,0.0,0.0,0.0
2026-03,JP01,Hardware,3695419.89,2152735.5,211727.39,198234.01,1330956.96,1132722.92,420392.67999999993,31243.937420257113,681086.3025797429,1579.5884963384676,679506.7140834044,197795.14479132387,481711.56929208053,0.0,0.0,0.0
2026-03,JP01,Software,725359.15,140615.8,25832.27,32653.4,558911.17,526257.8,121154.74,6132.747174722517,398970.31282527756,310.0510911234634,398660.2617341541,38824.41572829268,359835.8460058614,0.0,0.0,0.0
2026-03,JP01,Spare Parts,2971494.86,1373333.07,227696.5,103598.09,1370465.26,1266867.11,363795.92000000004,25123.315405020363,877947.8745949797,1270.1504125380688,876677.7241824416,159047.4894803834,717630.2347020581,0.0,0.0,0.0
2026-03,US01,Events,2654996.65,1354977.92,171780.28,149001.69,1128238.46,979236.79,567227.3400000001,16579.851097097384,395429.59890290257,838.2215631695575,394591.377339733,92240.02526045052,302351.3520792825,0.0,0.0,0.0
2026-03,US01,Hardware,6273560.57,3810572.05,353991.88,342623.5,2108996.66,1766372.99,890535.49,39176.960957454095,836660.539042546,1980.6555114200619,834679.8835311258,217956.35239304972,616723.5311380761,0.0,0.0,0.0
2026-03,US01,Software,1079813.16,208294.58,38552.44,48440.7,832966.36,784525.56,225660.04,6743.187945448517,552122.3320545515,340.9129254103803,551781.419129141,37514.92234649973,514266.4967826413,0.0,0.0,0.0
2026-04,DE01,Hardware,5635288.92,3532053.32,316048.15,309323.16,1787187.56,1477864.21,671134.1900000001,54274.19734143658,752455.8226585633,10838.487738112288,741617.3349204509,183726.14716261148,557891.1877578394,0.0,0.0,0.0
2026-04,DE01,Software,854084.94,175096.82,30480.69,38304.9,648507.34,610202.45,153092.52000000002,8225.802658563425,448884.1273414365,1642.6822618877131,447241.4450795488,27845.552837388535,419395.8922421603,0.0,0.0,0.0
2026-04,ES01,Events,2931397.52,1585570.76,188172.48,166316.79,1157654.29,991337.46,449421.45,17643.97428749698,524272.035712503,880.8690644725433,523391.16664803046,112627.38802209498,410763.7786259355,0.0,0.0,0.0
2026-04,ES01,Hardware,5279920.83,3360845.01,294525.97,290905.55,1624549.86,1333644.24,468353.07,31779.650057335013,833511.5199426649,1586.5875884384297,831924.9323542265,202860.13343094857,629064.7989232779,0.0,0.0,0.0
2026-04,ES01,Spare Parts,2172529.53,1021767.34,166983.96,75444.73,983778.24,908333.34,207676.87000000002,13076.375655168014,687580.094344832,652.8333470890273,686927.260997743,83470.87854695653,603456.3824507864,0.0,0.0,0.0
2026-04,JP01,Hardware,3816482.42,2296737.71,218279.31,205031.06,1301465.34,1096434.27,421993.37,31703.799131374137,642737.1008686259,1582.8007582661664,641154.3001103598,191622.7331057291,449531.5670046307,0.0,0.0,0.0
2026-04,JP01,Software,732045.37,150876.78,26021.38,33012.14,555147.03,522134.94,122393.76999999999,6081.154532223015,393660.01546777703,303.59945080560243,393356.41601697146,36755.451517786554,356600.9644991849,0.0,0.0,0.0
2026-04,JP01,Spare Parts,2975180.97,1395678.99,228297.54,103580.88,1351204.46,1247623.59,362104.11,24715.046336402847,860804.4336635972,1233.8897909282312,859570.543872669,149381.61537648435,710188.9284961846,0.0,0.0,0.0
2026-04,US01,Events,2116003.86,1027784.49,142083.47,115344.54000000001,946135.88,830791.31,540034.3400000001,14289.0801239123,276467.88987608766,713.377181117477,275754.5126949702,63212.84427191427,212541.6684230559,0.0,0.0,0.0
2026-04,US01,Hardware,6070526.95,3796423.6,342364.92,331705.1,1931738.44,1600033.19,879835.5199999999,40993.42521186089,679204.2447881391,2046.5819960690787,677157.6627920701,181349.04287878223,495808.6199132878,0.0,0.0,0.0
2026-04,US01,Software,1068805.44,218666.13,38193.14,47913.2,811946.06,764032.86,227071.12000000002,7217.494664226813,529744.2453357732,360.3308228134445,529383.9145129598,31929.162849303502,497454.75166365627,0.0,0.0,0.0
2026-05,DE01,Hardware,5751686.71,3514696.07,322459.51,315909.87,1914531.15,1598621.29,671331.3099999999,54134.14168883971,873155.8383111604,10810.518803559928,862345.3195076005,214959.93802842504,647385.3814791755,0.0,0.0,0.0
2026-05,DE01,Software,888862.27,173063.41,31723.85,39860.79,684074.97,644214.2,155992.25999999998,8365.858311160293,479856.08168883965,1670.651196440072,478185.43049239955,33219.78197157495,444965.6485208246,0.0,0.0,0.0
2026-05,ES01,Events,2089603.78,985571.3099999999,141563.1,111893.25,962469.36,850576.12,409457.11,13487.542814906006,427631.467185094,673.360719518769,426958.1064655752,88643.87983746138,338314.2266281138,0.0,0.0,0.0
2026-05,ES01,Hardware,5355219.55,3322648.23,298853.68,294948.01,1733717.7,1438769.77,468577.97000000003,34565.76488574627,935626.0351142538,1725.6833682455235,933900.3517460083,227175.8133465015,706724.5383995068,0.0,0.0,0.0
2026-05,ES01,Spare Parts,2238203.3,1035483.58,171930.27,77769.31,1030789.59,953020.32,208711.91,14446.69229934773,729861.7177006522,721.2459122357076,729140.4717884165,94947.67681603711,634192.7949723793,0.0,0.0,0.0
2026-05,JP01,Hardware,3849808.81,2259921.36,220201.4,206817.62,1369686.04,1162868.57,420975.12,31491.823530010814,710401.6264699893,1572.217952679319,708829.4085173099,207164.31541836902,501665.0930989409,0.0,0.0,0.0
2026-05,JP01,Software,749217.55,146651.99,26671.63,33743.1,575893.86,542150.7,124931.61999999998,6128.674964039853,411090.4050359601,305.9718912567026,410784.4331447034,40316.58414880548,370467.8489958979,0.0,0.0,0.0
2026-05,JP01,Spare Parts,3041466.43,1402308.72,233329.21,105909.35,1405828.67,1299919.3599999999,362302.10000000003,24879.501505949334,912737.7584940505,1242.1001560639784,911495.6583379864,163666.13043282554,747829.5279051609,0.0,0.0,0.0
2026-05,US01,Events,1061117.45,470350.24,72616.78,56434.26,518150.46,461716.19999999995,489645.39,7663.255197068776,-35592.44519706884,382.5852569417877,-35975.03045401063,31411.11413271908,-67386.14458672972,0.0,0.0,0.0
2026-05,US01,Hardware,6485478.49,3944637.18,365744.66,354321.69,2175096.82,1820775.1199999999,887705.4199999999,46837.30037986866,886232.3996201312,2338.3353600368064,883894.0642600944,191982.61705590144,691911.447204193,0.0,0.0,0.0
2026-05,US01,Software,1107668.98,214975.73,39587.27,49640.79,853105.79,803465.0,231639.83000000002,7999.444423062566,563825.7255769373,399.3693830214063,563426.3561939159,32789.12881137949,530637.2273825365,0.0,0.0,0.0
2026-06,DE01,Hardware,5933597.25,3496852.93,332058.77,326431.83,2104685.39,1778253.41,673515.32,54355.059561975024,1050383.0304380248,12116.803787126883,1038266.2266508979,255645.04687683497,782621.1797740629,0.0,0.0,0.0
2026-06,DE01,Software,889131.51,157382.9,31711.170000000002,39910.76,700037.34,660126.65,157766.89,8144.940438024975,494214.819561975,1815.6662128731173,492399.1533491019,38307.63312316505,454091.52022593684,0.0,0.0,0.0
2026-06,ES01,Events,3385391.77,1770917.46,218890.14,190113.2,1395584.16,1205470.98,465697.62,19108.21624645178,720665.1437535482,1064.899362757458,719600.2443907907,160537.70631039602,559062.5380803947,0.0,0.0,0.0
2026-06,ES01,Hardware,5460219.53,3260221.41,304519.57,300994.26,1895478.49,1594483.98,471389.12999999995,30819.19689677136,1092275.6531032287,1717.551377521316,1090558.1017257073,258927.52710786808,831630.5746178392,0.0,0.0,0.0
2026-06,ES01,Spare Parts,2227478.04,1007909.45,171228.2,77356.45,1048340.44,970983.99,208259.97,12572.586856776865,750151.4331432232,700.6692597212261,749450.763883502,105628.6065817359,643822.1573017661,0.0,0.0,0.0
2026-06,JP01,Hardware,3740239.81,2111546.94,213833.46,201002.8,1414859.32,1213856.42,416979.74000000005,30823.98552340004,766052.6944765999,1717.8182473002423,764334.8762292997,218311.03528828666,546023.8409410131,0.0,0.0,0.0
