month,entity,division,function,opening_fte,target_fte,hires,attrition,ending_fte,average_fte,annual_loaded_cost_per_fte,payroll_cost,recruitment_cost,personnel_cost,revenue,revenue_per_fte
2025-03,ES01,Hardware,Supply Chain & Commercial Ops,10.0068,9.2129,0.0,0.0917,9.9151,9.9609,77375.62,64227.67,0.0,64227.67,1215023.14,121979.07
2025-03,ES01,Hardware,G&A,10.0068,9.2129,0.0,0.0917,9.9151,9.9609,83199.59,69062.01,0.0,69062.01,1215023.14,121979.07
2025-03,ES01,Spare Parts,Service Operations,6.7446,6.3708,0.0,0.0618,6.6828,6.7137,73215.64,40962.49,0.0,40962.49,687089.05,102340.91
2025-03,ES01,Spare Parts,Sales,3.8541,3.6405,0.0,0.0353,3.8188,3.8364,91519.55,29258.92,0.0,29258.92,392622.32,102340.91
2025-03,ES01,Spare Parts,Planning,4.8176,4.5506,0.0,0.0442,4.7734,4.7955,78207.62,31253.85,0.0,31253.85,490777.9,102340.91
2025-03,ES01,Spare Parts,G&A,3.8541,3.6405,0.0,0.0353,3.8188,3.8364,83199.59,26599.02,0.0,26599.02,392622.32,102340.91
2025-03,JP01,Hardware,Sales,8.2399,7.617,0.0,0.0755,8.1644,8.2021,126946.48,86769.4,0.0,86769.4,1036695.05,126393.24
2025-03,JP01,Hardware,Product Management,5.4933,5.078,0.0,0.0504,5.4429,5.4681,129254.59,58898.01,0.0,58898.01,691130.03,126393.24
2025-03,JP01,Hardware,Supply Chain & Commercial Ops,6.8666,6.3475,0.0,0.0629,6.8036,6.8351,107327.48,61132.98,0.0,61132.98,863912.54,126393.24
2025-03,JP01,Hardware,G&A,6.8666,6.3475,0.0,0.0629,6.8036,6.8351,115405.89,65734.39,0.0,65734.39,863912.54,126393.24
2025-03,JP01,Software,R&D,2.4881,2.5931,0.0703,0.0228,2.5356,2.5118,132716.77,27780.16,527.25,28307.41,231120.42,92012.76
2025-03,JP01,Software,Sales,1.5714,1.6377,0.0444,0.0144,1.6014,1.5864,126946.48,16782.52,333.0,17115.52,145970.79,92012.76
2025-03,JP01,Software,Customer Success,1.3095,1.3648,0.037,0.012,1.3345,1.322,106173.42,11696.91,277.5,11974.41,121642.32,92012.76
2025-03,JP01,Software,G&A,1.1786,1.2283,0.0333,0.0108,1.2011,1.1898,115405.89,11442.63,249.75,11692.38,109478.09,92012.76
2025-03,JP01,Spare Parts,Service Operations,9.4842,8.9543,0.0,0.0869,9.3972,9.4407,101557.18,79897.53,0.0,79897.53,957577.33,101430.82
2025-03,JP01,Spare Parts,Sales,5.4195,5.1167,0.0,0.0497,5.3698,5.3947,126946.48,57069.66,0.0,57069.66,547187.05,101430.82
2025-03,JP01,Spare Parts,Planning,6.7744,6.3959,0.0,0.0621,6.7123,6.7434,108481.53,60960.77,0.0,60960.77,683983.81,101430.82
2025-03,JP01,Spare Parts,G&A,5.4195,5.1167,0.0,0.0497,5.3698,5.3947,115405.89,51881.51,0.0,51881.51,547187.05,101430.82
2025-03,US01,Events,Project Delivery,13.6257,13.6275,0.0696,0.1249,13.5705,13.5981,142512.85,161492.24,522.35,162014.6,1546360.06,113718.66
2025-03,US01,Events,Sales,6.0559,6.0567,0.031,0.0555,6.0313,6.0436,174182.38,87724.18,232.16,87956.34,687271.14,113718.66
2025-03,US01,Events,Program Management,6.0559,6.0567,0.031,0.0555,6.0313,6.0436,161514.57,81344.24,232.16,81576.4,687271.14,113718.66
2025-03,US01,Events,G&A,4.5419,4.5425,0.0232,0.0416,4.5235,4.5327,158347.61,59811.94,174.12,59986.06,515453.35,113718.66
2025-03,US01,Hardware,Sales,14.1807,13.4319,0.0,0.13,14.0507,14.1157,174182.38,204892.12,0.0,204892.12,1755136.81,124339.38
2025-03,US01,Hardware,Product Management,9.4538,8.9546,0.0,0.0867,9.3671,9.4105,177349.33,139078.28,0.0,139078.28,1170091.21,124339.38
2025-03,US01,Hardware,Supply Chain & Commercial Ops,11.8172,11.1932,0.0,0.1083,11.7089,11.7631,147263.28,144355.81,0.0,144355.81,1462614.01,124339.38
2025-03,US01,Hardware,G&A,11.8172,11.1932,0.0,0.1083,11.7089,11.7631,158347.61,155221.3,0.0,155221.3,1462614.01,124339.38
2025-03,US01,Software,R&D,3.8145,3.9821,0.1114,0.035,3.8909,3.8527,182099.76,58464.98,835.42,59300.4,356666.39,92575.16
2025-03,US01,Software,Sales,2.4092,2.515,0.0704,0.0221,2.4574,2.4333,174182.38,35319.81,527.63,35847.44,225262.98,92575.16
2025-03,US01,Software,Customer Success,2.0076,2.0958,0.0586,0.0184,2.0479,2.0277,145679.8,24616.83,439.69,25056.53,187719.15,92575.16
2025-03,US01,Software,G&A,1.8069,1.8862,0.0528,0.0166,1.8431,1.825,158347.61,24081.69,395.72,24477.41,168947.24,92575.16
2025-04,DE01,Hardware,Sales,12.8976,11.574,0.0,0.1182,12.7794,12.8385,136160.14,145674.0,0.0,145674.0,1622435.76,126372.98
2025-04,DE01,Hardware,Product Management,8.5984,7.716,0.0,0.0788,8.5196,8.559,138635.78,98881.74,0.0,98881.74,1081623.84,126372.98
2025-04,DE01,Hardware,Supply Chain & Commercial Ops,10.748,9.645,0.0,0.0985,10.6495,10.6987,115117.21,102633.95,0.0,102633.95,1352029.8,126372.98
2025-04,DE01,Hardware,G&A,10.748,9.645,0.0,0.0985,10.6495,10.6987,123781.95,110359.09,0.0,110359.09,1352029.8,126372.98
2025-04,DE01,Software,R&D,3.0894,3.1686,0.0591,0.0283,3.1202,3.1048,142349.24,36830.56,443.41,37273.97,288527.38,92929.28
2025-04,DE01,Software,Sales,1.9512,2.0012,0.0373,0.0179,1.9707,1.9609,136160.14,22250.04,280.05,22530.09,182227.82,92929.28
2025-04,DE01,Software,Customer Success,1.626,1.6677,0.0311,0.0149,1.6422,1.6341,113879.39,15507.61,233.37,15740.98,151856.52,92929.28
2025-04,DE01,Software,G&A,1.4634,1.5009,0.028,0.0134,1.478,1.4707,123781.95,15170.48,210.04,15380.52,136670.87,92929.28
2025-04,ES01,Events,Project Delivery,17.2236,16.626,0.0,0.1579,17.0657,17.1446,75076.44,107263.19,0.0,107263.19,829382.16,48375.61
2025-04,ES01,Events,Sales,7.6549,7.3893,0.0,0.0702,7.5848,7.6198,91760.1,58266.42,0.0,58266.42,368614.29,48375.61
2025-04,ES01,Events,Program Management,7.6549,7.3893,0.0,0.0702,7.5848,7.6198,85086.64,54028.87,0.0,54028.87,368614.29,48375.61
2025-04,ES01,Events,G&A,5.7412,5.542,0.0,0.0526,5.6886,5.7149,83418.27,39727.11,0.0,39727.11,276460.72,48375.61
2025-04,ES01,Hardware,Sales,11.8981,10.4255,0.0,0.1091,11.789,11.8435,91760.1,90563.61,0.0,90563.61,1501357.9,126766.1
2025-04,ES01,Hardware,Product Management,7.932,6.9503,0.0,0.0727,7.8593,7.8957,93428.46,61473.48,0.0,61473.48,1000905.27,126766.1
2025-04,ES01,Hardware,Supply Chain & Commercial Ops,9.9151,8.6879,0.0,0.0909,9.8242,9.8696,77578.99,63806.18,0.0,63806.18,1251131.58,126766.1
2025-04,ES01,Hardware,G&A,9.9151,8.6879,0.0,0.0909,9.8242,9.8696,83418.27,68608.79,0.0,68608.79,1251131.58,126766.1
2025-04,ES01,Spare Parts,Service Operations,6.6828,6.0412,0.0,0.0613,6.6216,6.6522,73408.08,40693.68,0.0,40693.68,707205.52,106311.76
2025-04,ES01,Spare Parts,Sales,3.8188,3.4521,0.0,0.035,3.7837,3.8012,91760.1,29066.91,0.0,29066.91,404117.44,106311.76
2025-04,ES01,Spare Parts,Planning,4.7734,4.3151,0.0,0.0438,4.7297,4.7516,78413.17,31048.75,0.0,31048.75,505146.8,106311.76
2025-04,ES01,Spare Parts,G&A,3.8188,3.4521,0.0,0.035,3.7837,3.8012,83418.27,26424.47,0.0,26424.47,404117.44,106311.76
2025-04,JP01,Hardware,Sales,8.1644,7.2493,0.0,0.0748,8.0895,8.127,127280.13,86199.98,0.0,86199.98,1069010.64,131538.91
2025-04,JP01,Hardware,Product Management,5.4429,4.8329,0.0,0.0499,5.393,5.418,129594.32,58511.5,0.0,58511.5,712673.76,131538.91
2025-04,JP01,Hardware,Supply Chain & Commercial Ops,6.8036,6.0411,0.0,0.0624,6.7413,6.7725,107609.57,60731.8,0.0,60731.8,890842.2,131538.91
2025-04,JP01,Hardware,G&A,6.8036,6.0411,0.0,0.0624,6.7413,6.7725,115709.21,65303.01,0.0,65303.01,890842.2,131538.91
2025-04,JP01,Software,R&D,2.5356,2.5848,0.0399,0.0232,2.5522,2.5439,133065.6,28208.71,299.05,28507.76,236636.25,93021.35
2025-04,JP01,Software,Sales,1.6014,1.6325,0.0252,0.0147,1.6119,1.6067,127280.13,17041.41,188.88,17230.29,149454.47,93021.35
2025-04,JP01,Software,Customer Success,1.3345,1.3604,0.021,0.0122,1.3433,1.3389,106452.48,11877.35,157.4,12034.75,124545.39,93021.35
2025-04,JP01,Software,G&A,1.2011,1.2244,0.0189,0.011,1.2089,1.205,115709.21,11619.15,141.66,11760.8,112090.85,93021.35
2025-04,JP01,Spare Parts,Service Operations,9.3972,8.4212,0.0,0.0861,9.3111,9.3542,101824.11,79373.2,0.0,79373.2,968659.1,103553.89
2025-04,JP01,Spare Parts,Sales,5.3698,4.8121,0.0,0.0492,5.3206,5.3452,127280.13,56695.15,0.0,56695.15,553519.48,103553.89
2025-04,JP01,Spare Parts,Planning,6.7123,6.0152,0.0,0.0615,6.6508,6.6815,108766.66,60560.72,0.0,60560.72,691899.35,103553.89
2025-04,JP01,Spare Parts,G&A,5.3698,4.8121,0.0,0.0492,5.3206,5.3452,115709.21,51541.04,0.0,51541.04,553519.48,103553.89
2025-04,US01,Events,Project Delivery,13.5705,15.0063,0.8581,0.1244,14.3042,13.9373,142887.42,165955.93,6435.74,172391.67,1026588.97,73657.43
2025-04,US01,Events,Sales,6.0313,6.6695,0.3814,0.0553,6.3574,6.1944,174640.19,90148.9,2860.33,93009.23,456261.76,73657.43
2025-04,US01,Events,Program Management,6.0313,6.6695,0.3814,0.0553,6.3574,6.1944,161939.08,83592.62,2860.33,86452.95,456261.76,73657.43
2025-04,US01,Events,G&A,4.5235,5.0021,0.286,0.0415,4.7681,4.6458,158763.8,61465.16,2145.25,63610.41,342196.32,73657.43
2025-04,US01,Hardware,Sales,14.0507,12.8275,0.0,0.1288,13.9219,13.9863,174640.19,203547.53,0.0,203547.53,1773262.96,126785.69
2025-04,US01,Hardware,Product Management,9.3671,8.5517,0.0,0.0859,9.2813,9.3242,177815.46,138165.59,0.0,138165.59,1182175.31,126785.69
2025-04,US01,Hardware,Supply Chain & Commercial Ops,11.7089,10.6896,0.0,0.1073,11.6016,11.6553,147650.34,143408.49,0.0,143408.49,1477719.14,126785.69
2025-04,US01,Hardware,G&A,11.7089,10.6896,0.0,0.1073,11.6016,11.6553,158763.8,154202.67,0.0,154202.67,1477719.14,126785.69
2025-04,US01,Software,R&D,3.8909,3.985,0.0713,0.0357,3.9266,3.9088,182578.38,59471.31,534.96,60006.27,355279.21,90892.98
2025-04,US01,Software,Sales,2.4574,2.5168,0.045,0.0225,2.48,2.4687,174640.19,35927.75,337.87,36265.62,224386.87,90892.98
2025-04,US01,Software,Customer Success,2.0479,2.0973,0.0375,0.0188,2.0666,2.0572,146062.7,25040.55,281.56,25322.11,186989.06,90892.98
2025-04,US01,Software,G&A,1.8431,1.8876,0.0338,0.0169,1.86,1.8515,158763.8,24496.19,253.4,24749.59,168290.15,90892.98
2025-05,DE01,Hardware,Sales,12.7794,12.1426,0.0,0.1171,12.6622,12.7208,136518.02,144718.02,0.0,144718.02,1683903.12,132374.16
2025-05,DE01,Hardware,Product Management,8.5196,8.0951,0.0,0.0781,8.4415,8.4805,139000.16,98232.84,0.0,98232.84,1122602.08,132374.16
2025-05,DE01,Hardware,Supply Chain & Commercial Ops,10.6495,10.1189,0.0,0.0976,10.5518,10.6007,115419.78,101960.43,0.0,101960.43,1403252.6,132374.16
2025-05,DE01,Hardware,G&A,10.6495,10.1189,0.0,0.0976,10.5518,10.6007,124107.29,109634.87,0.0,109634.87,1403252.6,132374.16
2025-05,DE01,Software,R&D,3.1202,3.1996,0.0594,0.0286,3.151,3.1356,142723.38,37293.82,445.67,37739.49,297327.42,94822.62
2025-05,DE01,Software,Sales,1.9707,2.0208,0.0375,0.0181,1.9901,1.9804,136518.02,22529.91,281.48,22811.38,187785.74,94822.62
2025-05,DE01,Software,Customer Success,1.6422,1.684,0.0313,0.0151,1.6584,1.6503,114178.71,15702.66,234.56,15937.23,156488.12,94822.62
2025-05,DE01,Software,G&A,1.478,1.5156,0.0281,0.0135,1.4926,1.4853,124107.29,15361.3,211.11,15572.41,140839.3,94822.62
2025-05,ES01,Events,Project Delivery,17.0657,15.6769,0.0,0.1564,16.9093,16.9875,75273.77,106559.28,0.0,106559.28,1168499.24,68785.92
2025-05,ES01,Events,Sales,7.5848,6.9675,0.0,0.0695,7.5152,7.55,92001.27,57884.05,0.0,57884.05,519332.99,68785.92
2025-05,ES01,Events,Program Management,7.5848,6.9675,0.0,0.0695,7.5152,7.55,85310.27,53674.31,0.0,53674.31,519332.99,68785.92
2025-05,ES01,Events,G&A,5.6886,5.2256,0.0,0.0521,5.6364,5.6625,83637.52,39466.4,0.0,39466.4,389499.75,68785.92
2025-05,ES01,Hardware,Sales,11.789,11.2647,0.0,0.1081,11.6809,11.735,92001.27,89969.29,0.0,89969.29,1585160.25,135080.13
2025-05,ES01,Hardware,Product Management,7.8593,7.5098,0.0,0.072,7.7873,7.8233,93674.02,61070.06,0.0,61070.06,1056773.5,135080.13
2025-05,ES01,Hardware,Supply Chain & Commercial Ops,9.8242,9.3872,0.0,0.0901,9.7341,9.7791,77782.9,63387.45,0.0,63387.45,1320966.88,135080.13
2025-05,ES01,Hardware,G&A,9.8242,9.3872,0.0,0.0901,9.7341,9.7791,83637.52,68158.55,0.0,68158.55,1320966.88,135080.13
2025-05,ES01,Spare Parts,Service Operations,6.6216,6.3742,0.0,0.0607,6.5609,6.5912,73601.02,40426.63,0.0,40426.63,731460.95,110975.27
2025-05,ES01,Spare Parts,Sales,3.7837,3.6424,0.0,0.0347,3.7491,3.7664,92001.27,28876.16,0.0,28876.16,417977.69,110975.27
2025-05,ES01,Spare Parts,Planning,4.7297,4.553,0.0,0.0434,4.6863,4.708,78619.27,30844.99,0.0,30844.99,522472.11,110975.27
2025-05,ES01,Spare Parts,G&A,3.7837,3.6424,0.0,0.0347,3.7491,3.7664,83637.52,26251.06,0.0,26251.06,417977.69,110975.27
2025-05,JP01,Hardware,Sales,8.0895,7.7846,0.0,0.0742,8.0154,8.0525,127614.67,85634.3,0.0,85634.3,1100128.46,136620.23
2025-05,JP01,Hardware,Product Management,5.393,5.1898,0.0,0.0494,5.3436,5.3683,129934.94,58127.52,0.0,58127.52,733418.97,136620.23
2025-05,JP01,Hardware,Supply Chain & Commercial Ops,6.7413,6.4872,0.0,0.0618,6.6795,6.7104,107892.4,60333.26,0.0,60333.26,916773.71,136620.23
2025-05,JP01,Hardware,G&A,6.7413,6.4872,0.0,0.0618,6.6795,6.7104,116013.34,64874.47,0.0,64874.47,916773.71,136620.23
2025-05,JP01,Software,R&D,2.5522,2.6093,0.0443,0.0234,2.5731,2.5627,133415.34,28491.46,332.19,28823.65,241005.44,94045.2
2025-05,JP01,Software,Sales,1.6119,1.648,0.028,0.0148,1.6251,1.6185,127614.67,17212.23,209.8,17422.03,152213.96,94045.2
2025-05,JP01,Software,Customer Success,1.3433,1.3733,0.0233,0.0123,1.3543,1.3488,106732.27,11996.4,174.83,12171.24,126844.97,94045.2
2025-05,JP01,Software,G&A,1.2089,1.236,0.021,0.0111,1.2188,1.2139,116013.34,11735.61,157.35,11892.96,114160.47,94045.2
2025-05,JP01,Spare Parts,Service Operations,9.3111,8.8193,0.0,0.0854,9.2257,9.2684,102091.74,78852.32,0.0,78852.32,1010215.53,108995.58
2025-05,JP01,Spare Parts,Sales,5.3206,5.0396,0.0,0.0488,5.2718,5.2962,127614.67,56323.09,0.0,56323.09,577266.02,108995.58
2025-05,JP01,Spare Parts,Planning,6.6508,6.2995,0.0,0.061,6.5898,6.6203,109052.54,60163.3,0.0,60163.3,721582.52,108995.58
2025-05,JP01,Spare Parts,G&A,5.3206,5.0396,0.0,0.0488,5.2718,5.2962,116013.34,51202.81,0.0,51202.81,577266.02,108995.58
2025-05,US01,Events,Project Delivery,14.3042,15.4377,0.6956,0.1311,14.8686,14.5864,143262.98,174141.09,5216.69,179357.78,517161.12,35454.99
2025-05,US01,Events,Sales,6.3574,6.8612,0.3091,0.0583,6.6083,6.4829,175099.2,94595.16,2318.53,96913.69,229849.39,35454.99
2025-05,US01,Events,Program Management,6.3574,6.8612,0.3091,0.0583,6.6083,6.4829,162364.71,87715.51,2318.53,90034.04,229849.39,35454.99
2025-05,US01,Events,G&A,4.7681,5.1459,0.2319,0.0437,4.9562,4.8621,159181.09,64496.7,1738.9,66235.6,172387.04,35454.99
2025-05,US01,Hardware,Sales,13.9219,13.4725,0.0,0.1276,13.7943,13.8581,175099.2,202211.76,0.0,202211.76,1836161.94,132497.44
2025-05,US01,Hardware,Product Management,9.2813,8.9816,0.0,0.0851,9.1962,9.2387,178282.82,137258.89,0.0,137258.89,1224107.96,132497.44
2025-05,US01,Hardware,Supply Chain & Commercial Ops,11.6016,11.227,0.0,0.1063,11.4952,11.5484,148038.41,142467.38,0.0,142467.38,1530134.95,132497.44
2025-05,US01,Hardware,G&A,11.6016,11.227,0.0,0.1063,11.4952,11.5484,159181.09,153190.73,0.0,153190.73,1530134.95,132497.44
2025-05,US01,Software,R&D,3.9266,3.9938,0.0568,0.036,3.9474,3.937,183058.25,60058.09,425.78,60483.87,363112.17,92231.09
2025-05,US01,Software,Sales,2.48,2.5224,0.0359,0.0227,2.4931,2.4865,175099.2,36282.23,268.91,36551.14,229334.0,92231.09
2025-05,US01,Software,Customer Success,2.0666,2.102,0.0299,0.0189,2.0776,2.0721,146446.6,25287.62,224.09,25511.71,191111.67,92231.09
2025-05,US01,Software,G&A,1.86,1.8918,0.0269,0.017,1.8698,1.8649,159181.09,24737.89,201.68,24939.57,172000.5,92231.09
2025-06,DE01,Hardware,Sales,12.6622,12.7162,0.0935,0.1161,12.6397,12.6509,136876.83,144301.74,701.47,145003.21,1766076.75,139600.41
2025-06,DE01,Hardware,Product Management,8.4415,8.4775,0.0624,0.0774,8.4264,8.434,139365.5,97950.27,467.65,98417.92,1177384.5,139600.41
2025-06,DE01,Hardware,Supply Chain & Commercial Ops,10.5518,10.5968,0.0779,0.0967,10.5331,10.5425,115723.14,101667.14,584.56,102251.7,1471730.62,139600.41
2025-06,DE01,Hardware,G&A,10.5518,10.5968,0.0779,0.0967,10.5331,10.5425,124433.49,109319.5,584.56,109904.06,1471730.62,139600.41
2025-06,DE01,Software,R&D,3.151,3.2576,0.0745,0.0289,3.1967,3.1738,143098.51,37847.68,558.87,38406.55,296375.35,93380.6
2025-06,DE01,Software,Sales,1.9901,2.0574,0.0471,0.0182,2.0189,2.0045,136876.83,22864.5,352.97,23217.47,187184.43,93380.6
2025-06,DE01,Software,Customer Success,1.6584,1.7145,0.0392,0.0152,1.6825,1.6704,114478.81,15935.87,294.14,16230.01,155987.03,93380.6
2025-06,DE01,Software,G&A,1.4926,1.5431,0.0353,0.0137,1.5142,1.5034,124433.49,15589.43,264.73,15854.16,140388.33,93380.6
2025-06,ES01,Events,Project Delivery,16.9093,14.4894,0.0,0.155,16.7543,16.8318,75471.61,105860.0,0.0,105860.0,2170589.02,128957.95
2025-06,ES01,Events,Sales,7.5152,6.4397,0.0,0.0689,7.4463,7.4808,92243.08,57504.2,0.0,57504.2,964706.23,128957.95
2025-06,ES01,Events,Program Management,7.5152,6.4397,0.0,0.0689,7.4463,7.4808,85534.5,53322.07,0.0,53322.07,964706.23,128957.95
2025-06,ES01,Events,G&A,5.6364,4.8298,0.0,0.0517,5.5848,5.6106,83857.35,39207.41,0.0,39207.41,723529.67,128957.95
2025-06,ES01,Hardware,Sales,11.6809,11.8684,0.162,0.1071,11.7359,11.7084,92243.08,90001.58,1215.13,91216.71,1620622.5,138415.36
2025-06,ES01,Hardware,Product Management,7.7873,7.9123,0.108,0.0714,7.8239,7.8056,93920.23,61091.98,810.09,61902.07,1080415.0,138415.36
2025-06,ES01,Hardware,Supply Chain & Commercial Ops,9.7341,9.8904,0.135,0.0892,9.7799,9.757,77987.33,63410.21,1012.61,64422.82,1350518.75,138415.36
2025-06,ES01,Hardware,G&A,9.7341,9.8904,0.135,0.0892,9.7799,9.757,83857.35,68183.02,1012.61,69195.63,1350518.75,138415.36
2025-06,ES01,Spare Parts,Service Operations,6.5609,6.6619,0.0886,0.0601,6.5894,6.5751,73794.47,40433.89,664.83,41098.73,751551.67,114302.53
2025-06,ES01,Spare Parts,Sales,3.7491,3.8068,0.0507,0.0344,3.7653,3.7572,92243.08,28881.35,379.91,29261.26,429458.1,114302.53
2025-06,ES01,Spare Parts,Planning,4.6863,4.7585,0.0633,0.043,4.7067,4.6965,78825.91,30850.54,474.88,31325.42,536822.62,114302.53
2025-06,ES01,Spare Parts,G&A,3.7491,3.8068,0.0507,0.0344,3.7653,3.7572,83857.35,26255.78,379.91,26635.68,429458.1,114302.53
2025-06,JP01,Hardware,Sales,8.0154,8.3723,0.2367,0.0735,8.1786,8.097,127950.08,86334.28,1775.31,88109.59,1159832.3,143242.29
2025-06,JP01,Hardware,Product Management,5.3436,5.5815,0.1578,0.049,5.4524,5.398,130276.45,58602.66,1183.54,59786.2,773221.53,143242.29
2025-06,JP01,Hardware,Supply Chain & Commercial Ops,6.6795,6.9769,0.1973,0.0612,6.8155,6.7475,108175.98,60826.42,1479.42,62305.85,966526.92,143242.29
2025-06,JP01,Hardware,G&A,6.6795,6.9769,0.1973,0.0612,6.8155,6.7475,116318.26,65404.76,1479.42,66884.18,966526.92,143242.29
2025-06,JP01,Software,R&D,2.5731,2.6443,0.0521,0.0236,2.6016,2.5874,133766.0,28841.8,390.84,29232.65,245431.61,94857.7
2025-06,JP01,Software,Sales,1.6251,1.6701,0.0329,0.0149,1.6431,1.6341,127950.08,17423.88,246.85,17670.73,155009.44,94857.7
2025-06,JP01,Software,Customer Success,1.3543,1.3917,0.0274,0.0124,1.3693,1.3618,107012.8,12143.92,205.71,12349.62,129174.53,94857.7
2025-06,JP01,Software,G&A,1.2188,1.2525,0.0247,0.0112,1.2324,1.2256,116318.26,11879.92,185.14,12065.06,116257.08,94857.7
2025-06,JP01,Spare Parts,Service Operations,9.2257,9.2025,0.0337,0.0846,9.1749,9.2003,102360.07,78478.8,253.12,78731.92,1043350.14,113403.65
2025-06,JP01,Spare Parts,Sales,5.2718,5.2586,0.0193,0.0483,5.2428,5.2573,127950.08,56056.29,144.64,56200.92,596200.08,113403.65
2025-06,JP01,Spare Parts,Planning,6.5898,6.5732,0.0241,0.0604,6.5535,6.5717,109339.16,59878.31,180.8,60059.1,745250.1,113403.65
2025-06,JP01,Spare Parts,G&A,5.2718,5.2586,0.0193,0.0483,5.2428,5.2573,116318.26,50960.26,144.64,51104.9,596200.08,113403.65
2025-06,US01,Events,Project Delivery,14.8686,13.4501,0.0,0.1363,14.7323,14.8005,143639.52,177161.21,0.0,177161.21,692014.71,46756.22
2025-06,US01,Events,Sales,6.6083,5.9778,0.0,0.0606,6.5477,6.578,175559.42,96235.72,0.0,96235.72,307562.09,46756.22
2025-06,US01,Events,Program Management,6.6083,5.9778,0.0,0.0606,6.5477,6.578,162791.46,89236.76,0.0,89236.76,307562.09,46756.22
2025-06,US01,Events,G&A,4.9562,4.4834,0.0,0.0454,4.9108,4.9335,159599.47,65615.26,0.0,65615.26,230671.57,46756.22
2025-06,US01,Hardware,Sales,13.7943,14.01,0.1882,0.1264,13.856,13.8251,175559.42,202261.23,1411.28,203672.51,1872738.04,135458.82
2025-06,US01,Hardware,Product Management,9.1962,9.34,0.1254,0.0843,9.2373,9.2168,178751.41,137292.47,940.85,138233.32,1248492.02,135458.82
2025-06,US01,Hardware,Supply Chain & Commercial Ops,11.4952,11.675,0.1568,0.1054,11.5467,11.521,148427.51,142502.23,1176.07,143678.29,1560615.03,135458.82
2025-06,US01,Hardware,G&A,11.4952,11.675,0.1568,0.1054,11.5467,11.521,159599.47,153228.2,1176.07,154404.27,1560615.03,135458.82
2025-06,US01,Software,R&D,3.9474,4.0109,0.0548,0.0362,3.966,3.9567,183539.39,60517.32,411.12,60928.44,371957.24,94007.26
2025-06,US01,Software,Sales,2.4931,2.5332,0.0346,0.0229,2.5048,2.499,175559.42,36559.66,259.65,36819.31,234920.36,94007.26
2025-06,US01,Software,Customer Success,2.0776,2.111,0.0289,0.019,2.0874,2.0825,146831.51,25480.98,216.38,25697.35,195766.97,94007.26
2025-06,US01,Software,G&A,1.8698,1.8999,0.026,0.0171,1.8786,1.8742,159599.47,24927.04,194.74,25121.78,176190.27,94007.26
2025-07,DE01,Hardware,Sales,12.6397,13.2338,0.3905,0.1159,12.9143,12.777,137236.59,146122.65,2928.89,149051.55,1560869.18,122162.42
2025-07,DE01,Hardware,Product Management,8.4264,8.8226,0.2603,0.0772,8.6096,8.518,139731.8,99186.29,1952.59,101138.88,1040579.45,122162.42
2025-07,DE01,Hardware,Supply Chain & Commercial Ops,10.5331,11.0282,0.3254,0.0966,10.7619,10.6475,116027.3,102950.05,2440.74,105390.8,1300724.31,122162.42
2025-07,DE01,Hardware,G&A,10.5331,11.0282,0.3254,0.0966,10.7619,10.6475,124760.54,110698.98,2440.74,113139.72,1300724.31,122162.42
2025-07,DE01,Software,R&D,3.1967,3.2882,0.0665,0.0293,3.2338,3.2152,143474.62,38442.02,498.38,38940.4,301686.85,93830.49
2025-07,DE01,Software,Sales,2.0189,2.0767,0.042,0.0185,2.0424,2.0307,137236.59,23223.56,314.77,23538.32,190539.06,93830.49
2025-07,DE01,Software,Customer Success,1.6825,1.7306,0.035,0.0154,1.702,1.6922,114779.7,16186.11,262.31,16448.42,158782.55,93830.49
2025-07,DE01,Software,G&A,1.5142,1.5576,0.0315,0.0139,1.5318,1.523,124760.54,15834.24,236.08,16070.32,142904.3,93830.49
2025-07,ES01,Events,Project Delivery,16.7543,18.1258,0.8388,0.1536,17.4395,17.0969,75669.98,107809.98,6291.03,114101.01,968577.89,56652.35
2025-07,ES01,Events,Sales,7.4463,8.0559,0.3728,0.0683,7.7509,7.5986,92485.53,58563.44,2796.01,61359.46,430479.06,56652.35
2025-07,ES01,Events,Program Management,7.4463,8.0559,0.3728,0.0683,7.7509,7.5986,85759.31,54304.29,2796.01,57100.3,430479.06,56652.35
2025-07,ES01,Events,G&A,5.5848,6.0419,0.2796,0.0512,5.8132,5.699,84077.75,39929.62,2097.01,42026.63,322859.3,56652.35
2025-07,ES01,Hardware,Sales,11.7359,12.2808,0.3589,0.1076,11.9872,11.8615,92485.53,91418.36,2691.78,94110.14,1470563.45,123977.5
2025-07,ES01,Hardware,Product Management,7.8239,8.1872,0.2393,0.0717,7.9915,7.9077,94167.09,62053.67,1794.52,63848.2,980375.63,123977.5
2025-07,ES01,Hardware,Supply Chain & Commercial Ops,9.7799,10.234,0.2991,0.0896,9.9893,9.8846,78192.31,64408.39,2243.15,66651.54,1225469.54,123977.5
2025-07,ES01,Hardware,G&A,9.7799,10.234,0.2991,0.0896,9.9893,9.8846,84077.75,69256.33,2243.15,71499.49,1225469.54,123977.5
2025-07,ES01,Spare Parts,Service Operations,6.5894,6.8571,0.1805,0.0604,6.7094,6.6494,73988.42,40998.19,1353.53,42351.73,679392.08,102173.5
2025-07,ES01,Spare Parts,Sales,3.7653,3.9183,0.1031,0.0345,3.834,3.7997,92485.53,29284.42,773.45,30057.87,388224.04,102173.5
