document_id,issue_month,settlement_month,entity,division,counterparty,document_type,source_account,functional_currency,transaction_currency,original_reporting_eur,transaction_amount,issue_transaction_fx_to_eur,issue_functional_fx_to_eur,original_functional_amount,payment_terms_months,source_journal_id,contract_id
FX-SALE-2025-09-00858-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,EUR,4531.84,4531.84,1.0,0.8523530756385868,5316.86,1,SALE-2025-09-00858-US01,FX-SALE-2025-09-00858-US01-1100_AR
FX-SALE-2025-09-00862-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CNY,3047.06,25469.2111,0.1196369995910589,0.8523530756385868,3574.88,2,SALE-2025-09-00862-US01,FX-SALE-2025-09-00862-US01-1100_AR
FX-SALE-2025-09-00868-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,EUR,7324.21,7324.21,1.0,0.8523530756385868,8592.93,1,SALE-2025-09-00868-US01,FX-SALE-2025-09-00868-US01-1100_AR
FX-SALE-2025-09-00874-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,EUR,8060.84,8060.84,1.0,0.8523530756385868,9457.16,1,SALE-2025-09-00874-US01,FX-SALE-2025-09-00874-US01-1100_AR
FX-SALE-2025-09-00876-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CNY,11343.33,94814.5644,0.1196369995910589,0.8523530756385868,13308.25,2,SALE-2025-09-00876-US01,FX-SALE-2025-09-00876-US01-1100_AR
FX-SALE-2025-09-00884-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,EUR,9826.19,9826.19,1.0,0.8523530756385868,11528.31,1,SALE-2025-09-00884-US01,FX-SALE-2025-09-00884-US01-1100_AR
FX-SALE-2025-09-00902-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CNY,8642.56,72239.8592,0.1196369995910589,0.8523530756385868,10139.65,2,SALE-2025-09-00902-US01,FX-SALE-2025-09-00902-US01-1100_AR
FX-SALE-2025-09-00908-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CZK,9243.28,225044.0374,0.0410732055209855,0.8523530756385868,10844.43,1,SALE-2025-09-00908-US01,FX-SALE-2025-09-00908-US01-1100_AR
FX-SALE-2025-09-00909-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CNY,8208.03,68607.7888,0.1196369995910589,0.8523530756385868,9629.85,2,SALE-2025-09-00909-US01,FX-SALE-2025-09-00909-US01-1100_AR
FX-SALE-2025-09-00916-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CZK,3077.13,74918.1848,0.0410732055209855,0.8523530756385868,3610.16,2,SALE-2025-09-00916-US01,FX-SALE-2025-09-00916-US01-1100_AR
FX-SALE-2025-09-00919-US01-1100_AR,2025-09,2025-11,US01,Software,EXTERNAL,Receivable,1100_AR,USD,EUR,3299.19,3299.19,1.0,0.8523530756385868,3870.68,2,SALE-2025-09-00919-US01,FX-SALE-2025-09-00919-US01-1100_AR
FX-SALE-2025-09-00920-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CZK,2746.57,66870.1156,0.0410732055209855,0.8523530756385868,3222.34,1,SALE-2025-09-00920-US01,FX-SALE-2025-09-00920-US01-1100_AR
FX-SALE-2025-09-00929-US01-1100_AR,2025-09,2025-10,US01,Software,EXTERNAL,Receivable,1100_AR,USD,CZK,4053.04,98678.4437,0.0410732055209855,0.8523530756385868,4755.12,1,SALE-2025-09-00929-US01,FX-SALE-2025-09-00929-US01-1100_AR
FX-SALE-2025-09-00961-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,31162.66,260476.7765,0.1196369995910589,0.8523530756385868,36560.74,1,SALE-2025-09-00961-US01,FX-SALE-2025-09-00961-US01-1100_AR
FX-SALE-2025-09-00964-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,19387.34,3364646.4197,0.0057620735083432,0.8523530756385868,22745.67,2,SALE-2025-09-00964-US01,FX-SALE-2025-09-00964-US01-1100_AR
FX-SALE-2025-09-00968-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,21997.17,183865.9451,0.1196369995910589,0.8523530756385868,25807.58,2,SALE-2025-09-00968-US01,FX-SALE-2025-09-00968-US01-1100_AR
FX-SALE-2025-09-00971-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,28128.21,684831.1361,0.0410732055209855,0.8523530756385868,33000.66,1,SALE-2025-09-00971-US01,FX-SALE-2025-09-00971-US01-1100_AR
FX-SALE-2025-09-00973-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,30158.08,30158.08,1.0,0.8523530756385868,35382.14,2,SALE-2025-09-00973-US01,FX-SALE-2025-09-00973-US01-1100_AR
FX-SALE-2025-09-00985-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,16139.96,392955.9379,0.0410732055209855,0.8523530756385868,18935.77,1,SALE-2025-09-00985-US01,FX-SALE-2025-09-00985-US01-1100_AR
FX-SALE-2025-09-00994-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,50581.06,50581.06,1.0,0.8523530756385868,59342.85,2,SALE-2025-09-00994-US01,FX-SALE-2025-09-00994-US01-1100_AR
FX-SALE-2025-09-00997-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,27465.39,668693.6082,0.0410732055209855,0.8523530756385868,32223.02,1,SALE-2025-09-00997-US01,FX-SALE-2025-09-00997-US01-1100_AR
FX-SALE-2025-09-01010-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,43880.0,1068336.3873,0.0410732055209855,0.8523530756385868,51481.01,1,SALE-2025-09-01010-US01,FX-SALE-2025-09-01010-US01-1100_AR
FX-SALE-2025-09-01014-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,32187.95,783672.7032,0.0410732055209855,0.8523530756385868,37763.63,2,SALE-2025-09-01014-US01,FX-SALE-2025-09-01014-US01-1100_AR
FX-SALE-2025-09-01018-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,39962.14,334028.27,0.1196369995910589,0.8523530756385868,46884.49,2,SALE-2025-09-01018-US01,FX-SALE-2025-09-01018-US01-1100_AR
FX-SALE-2025-09-01019-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,25616.76,214120.7159,0.1196369995910589,0.8523530756385868,30054.17,1,SALE-2025-09-01019-US01,FX-SALE-2025-09-01019-US01-1100_AR
FX-SALE-2025-09-01025-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,36164.84,6276358.6663,0.0057620735083432,0.8523530756385868,42429.41,1,SALE-2025-09-01025-US01,FX-SALE-2025-09-01025-US01-1100_AR
FX-SALE-2025-09-01026-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,30624.53,745608.4718,0.0410732055209855,0.8523530756385868,35929.39,2,SALE-2025-09-01026-US01,FX-SALE-2025-09-01026-US01-1100_AR
FX-SALE-2025-09-01035-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,75319.8,13071648.5812,0.0057620735083432,0.8523530756385868,88366.9,1,SALE-2025-09-01035-US01,FX-SALE-2025-09-01035-US01-1100_AR
FX-SALE-2025-09-01037-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,66302.21,11506658.1334,0.0057620735083432,0.8523530756385868,77787.26,2,SALE-2025-09-01037-US01,FX-SALE-2025-09-01037-US01-1100_AR
FX-SALE-2025-09-01039-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,80656.29,13997789.1437,0.0057620735083432,0.8523530756385868,94627.79,2,SALE-2025-09-01039-US01,FX-SALE-2025-09-01039-US01-1100_AR
FX-SALE-2025-09-01041-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,68594.81,68594.81,1.0,0.8523530756385868,80476.99,2,SALE-2025-09-01041-US01,FX-SALE-2025-09-01041-US01-1100_AR
FX-SALE-2025-09-01046-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,60488.5,60488.5,1.0,0.8523530756385868,70966.48,1,SALE-2025-09-01046-US01,FX-SALE-2025-09-01046-US01-1100_AR
FX-SALE-2025-09-01053-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,45277.51,45277.51,1.0,0.8523530756385868,53120.6,1,SALE-2025-09-01053-US01,FX-SALE-2025-09-01053-US01-1100_AR
FX-SALE-2025-09-01055-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,47046.61,1145433.1213,0.0410732055209855,0.8523530756385868,55196.15,1,SALE-2025-09-01055-US01,FX-SALE-2025-09-01055-US01-1100_AR
FX-SALE-2025-09-01057-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,JPY,53379.81,9263993.2349,0.0057620735083432,0.8523530756385868,62626.41,1,SALE-2025-09-01057-US01,FX-SALE-2025-09-01057-US01-1100_AR
FX-SALE-2025-09-01062-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,41941.26,1021134.3251,0.0410732055209855,0.8523530756385868,49206.44,2,SALE-2025-09-01062-US01,FX-SALE-2025-09-01062-US01-1100_AR
FX-SALE-2025-09-01069-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,43384.76,362636.6437,0.1196369995910589,0.8523530756385868,50899.99,2,SALE-2025-09-01069-US01,FX-SALE-2025-09-01069-US01-1100_AR
FX-SALE-2025-09-01074-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CNY,32279.91,269815.4426,0.1196369995910589,0.8523530756385868,37871.52,2,SALE-2025-09-01074-US01,FX-SALE-2025-09-01074-US01-1100_AR
FX-SALE-2025-09-01076-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,34315.59,835473.8707,0.0410732055209855,0.8523530756385868,40259.83,1,SALE-2025-09-01076-US01,FX-SALE-2025-09-01076-US01-1100_AR
FX-SALE-2025-09-01087-US01-1100_AR,2025-09,2025-11,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,EUR,30158.08,30158.08,1.0,0.8523530756385868,35382.14,2,SALE-2025-09-01087-US01,FX-SALE-2025-09-01087-US01-1100_AR
FX-SALE-2025-09-01091-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,47638.16,1159835.4547,0.0410732055209855,0.8523530756385868,55890.17,1,SALE-2025-09-01091-US01,FX-SALE-2025-09-01091-US01-1100_AR
FX-SALE-2025-09-01111-US01-1100_AR,2025-09,2025-10,US01,Hardware,EXTERNAL,Receivable,1100_AR,USD,CZK,34315.59,835473.8707,0.0410732055209855,0.8523530756385868,40259.83,1,SALE-2025-09-01111-US01,FX-SALE-2025-09-01111-US01-1100_AR
FX-SALE-2025-09-01114-US01-1100_AR,2025-09,2025-11,US01,Events,EXTERNAL,Receivable,1100_AR,USD,EUR,192361.95,192361.95,1.0,0.8523530756385868,225683.41,2,SALE-2025-09-01114-US01,FX-SALE-2025-09-01114-US01-1100_AR
FX-SALE-2025-09-01116-US01-1100_AR,2025-09,2025-10,US01,Events,EXTERNAL,Receivable,1100_AR,USD,JPY,273106.46,47397253.7151,0.0057620735083432,0.8523530756385868,320414.71,1,SALE-2025-09-01116-US01,FX-SALE-2025-09-01116-US01-1100_AR
FX-SALE-2025-09-01121-US01-1100_AR,2025-09,2025-10,US01,Events,EXTERNAL,Receivable,1100_AR,USD,CNY,90115.5,753241.0568,0.1196369995910589,0.8523530756385868,105725.55,1,SALE-2025-09-01121-US01,FX-SALE-2025-09-01121-US01-1100_AR
FX-SALE-2025-09-01138-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,3930.48,3930.48,1.0,0.0057620735083432,682129.44,2,SALE-2025-09-01138-JP01,FX-SALE-2025-09-01138-JP01-1100_AR
FX-SALE-2025-09-01143-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,2866.3,2866.3,1.0,0.0057620735083432,497442.46,2,SALE-2025-09-01143-JP01,FX-SALE-2025-09-01143-JP01-1100_AR
FX-SALE-2025-09-01148-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,4882.81,4882.81,1.0,0.0057620735083432,847405.02,2,SALE-2025-09-01148-JP01,FX-SALE-2025-09-01148-JP01-1100_AR
FX-SALE-2025-09-01150-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,4730.06,115161.6958,0.0410732055209855,0.0057620735083432,820895.46,1,SALE-2025-09-01150-JP01,FX-SALE-2025-09-01150-JP01-1100_AR
FX-SALE-2025-09-01153-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,2686.95,22459.1891,0.1196369995910589,0.0057620735083432,466316.51,2,SALE-2025-09-01153-JP01,FX-SALE-2025-09-01153-JP01-1100_AR
FX-SALE-2025-09-01157-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,3464.15,3464.15,1.0,0.0057620735083432,601198.51,1,SALE-2025-09-01157-JP01,FX-SALE-2025-09-01157-JP01-1100_AR
FX-SALE-2025-09-01160-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,4598.65,38438.3595,0.1196369995910589,0.0057620735083432,798089.44,1,SALE-2025-09-01160-JP01,FX-SALE-2025-09-01160-JP01-1100_AR
FX-SALE-2025-09-01176-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,4861.43,118360.1313,0.0410732055209855,0.0057620735083432,843694.55,2,SALE-2025-09-01176-JP01,FX-SALE-2025-09-01176-JP01-1100_AR
FX-SALE-2025-09-01202-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,USD,5373.89,6304.7699,0.8523530756385868,0.0057620735083432,932631.28,2,SALE-2025-09-01202-JP01,FX-SALE-2025-09-01202-JP01-1100_AR
FX-SALE-2025-09-01204-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,USD,5839.58,6851.128,0.8523530756385868,0.0057620735083432,1013451.15,2,SALE-2025-09-01204-JP01,FX-SALE-2025-09-01204-JP01-1100_AR
FX-SALE-2025-09-01210-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,5404.05,131571.1772,0.0410732055209855,0.0057620735083432,937865.51,2,SALE-2025-09-01210-JP01,FX-SALE-2025-09-01210-JP01-1100_AR
FX-SALE-2025-09-01217-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,3047.06,25469.2111,0.1196369995910589,0.0057620735083432,528813.11,1,SALE-2025-09-01217-JP01,FX-SALE-2025-09-01217-JP01-1100_AR
FX-SALE-2025-09-01219-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,4554.15,4554.15,1.0,0.0057620735083432,790366.52,1,SALE-2025-09-01219-JP01,FX-SALE-2025-09-01219-JP01-1100_AR
FX-SALE-2025-09-01226-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,5581.46,46653.293,0.1196369995910589,0.0057620735083432,968654.77,2,SALE-2025-09-01226-JP01,FX-SALE-2025-09-01226-JP01-1100_AR
FX-SALE-2025-09-01227-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,5040.35,42130.3612,0.1196369995910589,0.0057620735083432,874745.87,2,SALE-2025-09-01227-JP01,FX-SALE-2025-09-01227-JP01-1100_AR
FX-SALE-2025-09-01239-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,4117.64,100251.2453,0.0410732055209855,0.0057620735083432,714610.81,1,SALE-2025-09-01239-JP01,FX-SALE-2025-09-01239-JP01-1100_AR
FX-SALE-2025-09-01242-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,EUR,4882.81,4882.81,1.0,0.0057620735083432,847405.02,2,SALE-2025-09-01242-JP01,FX-SALE-2025-09-01242-JP01-1100_AR
FX-SALE-2025-09-01245-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,5664.39,47346.4732,0.1196369995910589,0.0057620735083432,983047.16,1,SALE-2025-09-01245-JP01,FX-SALE-2025-09-01245-JP01-1100_AR
FX-SALE-2025-09-01249-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,USD,2880.85,3379.8787,0.8523530756385868,0.0057620735083432,499967.59,1,SALE-2025-09-01249-JP01,FX-SALE-2025-09-01249-JP01-1100_AR
FX-SALE-2025-09-01254-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,5040.35,122716.2559,0.0410732055209855,0.0057620735083432,874745.87,1,SALE-2025-09-01254-JP01,FX-SALE-2025-09-01254-JP01-1100_AR
FX-SALE-2025-09-01267-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,2605.72,63440.8726,0.0410732055209855,0.0057620735083432,452219.15,1,SALE-2025-09-01267-JP01,FX-SALE-2025-09-01267-JP01-1100_AR
FX-SALE-2025-09-01268-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,1871.66,15644.4913,0.1196369995910589,0.0057620735083432,324824.04,1,SALE-2025-09-01268-JP01,FX-SALE-2025-09-01268-JP01-1100_AR
FX-SALE-2025-09-01270-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,2686.95,22459.1891,0.1196369995910589,0.0057620735083432,466316.51,2,SALE-2025-09-01270-JP01,FX-SALE-2025-09-01270-JP01-1100_AR
FX-SALE-2025-09-01272-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,USD,1620.48,1901.184,0.8523530756385868,0.0057620735083432,281232.09,1,SALE-2025-09-01272-JP01,FX-SALE-2025-09-01272-JP01-1100_AR
FX-SALE-2025-09-01278-JP01-1100_AR,2025-09,2025-11,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CNY,1848.66,15452.2431,0.1196369995910589,0.0057620735083432,320832.42,2,SALE-2025-09-01278-JP01,FX-SALE-2025-09-01278-JP01-1100_AR
FX-SALE-2025-09-01282-JP01-1100_AR,2025-09,2025-10,JP01,Software,EXTERNAL,Receivable,1100_AR,JPY,CZK,1415.35,34459.2048,0.0410732055209855,0.0057620735083432,245632.06,1,SALE-2025-09-01282-JP01,FX-SALE-2025-09-01282-JP01-1100_AR
FX-SALE-2025-09-01288-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,EUR,25580.51,25580.51,1.0,0.0057620735083432,4439462.63,2,SALE-2025-09-01288-JP01,FX-SALE-2025-09-01288-JP01-1100_AR
FX-SALE-2025-09-01292-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,USD,28128.21,33000.6552,0.8523530756385868,0.0057620735083432,4881612.49,1,SALE-2025-09-01292-JP01,FX-SALE-2025-09-01292-JP01-1100_AR
FX-SALE-2025-09-01297-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,USD,17238.58,20224.6938,0.8523530756385868,0.0057620735083432,2991732.05,2,SALE-2025-09-01297-JP01,FX-SALE-2025-09-01297-JP01-1100_AR
FX-SALE-2025-09-01300-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,23695.63,576912.1182,0.0410732055209855,0.0057620735083432,4112344.27,1,SALE-2025-09-01300-JP01,FX-SALE-2025-09-01300-JP01-1100_AR
FX-SALE-2025-09-01303-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,26885.43,224725.044,0.1196369995910589,0.0057620735083432,4665929.71,2,SALE-2025-09-01303-JP01,FX-SALE-2025-09-01303-JP01-1100_AR
FX-SALE-2025-09-01307-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,29314.03,713702.0261,0.0410732055209855,0.0057620735083432,5087409.93,2,SALE-2025-09-01307-JP01,FX-SALE-2025-09-01307-JP01-1100_AR
FX-SALE-2025-09-01313-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,20692.25,503789.508,0.0410732055209855,0.0057620735083432,3591111.77,1,SALE-2025-09-01313-JP01,FX-SALE-2025-09-01313-JP01-1100_AR
FX-SALE-2025-09-01317-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,EUR,23858.75,23858.75,1.0,0.0057620735083432,4140653.53,2,SALE-2025-09-01317-JP01,FX-SALE-2025-09-01317-JP01-1100_AR
FX-SALE-2025-09-01324-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,29024.04,706641.7055,0.0410732055209855,0.0057620735083432,5037082.56,2,SALE-2025-09-01324-JP01,FX-SALE-2025-09-01324-JP01-1100_AR
FX-SALE-2025-09-01326-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,25106.6,209856.4832,0.1196369995910589,0.0057620735083432,4357216.19,1,SALE-2025-09-01326-JP01,FX-SALE-2025-09-01326-JP01-1100_AR
FX-SALE-2025-09-01331-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,36965.18,899982.8363,0.0410732055209855,0.0057620735083432,6415256.58,2,SALE-2025-09-01331-JP01,FX-SALE-2025-09-01331-JP01-1100_AR
FX-SALE-2025-09-01338-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,USD,24306.88,28517.384,0.8523530756385868,0.0057620735083432,4218425.88,2,SALE-2025-09-01338-JP01,FX-SALE-2025-09-01338-JP01-1100_AR
FX-SALE-2025-09-01346-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,27302.28,664722.4061,0.0410732055209855,0.0057620735083432,4738273.46,1,SALE-2025-09-01346-JP01,FX-SALE-2025-09-01346-JP01-1100_AR
FX-SALE-2025-09-01347-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,EUR,22638.75,22638.75,1.0,0.0057620735083432,3928924.19,2,SALE-2025-09-01347-JP01,FX-SALE-2025-09-01347-JP01-1100_AR
FX-SALE-2025-09-01349-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,30158.08,252079.8758,0.1196369995910589,0.0057620735083432,5233893.66,2,SALE-2025-09-01349-JP01,FX-SALE-2025-09-01349-JP01-1100_AR
FX-SALE-2025-09-01360-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,19981.07,486474.5701,0.0410732055209855,0.0057620735083432,3467687.45,2,SALE-2025-09-01360-JP01,FX-SALE-2025-09-01360-JP01-1100_AR
FX-SALE-2025-09-01368-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,USD,26761.98,31397.7632,0.8523530756385868,0.0057620735083432,4644505.14,2,SALE-2025-09-01368-JP01,FX-SALE-2025-09-01368-JP01-1100_AR
FX-SALE-2025-09-01371-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,USD,16139.96,18935.7679,0.8523530756385868,0.0057620735083432,2801068.05,2,SALE-2025-09-01371-JP01,FX-SALE-2025-09-01371-JP01-1100_AR
FX-SALE-2025-09-01375-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,21940.0,534168.1936,0.0410732055209855,0.0057620735083432,3807657.08,1,SALE-2025-09-01375-JP01,FX-SALE-2025-09-01375-JP01-1100_AR
FX-SALE-2025-09-01376-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,30158.08,734251.9197,0.0410732055209855,0.0057620735083432,5233893.66,1,SALE-2025-09-01376-JP01,FX-SALE-2025-09-01376-JP01-1100_AR
FX-SALE-2025-09-01379-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,EUR,26689.9,26689.9,1.0,0.0057620735083432,4631995.75,1,SALE-2025-09-01379-JP01,FX-SALE-2025-09-01379-JP01-1100_AR
FX-SALE-2025-09-01384-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,20970.63,175285.4892,0.1196369995910589,0.0057620735083432,3639424.24,1,SALE-2025-09-01384-JP01,FX-SALE-2025-09-01384-JP01-1100_AR
FX-SALE-2025-09-01385-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CZK,21423.01,521581.1556,0.0410732055209855,0.0057620735083432,3717934.17,1,SALE-2025-09-01385-JP01,FX-SALE-2025-09-01385-JP01-1100_AR
FX-SALE-2025-09-01392-JP01-1100_AR,2025-09,2025-11,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,19952.8,166777.8369,0.1196369995910589,0.0057620735083432,3462781.23,2,SALE-2025-09-01392-JP01,FX-SALE-2025-09-01392-JP01-1100_AR
FX-SALE-2025-09-01398-JP01-1100_AR,2025-09,2025-10,JP01,Hardware,EXTERNAL,Receivable,1100_AR,JPY,CNY,22100.74,184731.6472,0.1196369995910589,0.0057620735083432,3835553.29,1,SALE-2025-09-01398-JP01,FX-SALE-2025-09-01398-JP01-1100_AR
