contract_id,issue_month,seller,buyer,division,transaction_currency,transaction_amount,original_reporting_eur,receivable_journal_id,payable_journal_id,payment_terms_months,settlement_month
IC-2025-05-CZ01-US01-Hardware,2025-05,CZ01,US01,Hardware,CZK,45164230.8157,1789621.05,ICSALE-2025-05-CZ01-US01-Hardware,ICBUY-2025-05-US01-CZ01-Hardware,2,2025-07
IC-2025-06-CN01-DE01-Hardware,2025-06,CN01,DE01,Hardware,CNY,7796754.1516,980422.93,ICSALE-2025-06-CN01-DE01-Hardware,ICBUY-2025-06-DE01-CN01-Hardware,2,2025-08
IC-2025-06-CN01-ES01-Hardware,2025-06,CN01,ES01,Hardware,CNY,7521845.7098,945853.86,ICSALE-2025-06-CN01-ES01-Hardware,ICBUY-2025-06-ES01-CN01-Hardware,1,2025-07
IC-2025-06-CN01-ES01-Spare Parts,2025-06,CN01,ES01,Spare Parts,CNY,2037424.1756,256201.15,ICSALE-2025-06-CN01-ES01-SpareParts,ICBUY-2025-06-ES01-CN01-SpareParts,1,2025-07
IC-2025-06-CN01-JP01-Hardware,2025-06,CN01,JP01,Hardware,CNY,14075024.074,1769900.15,ICSALE-2025-06-CN01-JP01-Hardware,ICBUY-2025-06-JP01-CN01-Hardware,1,2025-07
IC-2025-06-CN01-JP01-Spare Parts,2025-06,CN01,JP01,Spare Parts,CNY,10553350.8422,1327058.28,ICSALE-2025-06-CN01-JP01-SpareParts,ICBUY-2025-06-JP01-CN01-SpareParts,1,2025-07
IC-2025-06-CN01-US01-Hardware,2025-06,CN01,US01,Hardware,CNY,18457815.3013,2321025.52,ICSALE-2025-06-CN01-US01-Hardware,ICBUY-2025-06-US01-CN01-Hardware,2,2025-08
IC-2025-06-CZ01-DE01-Hardware,2025-06,CZ01,DE01,Hardware,CZK,77023259.5253,3048630.41,ICSALE-2025-06-CZ01-DE01-Hardware,ICBUY-2025-06-DE01-CZ01-Hardware,1,2025-07
IC-2025-06-CZ01-ES01-Hardware,2025-06,CZ01,ES01,Hardware,CZK,67089693.39,2655453.44,ICSALE-2025-06-CZ01-ES01-Hardware,ICBUY-2025-06-ES01-CZ01-Hardware,1,2025-07
IC-2025-06-CZ01-ES01-Spare Parts,2025-06,CZ01,ES01,Spare Parts,CZK,24314366.3463,962378.34,ICSALE-2025-06-CZ01-ES01-SpareParts,ICBUY-2025-06-ES01-CZ01-SpareParts,1,2025-07
IC-2025-06-CZ01-JP01-Hardware,2025-06,CZ01,JP01,Hardware,CZK,13905421.6701,550385.58,ICSALE-2025-06-CZ01-JP01-Hardware,ICBUY-2025-06-JP01-CZ01-Hardware,1,2025-07
IC-2025-06-CZ01-JP01-Spare Parts,2025-06,CZ01,JP01,Spare Parts,CZK,8848263.7523,350220.0,ICSALE-2025-06-CZ01-JP01-SpareParts,ICBUY-2025-06-JP01-CZ01-SpareParts,2,2025-08
IC-2025-06-CZ01-US01-Hardware,2025-06,CZ01,US01,Hardware,CZK,43432593.9728,1719090.15,ICSALE-2025-06-CZ01-US01-Hardware,ICBUY-2025-06-US01-CZ01-Hardware,1,2025-07
IC-2025-07-CN01-DE01-Hardware,2025-07,CN01,DE01,Hardware,CNY,5312262.4922,663517.28,ICSALE-2025-07-CN01-DE01-Hardware,ICBUY-2025-07-DE01-CN01-Hardware,2,2025-09
IC-2025-07-CN01-ES01-Hardware,2025-07,CN01,ES01,Hardware,CNY,4533472.9876,566244.17,ICSALE-2025-07-CN01-ES01-Hardware,ICBUY-2025-07-ES01-CN01-Hardware,1,2025-08
IC-2025-07-CN01-ES01-Spare Parts,2025-07,CN01,ES01,Spare Parts,CNY,940014.5139,117410.59,ICSALE-2025-07-CN01-ES01-SpareParts,ICBUY-2025-07-ES01-CN01-SpareParts,2,2025-09
IC-2025-07-CN01-JP01-Hardware,2025-07,CN01,JP01,Hardware,CNY,9345171.0193,1167239.47,ICSALE-2025-07-CN01-JP01-Hardware,ICBUY-2025-07-JP01-CN01-Hardware,1,2025-08
IC-2025-07-CN01-JP01-Spare Parts,2025-07,CN01,JP01,Spare Parts,CNY,5819743.7626,726903.19,ICSALE-2025-07-CN01-JP01-SpareParts,ICBUY-2025-07-JP01-CN01-SpareParts,2,2025-09
IC-2025-07-CN01-US01-Hardware,2025-07,CN01,US01,Hardware,CNY,11633341.3936,1453038.71,ICSALE-2025-07-CN01-US01-Hardware,ICBUY-2025-07-US01-CN01-Hardware,1,2025-08
IC-2025-07-CZ01-DE01-Hardware,2025-07,CZ01,DE01,Hardware,CZK,49320147.9569,1947791.47,ICSALE-2025-07-CZ01-DE01-Hardware,ICBUY-2025-07-DE01-CZ01-Hardware,2,2025-09
IC-2025-07-CZ01-ES01-Hardware,2025-07,CZ01,ES01,Hardware,CZK,33210127.6165,1311561.42,ICSALE-2025-07-CZ01-ES01-Hardware,ICBUY-2025-07-ES01-CZ01-Hardware,2,2025-09
IC-2025-07-CZ01-ES01-Spare Parts,2025-07,CZ01,ES01,Spare Parts,CZK,14259614.6315,563152.32,ICSALE-2025-07-CZ01-ES01-SpareParts,ICBUY-2025-07-ES01-CZ01-SpareParts,2,2025-09
IC-2025-07-CZ01-JP01-Hardware,2025-07,CZ01,JP01,Hardware,CZK,9419483.8156,372001.93,ICSALE-2025-07-CZ01-JP01-Hardware,ICBUY-2025-07-JP01-CZ01-Hardware,2,2025-09
IC-2025-07-CZ01-JP01-Spare Parts,2025-07,CZ01,JP01,Spare Parts,CZK,4819296.1399,190327.57,ICSALE-2025-07-CZ01-JP01-SpareParts,ICBUY-2025-07-JP01-CZ01-SpareParts,1,2025-08
IC-2025-07-CZ01-US01-Hardware,2025-07,CZ01,US01,Hardware,CZK,27978739.0472,1104959.16,ICSALE-2025-07-CZ01-US01-Hardware,ICBUY-2025-07-US01-CZ01-Hardware,1,2025-08
IC-2025-08-CN01-DE01-Hardware,2025-08,CN01,DE01,Hardware,CNY,2558802.2988,321666.8,ICSALE-2025-08-CN01-DE01-Hardware,ICBUY-2025-08-DE01-CN01-Hardware,1,2025-09
IC-2025-08-CN01-ES01-Hardware,2025-08,CN01,ES01,Hardware,CNY,4344544.4466,546152.28,ICSALE-2025-08-CN01-ES01-Hardware,ICBUY-2025-08-ES01-CN01-Hardware,1,2025-09
IC-2025-08-CN01-ES01-Spare Parts,2025-08,CN01,ES01,Spare Parts,CNY,855243.0929,107512.53,ICSALE-2025-08-CN01-ES01-SpareParts,ICBUY-2025-08-ES01-CN01-SpareParts,2,2025-10
IC-2025-08-CN01-JP01-Spare Parts,2025-08,CN01,JP01,Spare Parts,CNY,4548655.0893,571811.01,ICSALE-2025-08-CN01-JP01-SpareParts,ICBUY-2025-08-JP01-CN01-SpareParts,2,2025-10
IC-2025-08-CN01-US01-Hardware,2025-08,CN01,US01,Hardware,CNY,8632734.6236,1085220.27,ICSALE-2025-08-CN01-US01-Hardware,ICBUY-2025-08-US01-CN01-Hardware,1,2025-09
IC-2025-08-CZ01-DE01-Hardware,2025-08,CZ01,DE01,Hardware,CZK,22420410.776,887864.3,ICSALE-2025-08-CZ01-DE01-Hardware,ICBUY-2025-08-DE01-CZ01-Hardware,2,2025-10
IC-2025-08-CZ01-ES01-Hardware,2025-08,CZ01,ES01,Hardware,CZK,28818434.1258,1141230.6,ICSALE-2025-08-CZ01-ES01-Hardware,ICBUY-2025-08-ES01-CZ01-Hardware,2,2025-10
IC-2025-08-CZ01-ES01-Spare Parts,2025-08,CZ01,ES01,Spare Parts,CZK,11167880.3948,442256.05,ICSALE-2025-08-CZ01-ES01-SpareParts,ICBUY-2025-08-ES01-CZ01-SpareParts,2,2025-10
IC-2025-08-CZ01-JP01-Spare Parts,2025-08,CZ01,JP01,Spare Parts,CZK,3795783.4738,150315.74,ICSALE-2025-08-CZ01-JP01-SpareParts,ICBUY-2025-08-JP01-CZ01-SpareParts,2,2025-10
IC-2025-08-CZ01-US01-Hardware,2025-08,CZ01,US01,Hardware,CZK,20719616.995,820511.65,ICSALE-2025-08-CZ01-US01-Hardware,ICBUY-2025-08-US01-CZ01-Hardware,1,2025-09
IC-2025-09-CN01-DE01-Hardware,2025-09,CN01,DE01,Hardware,CNY,12332623.807,1555571.55,ICSALE-2025-09-CN01-DE01-Hardware,ICBUY-2025-09-DE01-CN01-Hardware,2,2025-11
IC-2025-09-CN01-ES01-Hardware,2025-09,CN01,ES01,Hardware,CNY,15353704.4632,1936634.59,ICSALE-2025-09-CN01-ES01-Hardware,ICBUY-2025-09-ES01-CN01-Hardware,2,2025-11
IC-2025-09-CN01-ES01-Spare Parts,2025-09,CN01,ES01,Spare Parts,CNY,2608824.6434,329063.26,ICSALE-2025-09-CN01-ES01-SpareParts,ICBUY-2025-09-ES01-CN01-SpareParts,1,2025-10
IC-2025-09-CN01-JP01-Hardware,2025-09,CN01,JP01,Hardware,CNY,24453046.3373,3084377.16,ICSALE-2025-09-CN01-JP01-Hardware,ICBUY-2025-09-JP01-CN01-Hardware,2,2025-11
IC-2025-09-CN01-JP01-Spare Parts,2025-09,CN01,JP01,Spare Parts,CNY,14881289.1823,1877046.64,ICSALE-2025-09-CN01-JP01-SpareParts,ICBUY-2025-09-JP01-CN01-SpareParts,2,2025-11
IC-2025-09-CN01-US01-Hardware,2025-09,CN01,US01,Hardware,CNY,25925014.2441,3270043.36,ICSALE-2025-09-CN01-US01-Hardware,ICBUY-2025-09-US01-CN01-Hardware,2,2025-11
IC-2025-09-CZ01-DE01-Hardware,2025-09,CZ01,DE01,Hardware,CZK,91657326.037,3642832.51,ICSALE-2025-09-CZ01-DE01-Hardware,ICBUY-2025-09-DE01-CZ01-Hardware,2,2025-11
IC-2025-09-CZ01-ES01-Hardware,2025-09,CZ01,ES01,Hardware,CZK,82130277.9079,3264189.12,ICSALE-2025-09-CZ01-ES01-Hardware,ICBUY-2025-09-ES01-CZ01-Hardware,1,2025-10
IC-2025-09-CZ01-ES01-Spare Parts,2025-09,CZ01,ES01,Spare Parts,CZK,33633855.8307,1336745.34,ICSALE-2025-09-CZ01-ES01-SpareParts,ICBUY-2025-09-ES01-CZ01-SpareParts,1,2025-10
IC-2025-09-CZ01-JP01-Hardware,2025-09,CZ01,JP01,Hardware,CZK,28274326.0633,1123735.97,ICSALE-2025-09-CZ01-JP01-Hardware,ICBUY-2025-09-JP01-CZ01-Hardware,1,2025-10
IC-2025-09-CZ01-JP01-Spare Parts,2025-09,CZ01,JP01,Spare Parts,CZK,12729014.6953,505902.48,ICSALE-2025-09-CZ01-JP01-SpareParts,ICBUY-2025-09-JP01-CZ01-SpareParts,2,2025-11
IC-2025-09-CZ01-US01-Hardware,2025-09,CZ01,US01,Hardware,CZK,61632325.9477,2449517.68,ICSALE-2025-09-CZ01-US01-Hardware,ICBUY-2025-09-US01-CZ01-Hardware,1,2025-10
IC-2025-10-CN01-DE01-Hardware,2025-10,CN01,DE01,Hardware,CNY,10301415.4131,1291023.47,ICSALE-2025-10-CN01-DE01-Hardware,ICBUY-2025-10-DE01-CN01-Hardware,2,2025-12
IC-2025-10-CN01-ES01-Hardware,2025-10,CN01,ES01,Hardware,CNY,12046553.7334,1509732.69,ICSALE-2025-10-CN01-ES01-Hardware,ICBUY-2025-10-ES01-CN01-Hardware,2,2025-12
IC-2025-10-CN01-ES01-Spare Parts,2025-10,CN01,ES01,Spare Parts,CNY,2244847.0673,281335.15,ICSALE-2025-10-CN01-ES01-SpareParts,ICBUY-2025-10-ES01-CN01-SpareParts,1,2025-11
IC-2025-10-CN01-JP01-Hardware,2025-10,CN01,JP01,Hardware,CNY,12563243.3887,1574486.75,ICSALE-2025-10-CN01-JP01-Hardware,ICBUY-2025-10-JP01-CN01-Hardware,2,2025-12
IC-2025-10-CN01-JP01-Spare Parts,2025-10,CN01,JP01,Spare Parts,CNY,10717543.9367,1343174.72,ICSALE-2025-10-CN01-JP01-SpareParts,ICBUY-2025-10-JP01-CN01-SpareParts,1,2025-11
IC-2025-10-CN01-US01-Hardware,2025-10,CN01,US01,Hardware,CNY,18326719.2521,2296793.57,ICSALE-2025-10-CN01-US01-Hardware,ICBUY-2025-10-US01-CN01-Hardware,2,2025-12
IC-2025-10-CZ01-DE01-Hardware,2025-10,CZ01,DE01,Hardware,CZK,66014812.644,2624714.53,ICSALE-2025-10-CZ01-DE01-Hardware,ICBUY-2025-10-DE01-CZ01-Hardware,2,2025-12
IC-2025-10-CZ01-ES01-Hardware,2025-10,CZ01,ES01,Hardware,CZK,51955723.8478,2065732.49,ICSALE-2025-10-CZ01-ES01-Hardware,ICBUY-2025-10-ES01-CZ01-Hardware,1,2025-11
IC-2025-10-CZ01-ES01-Spare Parts,2025-10,CZ01,ES01,Spare Parts,CZK,24434824.4603,971515.88,ICSALE-2025-10-CZ01-ES01-SpareParts,ICBUY-2025-10-ES01-CZ01-SpareParts,2,2025-12
IC-2025-10-CZ01-JP01-Hardware,2025-10,CZ01,JP01,Hardware,CZK,15215788.8242,604971.83,ICSALE-2025-10-CZ01-JP01-Hardware,ICBUY-2025-10-JP01-CZ01-Hardware,2,2025-12
IC-2025-10-CZ01-JP01-Spare Parts,2025-10,CZ01,JP01,Spare Parts,CZK,9382167.554,373030.09,ICSALE-2025-10-CZ01-JP01-SpareParts,ICBUY-2025-10-JP01-CZ01-SpareParts,1,2025-11
IC-2025-10-CZ01-US01-Hardware,2025-10,CZ01,US01,Hardware,CZK,47192637.4918,1876354.66,ICSALE-2025-10-CZ01-US01-Hardware,ICBUY-2025-10-US01-CZ01-Hardware,1,2025-11
IC-2025-11-CN01-DE01-Hardware,2025-11,CN01,DE01,Hardware,CNY,13329563.7723,1684283.2,ICSALE-2025-11-CN01-DE01-Hardware,ICBUY-2025-11-DE01-CN01-Hardware,2,2026-01
IC-2025-11-CN01-ES01-Hardware,2025-11,CN01,ES01,Hardware,CNY,14387894.3664,1818010.64,ICSALE-2025-11-CN01-ES01-Hardware,ICBUY-2025-11-ES01-CN01-Hardware,1,2025-12
IC-2025-11-CN01-ES01-Spare Parts,2025-11,CN01,ES01,Spare Parts,CNY,2304383.8856,291174.95,ICSALE-2025-11-CN01-ES01-SpareParts,ICBUY-2025-11-ES01-CN01-SpareParts,2,2026-01
IC-2025-11-CN01-JP01-Hardware,2025-11,CN01,JP01,Hardware,CNY,14876467.5198,1879745.26,ICSALE-2025-11-CN01-JP01-Hardware,ICBUY-2025-11-JP01-CN01-Hardware,2,2026-01
IC-2025-11-CN01-JP01-Spare Parts,2025-11,CN01,JP01,Spare Parts,CNY,11319037.0596,1430239.15,ICSALE-2025-11-CN01-JP01-SpareParts,ICBUY-2025-11-JP01-CN01-SpareParts,1,2025-12
IC-2025-11-CN01-US01-Hardware,2025-11,CN01,US01,Hardware,CNY,18313691.5457,2314062.45,ICSALE-2025-11-CN01-US01-Hardware,ICBUY-2025-11-US01-CN01-Hardware,2,2026-01
IC-2025-11-CZ01-DE01-Hardware,2025-11,CZ01,DE01,Hardware,CZK,66409253.9731,2637530.99,ICSALE-2025-11-CZ01-DE01-Hardware,ICBUY-2025-11-DE01-CZ01-Hardware,1,2025-12
IC-2025-11-CZ01-ES01-Hardware,2025-11,CZ01,ES01,Hardware,CZK,56773466.2712,2254832.99,ICSALE-2025-11-CZ01-ES01-Hardware,ICBUY-2025-11-ES01-CZ01-Hardware,2,2026-01
IC-2025-11-CZ01-ES01-Spare Parts,2025-11,CZ01,ES01,Spare Parts,CZK,24649018.8712,978968.25,ICSALE-2025-11-CZ01-ES01-SpareParts,ICBUY-2025-11-ES01-CZ01-SpareParts,2,2026-01
IC-2025-11-CZ01-JP01-Hardware,2025-11,CZ01,JP01,Hardware,CZK,19849457.7875,788347.36,ICSALE-2025-11-CZ01-JP01-Hardware,ICBUY-2025-11-JP01-CZ01-Hardware,1,2025-12
IC-2025-11-CZ01-JP01-Spare Parts,2025-11,CZ01,JP01,Spare Parts,CZK,9783054.6297,388546.9,ICSALE-2025-11-CZ01-JP01-SpareParts,ICBUY-2025-11-JP01-CZ01-SpareParts,1,2025-12
IC-2025-11-CZ01-US01-Hardware,2025-11,CZ01,US01,Hardware,CZK,52896571.3022,2100857.0,ICSALE-2025-11-CZ01-US01-Hardware,ICBUY-2025-11-US01-CZ01-Hardware,2,2026-01
IC-2025-12-CN01-DE01-Hardware,2025-12,CN01,DE01,Hardware,CNY,13142646.7639,1647404.46,ICSALE-2025-12-CN01-DE01-Hardware,ICBUY-2025-12-DE01-CN01-Hardware,1,2026-01
IC-2025-12-CN01-ES01-Hardware,2025-12,CN01,ES01,Hardware,CNY,14990745.1279,1879059.89,ICSALE-2025-12-CN01-ES01-Hardware,ICBUY-2025-12-ES01-CN01-Hardware,2,2026-02
IC-2025-12-CN01-ES01-Spare Parts,2025-12,CN01,ES01,Spare Parts,CNY,2721630.9435,341150.99,ICSALE-2025-12-CN01-ES01-SpareParts,ICBUY-2025-12-ES01-CN01-SpareParts,2,2026-02
IC-2025-12-CN01-JP01-Hardware,2025-12,CN01,JP01,Hardware,CNY,14492646.7857,1816624.26,ICSALE-2025-12-CN01-JP01-Hardware,ICBUY-2025-12-JP01-CN01-Hardware,1,2026-01
IC-2025-12-CN01-JP01-Spare Parts,2025-12,CN01,JP01,Spare Parts,CNY,12111238.6674,1518119.52,ICSALE-2025-12-CN01-JP01-SpareParts,ICBUY-2025-12-JP01-CN01-SpareParts,2,2026-02
IC-2025-12-CN01-US01-Hardware,2025-12,CN01,US01,Hardware,CNY,19422502.4671,2434571.8,ICSALE-2025-12-CN01-US01-Hardware,ICBUY-2025-12-US01-CN01-Hardware,1,2026-01
IC-2025-12-CZ01-DE01-Hardware,2025-12,CZ01,DE01,Hardware,CZK,72014771.112,2873432.78,ICSALE-2025-12-CZ01-DE01-Hardware,ICBUY-2025-12-DE01-CZ01-Hardware,1,2026-01
IC-2025-12-CZ01-ES01-Hardware,2025-12,CZ01,ES01,Hardware,CZK,57867550.0183,2308950.13,ICSALE-2025-12-CZ01-ES01-Hardware,ICBUY-2025-12-ES01-CZ01-Hardware,2,2026-02
IC-2025-12-CZ01-ES01-Spare Parts,2025-12,CZ01,ES01,Spare Parts,CZK,27305352.8703,1089500.04,ICSALE-2025-12-CZ01-ES01-SpareParts,ICBUY-2025-12-ES01-CZ01-SpareParts,1,2026-01
IC-2025-12-CZ01-JP01-Hardware,2025-12,CZ01,JP01,Hardware,CZK,19402058.2423,774153.82,ICSALE-2025-12-CZ01-JP01-Hardware,ICBUY-2025-12-JP01-CZ01-Hardware,2,2026-02
IC-2025-12-CZ01-JP01-Spare Parts,2025-12,CZ01,JP01,Spare Parts,CZK,11452686.1148,456969.08,ICSALE-2025-12-CZ01-JP01-SpareParts,ICBUY-2025-12-JP01-CZ01-SpareParts,2,2026-02
IC-2025-12-CZ01-US01-Hardware,2025-12,CZ01,US01,Hardware,CZK,49910861.2095,1991473.45,ICSALE-2025-12-CZ01-US01-Hardware,ICBUY-2025-12-US01-CZ01-Hardware,1,2026-01
IC-2026-01-CN01-DE01-Hardware,2026-01,CN01,DE01,Hardware,CNY,1059524.7891,134289.41,ICSALE-2026-01-CN01-DE01-Hardware,ICBUY-2026-01-DE01-CN01-Hardware,1,2026-02
IC-2026-01-CN01-US01-Hardware,2026-01,CN01,US01,Hardware,CNY,2620960.8026,332193.53,ICSALE-2026-01-CN01-US01-Hardware,ICBUY-2026-01-US01-CN01-Hardware,2,2026-03
IC-2026-01-CZ01-DE01-Hardware,2026-01,CZ01,DE01,Hardware,CZK,7041140.7424,281934.51,ICSALE-2026-01-CZ01-DE01-Hardware,ICBUY-2026-01-DE01-CZ01-Hardware,2,2026-03
IC-2026-01-CZ01-US01-Hardware,2026-01,CZ01,US01,Hardware,CZK,6910305.6882,276695.74,ICSALE-2026-01-CZ01-US01-Hardware,ICBUY-2026-01-US01-CZ01-Hardware,1,2026-02
IC-2026-02-CN01-DE01-Hardware,2026-02,CN01,DE01,Hardware,CNY,11083809.5742,1396992.15,ICSALE-2026-02-CN01-DE01-Hardware,ICBUY-2026-02-DE01-CN01-Hardware,2,2026-04
IC-2026-02-CN01-ES01-Hardware,2026-02,CN01,ES01,Hardware,CNY,11861830.5738,1495053.13,ICSALE-2026-02-CN01-ES01-Hardware,ICBUY-2026-02-ES01-CN01-Hardware,2,2026-04
IC-2026-02-CN01-ES01-Spare Parts,2026-02,CN01,ES01,Spare Parts,CNY,2260027.8126,284851.62,ICSALE-2026-02-CN01-ES01-SpareParts,ICBUY-2026-02-ES01-CN01-SpareParts,1,2026-03
IC-2026-02-CN01-JP01-Hardware,2026-02,CN01,JP01,Hardware,CNY,8454478.4177,1065593.91,ICSALE-2026-02-CN01-JP01-Hardware,ICBUY-2026-02-JP01-CN01-Hardware,2,2026-04
IC-2026-02-CN01-JP01-Spare Parts,2026-02,CN01,JP01,Spare Parts,CNY,8852050.1572,1115703.45,ICSALE-2026-02-CN01-JP01-SpareParts,ICBUY-2026-02-JP01-CN01-SpareParts,2,2026-04
IC-2026-02-CN01-US01-Hardware,2026-02,CN01,US01,Hardware,CNY,18100745.198,2281399.62,ICSALE-2026-02-CN01-US01-Hardware,ICBUY-2026-02-US01-CN01-Hardware,1,2026-03
IC-2026-02-CZ01-DE01-Hardware,2026-02,CZ01,DE01,Hardware,CZK,50607304.5006,2030783.09,ICSALE-2026-02-CZ01-DE01-Hardware,ICBUY-2026-02-DE01-CZ01-Hardware,1,2026-03
IC-2026-02-CZ01-ES01-Hardware,2026-02,CZ01,ES01,Hardware,CZK,41315336.7736,1657912.59,ICSALE-2026-02-CZ01-ES01-Hardware,ICBUY-2026-02-ES01-CZ01-Hardware,2,2026-04
IC-2026-02-CZ01-ES01-Spare Parts,2026-02,CZ01,ES01,Spare Parts,CZK,19347883.847,776396.92,ICSALE-2026-02-CZ01-ES01-SpareParts,ICBUY-2026-02-ES01-CZ01-SpareParts,2,2026-04
IC-2026-02-CZ01-JP01-Hardware,2026-02,CZ01,JP01,Hardware,CZK,15945698.4831,639873.14,ICSALE-2026-02-CZ01-JP01-Hardware,ICBUY-2026-02-JP01-CZ01-Hardware,1,2026-03
IC-2026-02-CZ01-JP01-Spare Parts,2026-02,CZ01,JP01,Spare Parts,CZK,9605786.4645,385463.5,ICSALE-2026-02-CZ01-JP01-SpareParts,ICBUY-2026-02-JP01-CZ01-SpareParts,2,2026-04
IC-2026-02-CZ01-US01-Hardware,2026-02,CZ01,US01,Hardware,CZK,49301465.4346,1978382.04,ICSALE-2026-02-CZ01-US01-Hardware,ICBUY-2026-02-US01-CZ01-Hardware,1,2026-03
IC-2026-03-CN01-DE01-Hardware,2026-03,CN01,DE01,Hardware,CNY,13985619.5382,1794967.15,ICSALE-2026-03-CN01-DE01-Hardware,ICBUY-2026-03-DE01-CN01-Hardware,1,2026-04
IC-2026-03-CN01-ES01-Hardware,2026-03,CN01,ES01,Hardware,CNY,15574113.7718,1998840.49,ICSALE-2026-03-CN01-ES01-Hardware,ICBUY-2026-03-ES01-CN01-Hardware,1,2026-04
IC-2026-03-CN01-ES01-Spare Parts,2026-03,CN01,ES01,Spare Parts,CNY,3113634.7886,399615.63,ICSALE-2026-03-CN01-ES01-SpareParts,ICBUY-2026-03-ES01-CN01-SpareParts,1,2026-04
IC-2026-03-CN01-JP01-Hardware,2026-03,CN01,JP01,Hardware,CNY,15678068.5637,2012182.44,ICSALE-2026-03-CN01-JP01-Hardware,ICBUY-2026-03-JP01-CN01-Hardware,2,2026-05
IC-2026-03-CN01-JP01-Spare Parts,2026-03,CN01,JP01,Spare Parts,CNY,12568287.9551,1613061.47,ICSALE-2026-03-CN01-JP01-SpareParts,ICBUY-2026-03-JP01-CN01-SpareParts,2,2026-05
IC-2026-03-CN01-US01-Hardware,2026-03,CN01,US01,Hardware,CNY,24072973.1422,3089616.15,ICSALE-2026-03-CN01-US01-Hardware,ICBUY-2026-03-US01-CN01-Hardware,1,2026-04
IC-2026-03-CZ01-DE01-Hardware,2026-03,CZ01,DE01,Hardware,CZK,68199935.9219,2728748.97,ICSALE-2026-03-CZ01-DE01-Hardware,ICBUY-2026-03-DE01-CZ01-Hardware,1,2026-04
IC-2026-03-CZ01-ES01-Hardware,2026-03,CZ01,ES01,Hardware,CZK,51646608.1806,2066433.45,ICSALE-2026-03-CZ01-ES01-Hardware,ICBUY-2026-03-ES01-CZ01-Hardware,1,2026-04
IC-2026-03-CZ01-ES01-Spare Parts,2026-03,CZ01,ES01,Spare Parts,CZK,28703620.47,1148461.12,ICSALE-2026-03-CZ01-ES01-SpareParts,ICBUY-2026-03-ES01-CZ01-SpareParts,2,2026-05
IC-2026-03-CZ01-JP01-Hardware,2026-03,CZ01,JP01,Hardware,CZK,33830610.7909,1353597.23,ICSALE-2026-03-CZ01-JP01-Hardware,ICBUY-2026-03-JP01-CZ01-Hardware,1,2026-04
IC-2026-03-CZ01-JP01-Spare Parts,2026-03,CZ01,JP01,Spare Parts,CZK,12304085.3606,492299.0,ICSALE-2026-03-CZ01-JP01-SpareParts,ICBUY-2026-03-JP01-CZ01-SpareParts,2,2026-05
IC-2026-03-CZ01-US01-Hardware,2026-03,CZ01,US01,Hardware,CZK,64314684.5157,2573296.1,ICSALE-2026-03-CZ01-US01-Hardware,ICBUY-2026-03-US01-CZ01-Hardware,1,2026-04
IC-2026-04-CN01-DE01-Hardware,2026-04,CN01,DE01,Hardware,CNY,14598485.4248,1889082.85,ICSALE-2026-04-CN01-DE01-Hardware,ICBUY-2026-04-DE01-CN01-Hardware,2,2026-06
IC-2026-04-CN01-ES01-Hardware,2026-04,CN01,ES01,Hardware,CNY,17011288.7576,2201306.02,ICSALE-2026-04-CN01-ES01-Hardware,ICBUY-2026-04-ES01-CN01-Hardware,2,2026-06
IC-2026-04-CN01-ES01-Spare Parts,2026-04,CN01,ES01,Spare Parts,CNY,2434506.0551,315031.56,ICSALE-2026-04-CN01-ES01-SpareParts,ICBUY-2026-04-ES01-CN01-SpareParts,2,2026-06
IC-2026-04-CN01-JP01-Hardware,2026-04,CN01,JP01,Hardware,CNY,12834927.5543,1660873.77,ICSALE-2026-04-CN01-JP01-Hardware,ICBUY-2026-04-JP01-CN01-Hardware,1,2026-05
IC-2026-04-CN01-JP01-Spare Parts,2026-04,CN01,JP01,Spare Parts,CNY,10311878.9608,1334384.57,ICSALE-2026-04-CN01-JP01-SpareParts,ICBUY-2026-04-JP01-CN01-SpareParts,2,2026-06
IC-2026-04-CN01-US01-Hardware,2026-04,CN01,US01,Hardware,CNY,20756708.2023,2685973.26,ICSALE-2026-04-CN01-US01-Hardware,ICBUY-2026-04-US01-CN01-Hardware,2,2026-06
IC-2026-04-CZ01-DE01-Hardware,2026-04,CZ01,DE01,Hardware,CZK,69125778.8056,2771051.89,ICSALE-2026-04-CZ01-DE01-Hardware,ICBUY-2026-04-DE01-CZ01-Hardware,2,2026-06
IC-2026-04-CZ01-ES01-Hardware,2026-04,CZ01,ES01,Hardware,CZK,56104058.0489,2249048.89,ICSALE-2026-04-CZ01-ES01-Hardware,ICBUY-2026-04-ES01-CZ01-Hardware,2,2026-06
IC-2026-04-CZ01-ES01-Spare Parts,2026-04,CZ01,ES01,Spare Parts,CZK,23891186.2078,957728.33,ICSALE-2026-04-CZ01-ES01-SpareParts,ICBUY-2026-04-ES01-CZ01-SpareParts,2,2026-06
IC-2026-04-CZ01-JP01-Hardware,2026-04,CZ01,JP01,Hardware,CZK,26388239.4805,1057827.95,ICSALE-2026-04-CZ01-JP01-Hardware,ICBUY-2026-04-JP01-CZ01-Hardware,2,2026-06
IC-2026-04-CZ01-JP01-Spare Parts,2026-04,CZ01,JP01,Spare Parts,CZK,10196354.8708,408742.28,ICSALE-2026-04-CZ01-JP01-SpareParts,ICBUY-2026-04-JP01-CZ01-SpareParts,1,2026-05
