month,entity,functional_currency,account,local_balance
2025-04,US01,USD,1100_AR,15110988.72
2025-04,US01,USD,4000_EXTERNAL_REVENUE,0.9
2025-04,US01,USD,5050_SERVICE_DELIVERY,-0.26
2025-04,US01,USD,2100_AP,-3183580.31
2025-04,US01,USD,5400_FIXED_PRODUCTION,-0.34
2025-04,US01,USD,5300_VARIABLE_SELLING,0.39
2025-04,US01,USD,6000_OPEX,0.02
2025-04,US01,USD,5000_EXTERNAL_COGS,0.1
2025-04,US01,USD,1200_INVENTORY,11468666.26
2025-04,JP01,JPY,1100_AR,1843308881.71
2025-04,JP01,JPY,4000_EXTERNAL_REVENUE,-0.92
2025-04,JP01,JPY,5050_SERVICE_DELIVERY,-0.13
2025-04,JP01,JPY,2100_AP,-207873963.12
2025-04,JP01,JPY,5400_FIXED_PRODUCTION,0.25
2025-04,JP01,JPY,5300_VARIABLE_SELLING,0.96
2025-04,JP01,JPY,6000_OPEX,0.18
2025-04,JP01,JPY,5000_EXTERNAL_COGS,0.71
2025-04,JP01,JPY,1200_INVENTORY,1675512577.69
2025-04,DE01,EUR,2150_IC_AP,-1411410.09
2025-04,CN01,CNY,1150_IC_AR,21494228.76
2025-04,CN01,CNY,4100_IC_REVENUE,0.06
2025-04,CN01,CNY,5200_FACTORY_COST,-0.04
2025-04,CN01,CNY,2100_AP,-114632976.16
2025-04,CZ01,CZK,1150_IC_AR,80930998.64
2025-04,CZ01,CZK,4100_IC_REVENUE,0.03
2025-04,CZ01,CZK,5200_FACTORY_COST,-0.11
2025-04,CZ01,CZK,2100_AP,-439857043.81
2025-04,ES01,EUR,2150_IC_AP,-1702594.25
2025-04,JP01,JPY,2150_IC_AP,-218639410.24
2025-04,US01,USD,2150_IC_AP,-1614649.41
2025-04,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-04,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-04,DE01,EUR,6100_DEPRECIATION,0.0
2025-04,ES01,EUR,6100_DEPRECIATION,0.0
2025-04,CZ01,CZK,6100_DEPRECIATION,0.0
2025-04,CN01,CNY,6100_DEPRECIATION,0.0
2025-04,US01,USD,6100_DEPRECIATION,0.0
2025-04,JP01,JPY,6100_DEPRECIATION,0.0
2025-04,DE01,EUR,7000_INTEREST,0.0
2025-04,ES01,EUR,7000_INTEREST,0.0
2025-04,CZ01,CZK,7000_INTEREST,0.0
2025-04,CN01,CNY,7000_INTEREST,0.0
2025-04,US01,USD,7000_INTEREST,0.0
2025-04,JP01,JPY,7000_INTEREST,0.0
2025-04,CN01,CNY,7100_TAX,0.0
2025-04,CN01,CNY,2200_TAX_PAYABLE,-630115.18
2025-04,CZ01,CZK,7100_TAX,0.0
2025-04,CZ01,CZK,2200_TAX_PAYABLE,-5875311.75
2025-04,DE01,EUR,7100_TAX,0.0
2025-04,DE01,EUR,2200_TAX_PAYABLE,-391887.78
2025-04,ES01,EUR,7100_TAX,0.0
2025-04,ES01,EUR,2200_TAX_PAYABLE,-749001.36
2025-04,JP01,JPY,7100_TAX,0.0
2025-04,JP01,JPY,2200_TAX_PAYABLE,-109088765.46
2025-04,US01,USD,7100_TAX,0.0
2025-04,US01,USD,2200_TAX_PAYABLE,-636184.35
2025-04,CZ01,CZK,1510_CIP,34388508.58
2025-04,CN01,CNY,1510_CIP,0.0
2025-04,DE01,EUR,1510_CIP,0.0
2025-04,ES01,EUR,1510_CIP,0.0
2025-04,CN01,CNY,3200_RETAINED_EARNINGS,-18455397.73
2025-04,CZ01,CZK,3200_RETAINED_EARNINGS,-186334516.23
2025-04,DE01,EUR,3200_RETAINED_EARNINGS,-12942035.86
2025-04,ES01,EUR,3200_RETAINED_EARNINGS,-26883454.87
2025-04,JP01,JPY,3200_RETAINED_EARNINGS,-3472915814.78
2025-04,US01,USD,3200_RETAINED_EARNINGS,-20086593.36
2025-04,DE01,EUR,2300_CONTRACT_LIABILITIES,-346821.99
2025-04,ES01,EUR,2300_CONTRACT_LIABILITIES,-3418820.4
2025-04,JP01,JPY,2300_CONTRACT_LIABILITIES,-45012349.05
2025-04,US01,USD,2300_CONTRACT_LIABILITIES,-3797411.92
2025-04,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-04,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-21314.97
2025-04,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-04,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-23324.41
2025-04,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2025-04,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-3524530.32
2025-04,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2025-04,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-27213.57
2025-04,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-04,DE01,EUR,1290_INVENTORY_PROVISION,-11802.89
2025-04,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-04,ES01,EUR,1290_INVENTORY_PROVISION,-41062.32
2025-04,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2025-04,JP01,JPY,1290_INVENTORY_PROVISION,-3713480.48
2025-04,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2025-04,US01,USD,1290_INVENTORY_PROVISION,-32993.32
2025-04,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,386404890.51
2025-04,DE01,EUR,2160_IC_TREASURY_PAYABLE,-172424105.41
2025-04,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,1468076992.48
2025-04,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,103011520.57
2025-04,ES01,EUR,2160_IC_TREASURY_PAYABLE,-14233055.48
2025-04,JP01,JPY,2160_IC_TREASURY_PAYABLE,-2051277111.66
2025-04,US01,USD,2160_IC_TREASURY_PAYABLE,-15694690.93
2025-04,CN01,CNY,2160_IC_TREASURY_PAYABLE,-226647376.86
2025-04,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,25756713.99
2025-04,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-793030861.27
2025-04,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,3066826818.87
2025-04,US01,USD,1160_IC_TREASURY_RECEIVABLE,20446119.15
2025-05,DE01,EUR,1000_CASH,84944882.29
2025-05,DE01,EUR,1500_PPE,9000000.0
2025-05,DE01,EUR,1590_ACCUM_DEP,-3292500.0
2025-05,DE01,EUR,2500_DEBT,-7325709.91
2025-05,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2025-05,ES01,EUR,1000_CASH,5107462.34
2025-05,ES01,EUR,1500_PPE,9000000.0
2025-05,ES01,EUR,1590_ACCUM_DEP,-3292500.0
2025-05,ES01,EUR,2500_DEBT,-1831427.47
2025-05,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2025-05,CZ01,CZK,1000_CASH,151608125.32
2025-05,CZ01,CZK,1500_PPE,828932952.38
2025-05,CZ01,CZK,1590_ACCUM_DEP,-306219025.08
2025-05,CZ01,CZK,2500_DEBT,-311972231.74
2025-05,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2025-05,CN01,CNY,1000_CASH,56328966.72
2025-05,CN01,CNY,1500_PPE,265086666.67
2025-05,CN01,CNY,1590_ACCUM_DEP,-97002001.05
2025-05,CN01,CNY,2500_DEBT,-99958249.2
2025-05,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2025-05,US01,USD,1000_CASH,6485074.97
2025-05,US01,USD,1500_PPE,9615428.57
2025-05,US01,USD,1590_ACCUM_DEP,-3533326.9
2025-05,US01,USD,2500_DEBT,-1954673.24
2025-05,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2025-05,JP01,JPY,1000_CASH,838361606.31
2025-05,JP01,JPY,1500_PPE,1420157142.86
2025-05,JP01,JPY,1590_ACCUM_DEP,-525352556.34
2025-05,JP01,JPY,2500_DEBT,-288408339.25
2025-05,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2025-05,DE01,EUR,1100_AR,10945230.66
2025-05,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-05,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2025-05,DE01,EUR,2100_AP,-1221646.1
2025-05,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2025-05,DE01,EUR,5300_VARIABLE_SELLING,0.0
2025-05,DE01,EUR,6000_OPEX,-0.0
2025-05,DE01,EUR,5000_EXTERNAL_COGS,0.0
2025-05,DE01,EUR,1200_INVENTORY,10137037.46
2025-05,ES01,EUR,1100_AR,16051390.99
2025-05,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-05,ES01,EUR,5000_EXTERNAL_COGS,0.0
2025-05,ES01,EUR,1200_INVENTORY,13095039.32
2025-05,ES01,EUR,5300_VARIABLE_SELLING,0.0
2025-05,ES01,EUR,2100_AP,-3247904.71
2025-05,ES01,EUR,6000_OPEX,0.0
2025-05,ES01,EUR,5050_SERVICE_DELIVERY,0.0
2025-05,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2025-05,US01,USD,1100_AR,14289757.52
2025-05,US01,USD,4000_EXTERNAL_REVENUE,0.93
2025-05,US01,USD,5050_SERVICE_DELIVERY,-0.19
2025-05,US01,USD,2100_AP,-2287728.9
2025-05,US01,USD,5400_FIXED_PRODUCTION,-0.44
2025-05,US01,USD,5300_VARIABLE_SELLING,0.42
2025-05,US01,USD,6000_OPEX,0.05
2025-05,US01,USD,5000_EXTERNAL_COGS,0.09
2025-05,US01,USD,1200_INVENTORY,11933519.03
2025-05,JP01,JPY,1100_AR,1907025649.34
2025-05,JP01,JPY,4000_EXTERNAL_REVENUE,-0.94
2025-05,JP01,JPY,5050_SERVICE_DELIVERY,-0.06
2025-05,JP01,JPY,2100_AP,-215313435.91
2025-05,JP01,JPY,5400_FIXED_PRODUCTION,0.23
2025-05,JP01,JPY,5300_VARIABLE_SELLING,1.1
2025-05,JP01,JPY,6000_OPEX,0.35
2025-05,JP01,JPY,5000_EXTERNAL_COGS,0.75
2025-05,JP01,JPY,1200_INVENTORY,1735652132.67
2025-05,DE01,EUR,2150_IC_AP,-1460622.2
2025-05,CN01,CNY,1150_IC_AR,22700544.67
2025-05,CN01,CNY,4100_IC_REVENUE,0.05
2025-05,CN01,CNY,5200_FACTORY_COST,-0.03
2025-05,CN01,CNY,2100_AP,-125610214.31
2025-05,CZ01,CZK,1150_IC_AR,85645221.63
2025-05,CZ01,CZK,4100_IC_REVENUE,0.02
2025-05,CZ01,CZK,5200_FACTORY_COST,-0.13
2025-05,CZ01,CZK,2100_AP,-469031871.97
2025-05,ES01,EUR,2150_IC_AP,-1852587.03
2025-05,JP01,JPY,2150_IC_AP,-224464467.18
2025-05,US01,USD,2150_IC_AP,-1730286.25
2025-05,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-05,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-05,DE01,EUR,6100_DEPRECIATION,0.0
2025-05,ES01,EUR,6100_DEPRECIATION,0.0
2025-05,CZ01,CZK,6100_DEPRECIATION,0.0
2025-05,CN01,CNY,6100_DEPRECIATION,0.0
2025-05,US01,USD,6100_DEPRECIATION,0.0
2025-05,JP01,JPY,6100_DEPRECIATION,0.0
2025-05,DE01,EUR,7000_INTEREST,0.0
2025-05,ES01,EUR,7000_INTEREST,0.0
2025-05,CZ01,CZK,7000_INTEREST,0.0
2025-05,CN01,CNY,7000_INTEREST,0.0
2025-05,US01,USD,7000_INTEREST,0.0
2025-05,JP01,JPY,7000_INTEREST,0.0
2025-05,CN01,CNY,7100_TAX,0.0
2025-05,CN01,CNY,2200_TAX_PAYABLE,-1151412.49
2025-05,CZ01,CZK,7100_TAX,0.0
2025-05,CZ01,CZK,2200_TAX_PAYABLE,-10101278.51
2025-05,DE01,EUR,7100_TAX,0.0
2025-05,DE01,EUR,2200_TAX_PAYABLE,-626312.1
2025-05,ES01,EUR,7100_TAX,0.0
2025-05,ES01,EUR,2200_TAX_PAYABLE,-1195543.34
2025-05,JP01,JPY,7100_TAX,0.0
2025-05,JP01,JPY,2200_TAX_PAYABLE,-172214270.4
2025-05,US01,USD,7100_TAX,0.0
2025-05,US01,USD,2200_TAX_PAYABLE,-904316.93
2025-05,CZ01,CZK,1510_CIP,54938741.16
2025-05,CN01,CNY,1510_CIP,0.0
2025-05,DE01,EUR,1510_CIP,0.0
2025-05,ES01,EUR,1510_CIP,0.0
2025-05,CN01,CNY,3200_RETAINED_EARNINGS,-20106172.58
2025-05,CZ01,CZK,3200_RETAINED_EARNINGS,-199716744.68
2025-05,DE01,EUR,3200_RETAINED_EARNINGS,-13679830.97
2025-05,ES01,EUR,3200_RETAINED_EARNINGS,-28290066.56
2025-05,JP01,JPY,3200_RETAINED_EARNINGS,-3672507566.62
2025-05,US01,USD,3200_RETAINED_EARNINGS,-20934373.1
2025-05,DE01,EUR,2300_CONTRACT_LIABILITIES,-358499.09
2025-05,ES01,EUR,2300_CONTRACT_LIABILITIES,-3405546.73
2025-05,JP01,JPY,2300_CONTRACT_LIABILITIES,-45849621.88
2025-05,US01,USD,2300_CONTRACT_LIABILITIES,-3254890.68
2025-05,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-05,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-22670.63
2025-05,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-05,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-26082.4
2025-05,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2025-05,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-3644650.2
2025-05,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2025-05,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-25728.46
2025-05,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-05,DE01,EUR,1290_INVENTORY_PROVISION,-14995.66
2025-05,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-05,ES01,EUR,1290_INVENTORY_PROVISION,-45742.29
2025-05,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2025-05,JP01,JPY,1290_INVENTORY_PROVISION,-3899037.53
2025-05,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2025-05,US01,USD,1290_INVENTORY_PROVISION,-35785.29
2025-05,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,394143515.08
2025-05,DE01,EUR,2160_IC_TREASURY_PAYABLE,-176015884.32
2025-05,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,1493612770.97
2025-05,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,103011520.57
2025-05,ES01,EUR,2160_IC_TREASURY_PAYABLE,-14233055.48
2025-05,JP01,JPY,2160_IC_TREASURY_PAYABLE,-2051277111.66
2025-05,US01,USD,2160_IC_TREASURY_PAYABLE,-15694690.93
2025-05,CN01,CNY,2160_IC_TREASURY_PAYABLE,-226647376.86
2025-05,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,26186563.36
2025-05,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-793030861.27
2025-05,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,3198433286.27
2025-05,US01,USD,1160_IC_TREASURY_RECEIVABLE,20873958.78
2025-06,DE01,EUR,1000_CASH,85432794.4
2025-06,DE01,EUR,1500_PPE,9000000.0
2025-06,DE01,EUR,1590_ACCUM_DEP,-3355000.0
2025-06,DE01,EUR,2500_DEBT,-7234138.54
2025-06,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2025-06,ES01,EUR,1000_CASH,5080944.41
2025-06,ES01,EUR,1500_PPE,9000000.0
2025-06,ES01,EUR,1590_ACCUM_DEP,-3355000.0
2025-06,ES01,EUR,2500_DEBT,-1808534.63
2025-06,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2025-06,CZ01,CZK,1000_CASH,141074536.91
2025-06,CZ01,CZK,1500_PPE,828932952.38
2025-06,CZ01,CZK,1590_ACCUM_DEP,-312075592.51
2025-06,CZ01,CZK,2500_DEBT,-307997347.43
2025-06,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2025-06,CN01,CNY,1000_CASH,55915872.42
2025-06,CN01,CNY,1500_PPE,265086666.67
2025-06,CN01,CNY,1590_ACCUM_DEP,-98954646.68
2025-06,CN01,CNY,2500_DEBT,-98632977.95
2025-06,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2025-06,US01,USD,1000_CASH,6287790.84
2025-06,US01,USD,1500_PPE,9615428.57
2025-06,US01,USD,1590_ACCUM_DEP,-3605303.09
2025-06,US01,USD,2500_DEBT,-1928309.41
2025-06,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2025-06,JP01,JPY,1000_CASH,784058378.88
2025-06,JP01,JPY,1500_PPE,1420157142.86
2025-06,JP01,JPY,1590_ACCUM_DEP,-535760264.67
2025-06,JP01,JPY,2500_DEBT,-284596147.22
2025-06,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2025-06,DE01,EUR,1100_AR,11426462.88
2025-06,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-06,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2025-06,DE01,EUR,2100_AP,-1265157.87
2025-06,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2025-06,DE01,EUR,5300_VARIABLE_SELLING,0.0
2025-06,DE01,EUR,6000_OPEX,0.0
2025-06,DE01,EUR,5000_EXTERNAL_COGS,0.0
2025-06,DE01,EUR,1200_INVENTORY,10695152.4
2025-06,ES01,EUR,1100_AR,19009914.22
2025-06,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-06,ES01,EUR,5000_EXTERNAL_COGS,0.0
2025-06,ES01,EUR,1200_INVENTORY,13453892.14
2025-06,ES01,EUR,5300_VARIABLE_SELLING,0.0
2025-06,ES01,EUR,2100_AP,-4919360.47
2025-06,ES01,EUR,6000_OPEX,0.0
2025-06,ES01,EUR,5050_SERVICE_DELIVERY,0.0
2025-06,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2025-06,US01,USD,1100_AR,15137494.0
2025-06,US01,USD,4000_EXTERNAL_REVENUE,0.84
2025-06,US01,USD,5050_SERVICE_DELIVERY,-0.18
2025-06,US01,USD,2100_AP,-2757901.94
2025-06,US01,USD,5400_FIXED_PRODUCTION,-0.42
2025-06,US01,USD,5300_VARIABLE_SELLING,0.46
2025-06,US01,USD,6000_OPEX,-0.12
2025-06,US01,USD,5000_EXTERNAL_COGS,0.27
2025-06,US01,USD,1200_INVENTORY,12188741.3
2025-06,JP01,JPY,1100_AR,1995657974.95
2025-06,JP01,JPY,4000_EXTERNAL_REVENUE,-1.05
2025-06,JP01,JPY,5050_SERVICE_DELIVERY,-0.01
2025-06,JP01,JPY,2100_AP,-224307757.79
2025-06,JP01,JPY,5400_FIXED_PRODUCTION,0.23
2025-06,JP01,JPY,5300_VARIABLE_SELLING,1.24
2025-06,JP01,JPY,6000_OPEX,0.48
2025-06,JP01,JPY,5000_EXTERNAL_COGS,0.76
2025-06,JP01,JPY,1200_INVENTORY,1825860015.45
2025-06,DE01,EUR,2150_IC_AP,-1574199.48
2025-06,CN01,CNY,1150_IC_AR,23750602.52
2025-06,CN01,CNY,4100_IC_REVENUE,0.06
2025-06,CN01,CNY,5200_FACTORY_COST,-0.04
2025-06,CN01,CNY,2100_AP,-130603983.06
2025-06,CZ01,CZK,1150_IC_AR,87578616.75
2025-06,CZ01,CZK,4100_IC_REVENUE,0.01
2025-06,CZ01,CZK,5200_FACTORY_COST,-0.12
2025-06,CZ01,CZK,2100_AP,-474132382.46
2025-06,ES01,EUR,2150_IC_AP,-1840085.82
2025-06,JP01,JPY,2150_IC_AP,-241730400.7
2025-06,US01,USD,2150_IC_AP,-1730466.66
2025-06,CZ01,CZK,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-06,CN01,CNY,5450_FACTORY_ABSORPTION_VARIANCE,0.0
2025-06,DE01,EUR,6100_DEPRECIATION,0.0
2025-06,ES01,EUR,6100_DEPRECIATION,0.0
2025-06,CZ01,CZK,6100_DEPRECIATION,0.0
2025-06,CN01,CNY,6100_DEPRECIATION,0.0
2025-06,US01,USD,6100_DEPRECIATION,0.0
2025-06,JP01,JPY,6100_DEPRECIATION,0.0
2025-06,DE01,EUR,7000_INTEREST,0.0
2025-06,ES01,EUR,7000_INTEREST,0.0
2025-06,CZ01,CZK,7000_INTEREST,0.0
2025-06,CN01,CNY,7000_INTEREST,0.0
2025-06,US01,USD,7000_INTEREST,0.0
2025-06,JP01,JPY,7000_INTEREST,0.0
2025-06,CN01,CNY,7100_TAX,0.0
2025-06,CN01,CNY,2200_TAX_PAYABLE,-367568.76
2025-06,CZ01,CZK,7100_TAX,0.0
2025-06,CZ01,CZK,2200_TAX_PAYABLE,-3239054.55
2025-06,DE01,EUR,7100_TAX,0.0
2025-06,DE01,EUR,2200_TAX_PAYABLE,-190682.1
2025-06,ES01,EUR,7100_TAX,0.0
2025-06,ES01,EUR,2200_TAX_PAYABLE,-405512.72
2025-06,JP01,JPY,7100_TAX,0.0
2025-06,JP01,JPY,2200_TAX_PAYABLE,-51658507.59
2025-06,US01,USD,7100_TAX,0.0
2025-06,US01,USD,2200_TAX_PAYABLE,-219024.58
2025-06,CZ01,CZK,1510_CIP,77304154.91
2025-06,CN01,CNY,1510_CIP,0.0
2025-06,DE01,EUR,1510_CIP,0.0
2025-06,ES01,EUR,1510_CIP,0.0
2025-06,CN01,CNY,3200_RETAINED_EARNINGS,-22120680.75
2025-06,CZ01,CZK,3200_RETAINED_EARNINGS,-213361995.49
2025-06,DE01,EUR,3200_RETAINED_EARNINGS,-14439062.09
2025-06,ES01,EUR,3200_RETAINED_EARNINGS,-30337205.69
2025-06,JP01,JPY,3200_RETAINED_EARNINGS,-3884348116.94
2025-06,US01,USD,3200_RETAINED_EARNINGS,-21887175.14
2025-06,DE01,EUR,2300_CONTRACT_LIABILITIES,-356757.85
2025-06,ES01,EUR,2300_CONTRACT_LIABILITIES,-4060613.17
2025-06,JP01,JPY,2300_CONTRACT_LIABILITIES,-46418948.36
2025-06,US01,USD,2300_CONTRACT_LIABILITIES,-3375302.17
2025-06,DE01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-06,DE01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-23723.09
2025-06,ES01,EUR,6050_CREDIT_LOSS_EXPENSE,0.0
2025-06,ES01,EUR,1190_CREDIT_LOSS_ALLOWANCE,-30566.5
2025-06,JP01,JPY,6050_CREDIT_LOSS_EXPENSE,0.0
2025-06,JP01,JPY,1190_CREDIT_LOSS_ALLOWANCE,-3814014.41
2025-06,US01,USD,6050_CREDIT_LOSS_EXPENSE,0.0
2025-06,US01,USD,1190_CREDIT_LOSS_ALLOWANCE,-27104.24
2025-06,DE01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-06,DE01,EUR,1290_INVENTORY_PROVISION,-16057.24
2025-06,ES01,EUR,5460_INVENTORY_OBSOLESCENCE,0.0
2025-06,ES01,EUR,1290_INVENTORY_PROVISION,-45157.29
2025-06,JP01,JPY,5460_INVENTORY_OBSOLESCENCE,0.0
2025-06,JP01,JPY,1290_INVENTORY_PROVISION,-3556768.81
2025-06,US01,USD,5460_INVENTORY_OBSOLESCENCE,0.0
2025-06,US01,USD,1290_INVENTORY_PROVISION,-36197.13
2025-06,CN01,CNY,1160_IC_TREASURY_RECEIVABLE,400358359.1
2025-06,DE01,EUR,2160_IC_TREASURY_PAYABLE,-177091151.99
2025-06,CZ01,CZK,1160_IC_TREASURY_RECEIVABLE,1493612770.97
2025-06,DE01,EUR,1160_IC_TREASURY_RECEIVABLE,103011520.57
2025-06,ES01,EUR,2160_IC_TREASURY_PAYABLE,-14233055.48
2025-06,JP01,JPY,2160_IC_TREASURY_PAYABLE,-2051277111.66
2025-06,US01,USD,2160_IC_TREASURY_PAYABLE,-15694690.93
2025-06,CN01,CNY,2160_IC_TREASURY_PAYABLE,-226647376.86
2025-06,ES01,EUR,1160_IC_TREASURY_RECEIVABLE,26510341.0
2025-06,CZ01,CZK,2160_IC_TREASURY_PAYABLE,-793030861.27
2025-06,JP01,JPY,1160_IC_TREASURY_RECEIVABLE,3198433286.27
2025-06,US01,USD,1160_IC_TREASURY_RECEIVABLE,20873958.78
2025-07,DE01,EUR,1000_CASH,86762086.68
2025-07,DE01,EUR,1500_PPE,9000000.0
2025-07,DE01,EUR,1590_ACCUM_DEP,-3417500.0
2025-07,DE01,EUR,2500_DEBT,-7234138.54
2025-07,DE01,EUR,3000_SHARE_CAPITAL,-14020000.0
2025-07,ES01,EUR,1000_CASH,5935261.18
2025-07,ES01,EUR,1500_PPE,9000000.0
2025-07,ES01,EUR,1590_ACCUM_DEP,-3417500.0
2025-07,ES01,EUR,2500_DEBT,-1808534.63
2025-07,ES01,EUR,3000_SHARE_CAPITAL,-12020000.0
2025-07,CZ01,CZK,1000_CASH,120599664.57
2025-07,CZ01,CZK,1500_PPE,828932952.38
2025-07,CZ01,CZK,1590_ACCUM_DEP,-317889736.2
2025-07,CZ01,CZK,2500_DEBT,-307997347.43
2025-07,CZ01,CZK,3000_SHARE_CAPITAL,-524665798.1
2025-07,CN01,CNY,1000_CASH,45966990.84
2025-07,CN01,CNY,1500_PPE,265086666.67
2025-07,CN01,CNY,1590_ACCUM_DEP,-100932166.54
2025-07,CN01,CNY,2500_DEBT,-98632977.95
2025-07,CN01,CNY,3000_SHARE_CAPITAL,-167784266.67
2025-07,US01,USD,1000_CASH,6908392.77
2025-07,US01,USD,1500_PPE,9615428.57
2025-07,US01,USD,1590_ACCUM_DEP,-3678283.52
2025-07,US01,USD,2500_DEBT,-1928309.41
2025-07,US01,USD,3000_SHARE_CAPITAL,-12841939.05
2025-07,JP01,JPY,1000_CASH,918607184.15
2025-07,JP01,JPY,1500_PPE,1420157142.86
2025-07,JP01,JPY,1590_ACCUM_DEP,-546480971.19
2025-07,JP01,JPY,2500_DEBT,-284596147.22
2025-07,JP01,JPY,3000_SHARE_CAPITAL,-1896698761.91
2025-07,DE01,EUR,1100_AR,10194377.35
2025-07,DE01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-07,DE01,EUR,5050_SERVICE_DELIVERY,0.0
2025-07,DE01,EUR,2100_AP,-1156051.19
2025-07,DE01,EUR,5400_FIXED_PRODUCTION,0.0
2025-07,DE01,EUR,5300_VARIABLE_SELLING,0.0
2025-07,DE01,EUR,6000_OPEX,0.0
2025-07,DE01,EUR,5000_EXTERNAL_COGS,-0.0
2025-07,DE01,EUR,1200_INVENTORY,9454606.66
2025-07,ES01,EUR,1100_AR,14511833.91
2025-07,ES01,EUR,4000_EXTERNAL_REVENUE,0.0
2025-07,ES01,EUR,5000_EXTERNAL_COGS,0.0
2025-07,ES01,EUR,1200_INVENTORY,12213243.74
2025-07,ES01,EUR,5300_VARIABLE_SELLING,0.0
2025-07,ES01,EUR,2100_AP,-2847459.06
2025-07,ES01,EUR,6000_OPEX,0.0
2025-07,ES01,EUR,5050_SERVICE_DELIVERY,0.0
2025-07,ES01,EUR,5400_FIXED_PRODUCTION,0.0
2025-07,US01,USD,1100_AR,14932617.32
2025-07,US01,USD,4000_EXTERNAL_REVENUE,0.99
2025-07,US01,USD,5050_SERVICE_DELIVERY,-0.23
2025-07,US01,USD,2100_AP,-3374163.91
2025-07,US01,USD,5400_FIXED_PRODUCTION,-0.52
2025-07,US01,USD,5300_VARIABLE_SELLING,0.27
2025-07,US01,USD,6000_OPEX,-0.16
