review_id,review_month,scope_level,entity,division,category,metric,comparison,unit,actual_value,benchmark_value,variance,materiality_pct,favorable,severity,action_required,source_dataset,source_key,headline,explanation
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-EVENTS-EBIT-FX-EFFECT,2026-08,Entity Division,US01,Events,FX Translation,EBIT FX effect,Prior-year FX,EUR,1529.03,0.0,1529.03,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Events|ebit_fx_effect,FX translation increased us01 / events ebit by €1.5k.,Reported performance differs from the close translated at prior-year FX by €1.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,US01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,2540.81,0.0,2540.81,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Hardware|ebit_fx_effect,FX translation increased us01 / hardware ebit by €2.5k.,Reported performance differs from the close translated at prior-year FX by €2.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-SOFTWARE-EBIT-FX-EFFECT,2026-08,Entity Division,US01,Software,FX Translation,EBIT FX effect,Prior-year FX,EUR,1968.74,0.0,1968.74,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Software|ebit_fx_effect,FX translation increased us01 / software ebit by €2.0k.,Reported performance differs from the close translated at prior-year FX by €2.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-EVENTS-REVENUE-FX-EFFECT,2026-08,Entity Division,US01,Events,FX Translation,Revenue FX effect,Prior-year FX,EUR,9085.03,0.0,9085.03,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Events|revenue_fx_effect,FX translation increased us01 / events revenue by €9.1k.,Reported performance differs from the close translated at prior-year FX by €9.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,US01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,17595.47,0.0,17595.47,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Hardware|revenue_fx_effect,FX translation increased us01 / hardware revenue by €17.6k.,Reported performance differs from the close translated at prior-year FX by €17.6k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-US01-SOFTWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,US01,Software,FX Translation,Revenue FX effect,Prior-year FX,EUR,3818.13,0.0,3818.13,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|Software|revenue_fx_effect,FX translation increased us01 / software revenue by €3.8k.,Reported performance differs from the close translated at prior-year FX by €3.8k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-DE01-HARDWARE-EBIT,2026-08,Entity Division,DE01,Hardware,Monthly P&L vs Budget,EBIT,Budget,EUR,834153.98,832276.77,1877.21,0.002256,True,Low,False,budget_performance.csv,2026-08|DE01|Hardware|ebit,DE01 / Hardware ebit exceeded budget by €1.9k.,Actual ebit was €834.2k versus €832.3k budget. The variance represents 0.2% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-DE01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,DE01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|Hardware|ebit_fx_effect,FX translation increased de01 / hardware ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-DE01-SOFTWARE-EBIT-FX-EFFECT,2026-08,Entity Division,DE01,Software,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|Software|ebit_fx_effect,FX translation increased de01 / software ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-EVENTS-EBIT-FX-EFFECT,2026-08,Entity Division,ES01,Events,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Events|ebit_fx_effect,FX translation increased es01 / events ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-HARDWARE-EBIT-FX-EFFECT,2026-08,Entity Division,ES01,Hardware,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Hardware|ebit_fx_effect,FX translation increased es01 / hardware ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-SPARE-PARTS-EBIT-FX-EFFECT,2026-08,Entity Division,ES01,Spare Parts,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Spare Parts|ebit_fx_effect,FX translation increased es01 / spare parts ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CN01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,CN01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CN01|Hardware|revenue_fx_effect,FX translation increased cn01 / hardware revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-CZ01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,CZ01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CZ01|Hardware|revenue_fx_effect,FX translation increased cz01 / hardware revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-DE01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,DE01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|Hardware|revenue_fx_effect,FX translation increased de01 / hardware revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-DE01-SOFTWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,DE01,Software,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|Software|revenue_fx_effect,FX translation increased de01 / software revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-EVENTS-REVENUE-FX-EFFECT,2026-08,Entity Division,ES01,Events,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Events|revenue_fx_effect,FX translation increased es01 / events revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-HARDWARE-REVENUE-FX-EFFECT,2026-08,Entity Division,ES01,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Hardware|revenue_fx_effect,FX translation increased es01 / hardware revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DIVISION-ES01-SPARE-PARTS-REVENUE-FX-EFFECT,2026-08,Entity Division,ES01,Spare Parts,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|Spare Parts|revenue_fx_effect,FX translation increased es01 / spare parts revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-OPEX,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|Hardware|opex,CN01 / Hardware OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-OPEX,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,OPEX,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|Hardware|opex,CZ01 / Hardware OPEX was €0 below budget.,Actual opex was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CN01-HARDWARE-REVENUE,2026-08,Entity Division,CN01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CN01|Hardware|revenue,CN01 / Hardware revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DIVISION-CZ01-HARDWARE-REVENUE,2026-08,Entity Division,CZ01,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,0.0,0.0,0.0,0.0,True,Low,False,budget_performance.csv,2026-08|CZ01|Hardware|revenue,CZ01 / Hardware revenue exceeded budget by €0.,Actual revenue was €0 versus €0 budget. The variance represents 0.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-GROUP-ALL-ALL-OPEX,2026-08,Group,All,All,Monthly P&L vs Budget,OPEX,Budget,EUR,4285345.9,3387053.5,898292.4,0.265214,False,Critical,True,budget_performance.csv,2026-08|All|All|opex,Group OPEX was €898.3k above budget.,Actual opex was €4.3m versus €3.4m budget. The variance represents 26.5% of the benchmark.
REV-202608-CASH-CONVERSION-GROUP-ALL-ALL-FREE-CASH-FLOW,2026-08,Group,All,All,Cash Conversion,Free cash flow,Prior month,EUR,6992562.93,8384916.83,-1392353.9,0.166055,False,Critical,True,cash_flow.csv,2026-08|free_cash_flow,Free cash flow decreased by €1.4m month on month.,"Free cash flow was €7.0m versus €8.4m in 2026-07, including operating cash generation and CAPEX."
REV-202608-WORKFORCE-PRODUCTIVITY-GROUP-ALL-ALL-REVENUE-PER-FTE,2026-08,Group,All,All,Workforce Productivity,Revenue per FTE,Prior month,EUR/FTE,99820.4944,109977.6791,-10157.1847,0.092357,False,High,True,workforce_summary.csv,2026-08|revenue_per_fte,Revenue per FTE decreased by €10.2k month on month.,"The workforce schedule reports 99,820.5 versus 109,977.7 in 2026-07. FTE, payroll and recruitment cost roll forward from operating demand and attrition."
REV-202608-COMMERCIAL-DRIVERS-GROUP-ALL-ALL-MIX-EFFECT,2026-08,Group,All,All,Commercial Drivers,Mix effect,Prior year,EUR,-2730725.9076,0.0,-2730725.9076,0.090341,False,High,True,price_volume_mix.csv,2026-08|All|mix_effect,Group mix reduced year-on-year revenue by €2.7m.,"The mix effect explains €2.7m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-FORECAST-DISCIPLINE-GROUP-ALL-ALL-ONE-MONTH-REVENUE-MAPE,2026-08,Group,All,All,Forecast Discipline,One-month revenue MAPE,5% tolerance,Percent,0.1255,0.05,0.0755,0.07545,False,High,True,forecast_accuracy.csv,2026-08|horizon_1|abs_pct_error,"One-month revenue forecast error was 12.5%, above the 5.0% tolerance.",Mean absolute percentage error across 11 entity-division observations was 12.5%. The metric uses only forecasts created one month before the close.
REV-202608-FX-TRANSLATION-GROUP-ALL-ALL-EBIT-FX-EFFECT,2026-08,Group,All,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-172023.38,0.0,-172023.38,0.028379,False,Low,False,constant_currency_analysis.csv,2026-08|All|All|ebit_fx_effect,FX translation reduced group ebit by €172.0k.,Reported performance differs from the close translated at prior-year FX by €172.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-WORKFORCE-PRODUCTIVITY-GROUP-ALL-ALL-PERSONNEL-COST,2026-08,Group,All,All,Workforce Productivity,Personnel cost,Prior month,EUR,3235584.42,3189986.71,45597.71,0.014294,False,Low,False,workforce_summary.csv,2026-08|personnel_cost,Personnel cost increased by €45.6k month on month.,"The workforce schedule reports 3,235,584.4 versus 3,189,986.7 in 2026-07. FTE, payroll and recruitment cost roll forward from operating demand and attrition."
REV-202608-FX-TRANSLATION-GROUP-ALL-ALL-REVENUE-FX-EFFECT,2026-08,Group,All,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,-428606.69,0.0,-428606.69,0.013981,False,Low,False,constant_currency_analysis.csv,2026-08|All|All|revenue_fx_effect,FX translation reduced group revenue by €428.6k.,Reported performance differs from the close translated at prior-year FX by €428.6k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-GROUP-ALL-ALL-EBIT,2026-08,Group,All,All,Monthly P&L vs Budget,EBIT,Budget,EUR,5889718.22,5968367.46,-78649.24,0.013178,False,Low,False,budget_performance.csv,2026-08|All|All|ebit,Group ebit missed budget by €78.6k.,Actual ebit was €5.9m versus €6.0m budget. The variance represents 1.3% of the benchmark.
REV-202608-FY-OUTLOOK-GROUP-ALL-ALL-FY-EBIT-OUTLOOK,2026-08,Group,All,All,FY Outlook,FY EBIT outlook,FY Budget,EUR,86513720.8267,87526811.18,-1013090.3533,0.011575,False,Low,False,fy_plan_bridge.csv,2026-08|latest_fy_ebit,FY EBIT outlook is €1.0m below budget.,"Latest full-year outlook is €86.5m versus €87.5m budget, combining year-to-date actuals with the latest rolling forecast."
REV-202608-MONTHLY-P-L-VS-BUDGET-GROUP-ALL-ALL-REVENUE,2026-08,Group,All,All,Monthly P&L vs Budget,Revenue,Budget,EUR,30226923.38,26361963.07,3864960.31,0.146611,True,High,False,budget_performance.csv,2026-08|All|All|revenue,Group revenue exceeded budget by €3.9m.,Actual revenue was €30.2m versus €26.4m budget. The variance represents 14.7% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-GROUP-ALL-ALL-PRICE-EFFECT,2026-08,Group,All,All,Commercial Drivers,Price effect,Prior year,EUR,4367487.4371,0.0,4367487.4371,0.14449,True,High,False,price_volume_mix.csv,2026-08|All|price_effect,Group price added year-on-year revenue by €4.4m.,"The price effect explains €4.4m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-GROUP-ALL-ALL-VOLUME-EFFECT,2026-08,Group,All,All,Commercial Drivers,Volume effect,Prior year,EUR,3013811.2605,0.0,3013811.2605,0.099706,True,High,False,price_volume_mix.csv,2026-08|All|volume_effect,Group volume added year-on-year revenue by €3.0m.,"The volume effect explains €3.0m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-GROUP-ALL-ALL-GROSS-PROFIT,2026-08,Group,All,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,10961869.67,10046872.39,914997.28,0.091073,True,High,False,budget_performance.csv,2026-08|All|All|gross_profit,Group gross profit exceeded budget by €915.0k.,Actual gross profit was €11.0m versus €10.0m budget. The variance represents 9.1% of the benchmark.
REV-202608-FY-OUTLOOK-GROUP-ALL-ALL-FY-REVENUE-OUTLOOK,2026-08,Group,All,All,FY Outlook,FY revenue outlook,FY Budget,EUR,407653863.43,379423968.27,28229895.16,0.074402,True,High,False,fy_plan_bridge.csv,2026-08|latest_fy_revenue,FY revenue outlook is €28.2m above budget.,"Latest full-year outlook is €407.7m versus €379.4m budget, combining year-to-date actuals with the latest rolling forecast."
REV-202608-CASH-CONVERSION-GROUP-ALL-ALL-NET-WORKING-CAPITAL-CHANGE,2026-08,Group,All,All,Cash Conversion,Net working capital change,Prior month,EUR,54513577.5726,55480383.3133,-966805.7407,0.017426,True,Low,False,working_capital.csv,2026-08|net_working_capital,Net working capital released €966.8k month on month.,"Net working capital closed at €54.5m versus €55.5m in 2026-07. The movement is based on reconciled receivables, inventory and payables."
REV-202608-WORKFORCE-PRODUCTIVITY-GROUP-ALL-ALL-ENDING-FTE,2026-08,Group,All,All,Workforce Productivity,Ending FTE,Prior month,FTE,304.6164,301.0087,3.6077,0.011985,True,Low,False,workforce_summary.csv,2026-08|ending_fte,Ending FTE increased by 3.6 FTE month on month.,"The workforce schedule reports 304.6 versus 301.0 in 2026-07. FTE, payroll and recruitment cost roll forward from operating demand and attrition."
